"SC_CODE","SC_NAME","SC_GROUP","SC_TYPE","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","NO_TRADES","NO_OF_SHRS","NET_TURNOV","TDCLOINDI","DATE"
500002,"ABB LTD.    ","A ","Q",579.15,594.9,575.95,591,593.2,578.45,1130,17250,10081381,,"17-02-2014"
500003,"AEGIS LOGIS ","B ","Q",149.05,150.45,141.5,142.4,142.4,148.1,811,9291,1345837,,"17-02-2014"
500008,"AMAR RAJA BA","A ","Q",382.05,383,366.85,369.7,369.7,380.2,2741,43663,16185993,,"17-02-2014"
500009,"A.SARABHAI  ","T ","Q",3.49,3.59,3.32,3.46,3.46,3.49,21,3634,12723,,"17-02-2014"
500010,"HDFC        ","A ","Q",771,788,771,780.55,780.55,771.7,2540,258670,202496270,,"17-02-2014"
500012,"ANDHRA PETRO","B ","Q",8.5,8.5,8.05,8.34,8.34,8.45,165,13637,112491,,"17-02-2014"
500013,"ANSAL INFRAS","B ","Q",19.15,19.15,18.25,18.6,18.5,18.75,61,4586,85340,,"17-02-2014"
500014,"APPLE FINANC","T ","Q",1.87,1.87,1.87,1.87,1.87,1.79,15,16763,31346,,"17-02-2014"
500020,"BOM DYEING  ","B ","Q",51.7,52.2,50.9,51.4,51.4,51.1,1830,150624,7755760,,"17-02-2014"
500023,"ASIANHOTNR  ","B ","Q",94.1,95.05,94.1,95.05,95.05,97.75,3,31,2922,,"17-02-2014"
500024,"ASSAMCO     ","B ","Q",4.75,4.8,4.44,4.48,4.49,4.68,346,244437,1110999,,"17-02-2014"
500027,"ATUL LTD.   ","B ","Q",411.9,414.5,407.1,407.65,407.65,407.75,192,1468,600330,,"17-02-2014"
500028,"ATV PROJECTS","T ","Q",1.87,2.05,1.87,1.9,1.9,1.96,25,5750,11658,,"17-02-2014"
500029,"AUTOLITE(I) ","T ","Q",15.75,15.8,15.75,15.8,15.8,15.05,6,789,12465,,"17-02-2014"
500030,"AUTORID.FIN ","T ","Q",0.82,0.9,0.82,0.9,0.9,0.86,10,1011,829,,"17-02-2014"
500031,"BAJAJ ELECT.","B ","Q",225.15,229,221.6,227.2,227.5,229.4,600,10987,2485497,,"17-02-2014"
500032,"BAJAJHIND.LT","B ","Q",12.75,12.75,12.45,12.52,12.52,12.63,616,134068,1690765,,"17-02-2014"
500033,"FORCE MOTR  ","B ","Q",288.35,315,288.3,307,301,286.85,408,3140,951607,,"17-02-2014"
500034,"BAJFINANCE  ","A ","Q",1480,1515,1480,1500.5,1500.5,1469.45,170,84640,126998518,,"17-02-2014"
500038,"BALRAM.CHINI","B ","Q",40.5,41,39.5,40,40,41.1,261,14236,575598,,"17-02-2014"
500039,"BANCO PROD. ","B ","Q",55,56,55,55.8,55.25,55.6,128,8344,465533,,"17-02-2014"
500040,"CENTURY TEXT","A ","Q",296,298,290.25,296.75,296.75,294.45,2556,120204,35412233,,"17-02-2014"
500041,"BANNARI AMAN","B ","Q",715,715,715,715,715,715,3,35,25025,,"17-02-2014"
500042,"BASF INDIA  ","B ","Q",605,613.45,602,611.35,610,611.45,77,775,472621,,"17-02-2014"
500043,"BATA INDIA  ","A ","Q",1024,1027.8,1005.8,1014.5,1006,1018.6,1268,16883,17157593,,"17-02-2014"
500046,"BEST&CROMPT.","T ","Q",3.56,3.56,3.56,3.56,3.56,3.74,4,2000,7120,,"17-02-2014"
500048,"BEML LTD    ","B ","Q",199,200.9,194.1,197.3,197.3,196.3,1345,38362,7601639,,"17-02-2014"
500049,"BHARAT ELECT","A ","Q",965,977,945,946.35,945.05,962.1,155,496,475470,,"17-02-2014"
500051,"BHAG GAS    ","T ","Q",0.81,0.81,0.81,0.81,0.81,0.84,3,700,567,,"17-02-2014"
500052,"BHANSALI ENG","B ","Q",12.05,12.98,11.76,12.84,12.5,12.37,73,2002,24026,,"17-02-2014"
500055,"BHUSH STEEL ","A ","Q",457,462,451,459,458,458.2,674,63887,29274875,,"17-02-2014"
500057,"ABCIL       ","B ","Q",112,113.95,111.25,112.75,111.25,114.05,330,2710,305826,,"17-02-2014"
500058,"BIHAR SPONGE","T ","Q",2.09,2.27,2.09,2.27,2.27,2.19,2,320,672,,"17-02-2014"
500059,"BINANI IND. ","B ","Q",71.5,73.4,69.2,69.55,69.55,71.8,224,2271,160235,,"17-02-2014"
500060,"BIRLA ERIC. ","T ","Q",22.55,24.55,22.55,24.55,24.55,23.4,36,7264,178130,,"17-02-2014"
500067,"BLUE STAR   ","B ","Q",140.35,141.8,138.3,140.1,141,140.4,201,1669,233185,,"17-02-2014"
500068,"DISA INDIA  ","B ","Q",3321,3380,3321,3378.65,3377,3350,6,10,33557,,"17-02-2014"
500069,"BNK CAPITAL ","B ","Q",21.05,21.05,19.05,19.05,19.05,20.05,5,16,320,,"17-02-2014"
500074,"BPL LTD.    ","B ","Q",14,14,13.33,13.42,13.42,13.4,200,17633,238898,,"17-02-2014"
500078,"CAMPH.& ALL ","B ","Q",158,161.55,158,161.55,161.55,153.9,19,1738,280732,,"17-02-2014"
500083,"CENTURY EXT ","T ","Q",1.04,1.09,1.01,1.09,1.09,1.04,53,178824,185663,,"17-02-2014"
500084,"CESC LTD.   ","A ","Q",427.45,432.85,420,431.3,431.3,422.4,659,10326,4432080,,"17-02-2014"
500085,"CHAMBAL FERT","B ","Q",36.75,37.55,36.5,36.95,36.95,36.8,730,77282,2858540,,"17-02-2014"
500086,"EXIDE IND.  ","A ","Q",108,108,105.8,107.05,107.05,106.2,1393,112820,12049901,,"17-02-2014"
500087,"CIPLA LTD.  ","A ","Q",374,377.9,371.25,374.35,374.35,373.35,5286,169489,63512893,,"17-02-2014"
500089,"DIC INDIA   ","B ","Q",360,363,359.8,362.9,363,360.05,41,1484,536673,,"17-02-2014"
500092,"CRISIL LTD  ","A ","Q",1105,1120.05,1092.25,1107.55,1110.25,1110.55,211,26761,29695629,,"17-02-2014"
500093,"CROMPT.GREAV","A ","Q",121.55,122.4,116.7,118.2,118.2,122.15,2581,231743,27501661,,"17-02-2014"
500095,"WYETH LTD.  ","B ","Q",735,735,716.15,721.55,721.55,730.15,119,688,497624,,"17-02-2014"
500096,"DABUR (I)   ","A ","Q",173.2,175.25,171.7,172.55,172.55,173.2,891,42537,7360279,,"17-02-2014"
500097,"DALMIASUG   ","B ","Q",12.85,12.85,12.4,12.4,12.4,13,2,2,25,,"17-02-2014"
500101,"ARVIND Ltd  ","B ","Q",138,138.6,135.3,137.1,137.1,137.8,3057,212812,29147709,,"17-02-2014"
500102,"BALARPUR IND","B ","Q",11.56,11.73,11.42,11.46,11.46,11.57,528,62807,727039,,"17-02-2014"
500103,"BHEL        ","A ","Q",148.35,150.5,146.2,147.6,147.6,148.4,5405,354389,52422829,,"17-02-2014"
500104,"HIND.PETRO  ","A ","Q",238.9,240.2,232.1,238.15,238.15,236.1,993,29667,7039569,,"17-02-2014"
500106,"IFCI LTD    ","A ","Q",22.7,23.35,22.55,23.25,23.25,22.65,4689,1945776,44855163,,"17-02-2014"
500108,"MAHA.TELE   ","B ","Q",14.25,14.85,14.25,14.6,14.6,14.05,1325,492674,7218400,,"17-02-2014"
500109,"MRPL        ","A ","Q",40.4,40.6,39.7,39.85,39.85,40.15,288,22005,880798,,"17-02-2014"
500110,"CHENNAI PET.","B ","Q",60.65,61.35,60.1,60.3,60.3,61.15,596,18612,1126669,,"17-02-2014"
500111,"REL.CAP.    ","A ","Q",316.25,317,309.5,313.15,313.15,314.85,11619,464768,145353061,,"17-02-2014"
500112,"STATE BANK  ","A ","Q",1476,1484.9,1463.1,1473.4,1473.4,1475.1,20370,249054,366915789,,"17-02-2014"
500113,"STEEL AUTH. ","A ","Q",62.1,62.7,59.55,60.2,60.2,61.45,2796,425007,25811070,,"17-02-2014"
500114,"TITAN       ","A ","Q",233.4,236.25,225.5,228.75,228.75,231.6,7341,300067,69304894,,"17-02-2014"
500116,"IDBI BANK L ","A ","Q",54.95,56.2,54.5,55.95,55.95,54.95,1805,225520,12512944,,"17-02-2014"
500117,"DCW LTD.    ","B ","Q",10.4,10.4,10,10.02,10.08,10.05,188,163747,1644449,,"17-02-2014"
500119,"DHAMPUR SUGA","T ","Q",29,29.7,29,29.5,29.2,28.8,62,6659,195652,,"17-02-2014"
500120,"DIAMINES&CHM","B ","Q",18.4,19.4,18.4,19.4,19.4,19.25,8,501,9219,,"17-02-2014"
500123,"ELANTAS     ","B ","Q",479.7,481.8,472,476,476,470,72,267,126914,,"17-02-2014"
500124,"DR.REDDY'S  ","A ","Q",2600,2648.1,2591.85,2639.5,2639.5,2580,1621,16415,43173729,,"17-02-2014"
500125,"E.I.D.PAR   ","B ","Q",119.15,121,118.45,119.35,119.3,119.15,332,6713,800881,,"17-02-2014"
500126,"MERCK LTD   ","B ","Q",568.8,570,556.1,561.3,561.3,565.85,149,984,556787,,"17-02-2014"
500128,"ELEC.CASTING","B ","Q",13.4,13.5,13.09,13.16,13.15,13.33,192,19411,257176,,"17-02-2014"
500132,"EMPEE SUGARS","T ","Q",5.93,5.93,5.75,5.75,5.75,5.65,7,106,627,,"17-02-2014"
500133,"ESAB INDIA  ","B ","Q",423.55,424,422,423,423,420.1,58,9402,3967947,,"17-02-2014"
500134,"ESSAR OIL   ","A ","Q",51.3,51.7,51.15,51.35,51.35,51.25,918,331155,16978146,,"17-02-2014"
500135,"ESSEL PROP  ","B ","Q",48.55,50.9,48.55,49.65,49.65,49.55,242,11326,566059,,"17-02-2014"
500136,"ESTER INDUS.","B ","Q",11.25,11.5,10.86,11.05,11.45,11.25,61,10086,111108,,"17-02-2014"
500139,"FEDDER.LLYOD","B ","Q",32.3,33.7,30.4,32.25,32.4,32.3,656,40438,1307764,,"17-02-2014"
500141,"FERRO ALLOYS","B ","Q",4.56,4.86,4.3,4.39,4.3,4.68,154,19031,84955,,"17-02-2014"
500142,"FGP LTD.    ","T ","Q",2.24,2.24,2.04,2.14,2.14,2.14,6,2167,4442,,"17-02-2014"
500144,"FINOL. CABLE","B ","Q",76,77.1,74.15,75.75,75.75,76.8,1709,97991,7368323,,"17-02-2014"
500145,"FIRST LEASIN","B ","Q",12.75,12.75,11.58,11.96,11.96,12.18,143,12395,145913,,"17-02-2014"
500147,"CMI FPE     ","B ","Q",450,452,431.9,445.4,452,454.6,103,769,337823,,"17-02-2014"
500148,"UFLEX LTD   ","B ","Q",71,72,70.4,70.65,70.4,71.5,196,10550,750007,,"17-02-2014"
500150,"FOSECO INDIA","B ","Q",500,506.95,494.1,494.1,494.1,494.75,15,110,54601,,"17-02-2014"
500151,"GOLDEN TOB  ","T ","Q",19.2,19.2,18.4,18.5,18.5,19.2,29,614,11548,,"17-02-2014"
500153,"GANESH BENZO","B ","Q",5.3,5.54,5.3,5.31,5.31,5.28,13,1900,10166,,"17-02-2014"
500155,"GARDEN SILK ","B ","Q",34.55,35.75,33.7,34,34,34.9,77,2112,71965,,"17-02-2014"
500159,"METROGLOBL  ","T ","Q",32.35,32.35,32.35,32.35,32.35,30.85,5,245,7925,,"17-02-2014"
500160,"GTL LTD.    ","B ","Q",14.2,14.45,13.81,13.87,13.85,14.1,212,24188,339362,,"17-02-2014"
500162,"PARRYSUGR   ","B ","Q",16.95,16.95,16,16,16,16.5,13,160,2569,,"17-02-2014"
500163,"GODFREY PH  ","B ","Q",3179.55,3270,3131.3,3244.7,3250,3151.15,369,1518,4898322,,"17-02-2014"
500164,"GODREJ IND  ","A ","Q",270,274,265.45,273.05,273.05,269.65,519,11216,3036090,,"17-02-2014"
500165,"KANSAI NERO ","B ","Q",1040,1040,1016,1016.4,1016,1030.05,88,127,130050,,"17-02-2014"
500166,"GOODRICKE   ","B ","Q",129.85,130.25,128,129.15,129.25,129.8,71,10500,1344573,,"17-02-2014"
500168,"GOODYEAR (I)","B ","Q",364,366.9,354,355.55,355.55,361.2,182,1125,403917,,"17-02-2014"
500170,"GTN INDUS   ","T ","Q",8.1,8.1,8.1,8.1,8.1,8.1,10,800,6480,,"17-02-2014"
500171,"GHCL LTD    ","B ","Q",32.9,33.2,32.5,32.7,32.7,33.1,110,10096,330178,,"17-02-2014"
500173,"GUJ.FLOURO  ","B ","Q",225.05,228,225,226.4,225.6,227.35,96,101328,22850960,,"17-02-2014"
500174,"GUJ.LEASE   ","T ","Q",1.5,1.55,1.5,1.5,1.5,1.57,9,4175,6312,,"17-02-2014"
500179,"HCL INFOSYS ","B ","Q",24.2,24.3,23.1,23.4,23.4,23.95,1370,244968,5772670,,"17-02-2014"
500180,"HDFC BANK   ","A ","Q",646.2,653,641.5,650.55,650.55,641.75,3186,108450,70357944,,"17-02-2014"
500182,"HEROMOTOCO  ","A ","Q",1944,2015,1920,1975.25,1975.25,1936.7,2924,30057,59256803,,"17-02-2014"
500183,"HIMACHAL FUT","B ","Q",7.87,8.18,7.81,7.91,7.91,7.91,827,161589,1285715,,"17-02-2014"
500184,"HIMADRI CHEM","B ","Q",17.2,17.8,16.6,16.95,16.95,17.6,80,12286,208355,,"17-02-2014"
500185,"HIND.CONSTN.","B ","Q",12.92,12.92,12.35,12.49,12.49,12.6,608,211355,2666062,,"17-02-2014"
500186,"HIND.OIL EXP","B ","Q",34.5,34.8,33.2,33.6,33.7,33.95,437,42982,1460490,,"17-02-2014"
500187,"HSIL        ","B ","Q",100.25,100.25,97.45,98.1,98.1,97.65,154,2856,282646,,"17-02-2014"
500188,"HINDUS.ZI   ","A ","Q",123.8,124.5,122.3,123.25,123.25,124.25,1306,65047,8022962,,"17-02-2014"
500189,"HINDUJA VENT","B ","Q",264.6,266.4,262,262.9,262.9,264.65,114,1820,480088,,"17-02-2014"
500191,"HMT LTD.    ","B ","Q",24.8,26.8,24.8,25.3,25.3,25.65,98,6192,157470,,"17-02-2014"
500192,"PRAG BOSIMI ","T ","Q",3.11,3.11,2.84,3.09,3.1,2.98,12,1700,5066,,"17-02-2014"
500193,"HOTEL LEELA.","B ","Q",15.95,15.95,15.31,15.45,15.45,15.97,325,57611,900937,,"17-02-2014"
500199,"I.G.PETRO   ","B ","Q",19.05,19.05,18.25,18.85,18.45,19.5,74,1785,33778,,"17-02-2014"
500201,"IND.GLYCOLS ","B ","Q",89,89,85.35,85.65,85.65,88.25,351,7960,687658,,"17-02-2014"
500207,"INDO RAMA   ","B ","Q",15.56,16.75,15.56,15.88,15.9,15.91,330,46045,744247,,"17-02-2014"
500209,"INFOSYS LTD ","A ","Q",3670.25,3677,3650,3662.25,3662.25,3645.6,2856,21803,79894000,,"17-02-2014"
500210,"INGERSOLL   ","B ","Q",358.7,362,349,350.65,350.65,358.7,293,4699,1661134,,"17-02-2014"
500211,"INSILCO LTD.","T ","Q",11.13,11.13,11.13,11.13,11.13,10.6,21,4380,48749,,"17-02-2014"
500213,"INTER.TRAVEL","B ","Q",146,146,146,146,146,145.2,1,30,4380,,"17-02-2014"
500214,"ION EXCHANGE","B ","Q",79.1,81,78,78.6,78.6,80.65,137,6480,515102,,"17-02-2014"
500215,"AGRO TECH FO","B ","Q",480,484,476.1,478.8,480,478.2,64,380,182437,,"17-02-2014"
500219,"JAIN IRRIG  ","A ","Q",60,60.6,57.55,60.05,60.05,58.9,3098,300114,17795350,,"17-02-2014"
500220,"JASCH INDUST","B ","Q",9.51,9.51,9.51,9.51,9.51,10,1,8,76,,"17-02-2014"
500222,"JCT ELECTRON","T ","Q",0.43,0.43,0.39,0.42,0.42,0.41,32,7020,2794,,"17-02-2014"
500223,"JCT LTD     ","B ","Q",1.81,1.93,1.81,1.88,1.9,1.87,111,33809,62901,,"17-02-2014"
500227,"JINDAL POLYF","B ","Q",145.5,146.9,140.05,141.05,141.05,142.7,536,17448,2503164,,"17-02-2014"
500228,"JSWSL       ","A ","Q",835,858,820,848.45,848.45,834.45,4786,104405,87719000,,"17-02-2014"
500231,"UMANG DAIR  ","B ","Q",29.5,31,29.5,30.15,30.85,30.55,236,12487,376534,,"17-02-2014"
500233,"KAJARIA CER.","B ","Q",326.9,326.9,308,310.15,310,318.25,734,12247,3847315,,"17-02-2014"
500235,"KALYANI STEL","B ","Q",53.2,53.4,52.3,52.9,52.8,52.7,247,8842,467822,,"17-02-2014"
500236,"KANEL OILEXP","T ","Q",14.5,15.36,14,15.33,15.34,14.71,445,43372,648659,,"17-02-2014"
500238,"WHIRLPOOL   ","B ","Q",180,186,177.25,185.25,184.85,181.55,782,12187,2233887,,"17-02-2014"
500239,"KG DENIM    ","B ","Q",14.5,14.5,13.05,13.1,13.2,13.15,96,10920,144935,,"17-02-2014"
500240,"KINETIC ENG.","B ","Q",36.05,37,35.4,35.55,35.55,36.7,45,1328,47902,,"17-02-2014"
500241,"KIRL.BROS.  ","B ","Q",143,143,143,143,143,142.9,2,2,286,,"17-02-2014"
500243,"KIRL INDUS  ","B ","Q",225.5,242,225.5,239.9,239.9,240,6,30,7202,,"17-02-2014"
500245,"KIRL.FERROUS","B ","Q",18.55,18.9,18.4,18.5,18.7,18.65,93,8264,153687,,"17-02-2014"
500246,"ENVAIN ELECT","B ","Q",12.55,12.55,12.55,12.55,12.55,13.21,1,1,12,,"17-02-2014"
500247,"KOTAK MAH.BK","A ","Q",648,653,640.35,651.25,651.25,645.7,1059,24273,15754466,,"17-02-2014"
500249,"KSB PUMPS   ","B ","Q",241,275,240,240.05,240.05,242.7,102,1865,449759,,"17-02-2014"
500250,"L.G.BALKRISH","B ","Q",309.05,316.95,308.25,314.3,314.95,313,143,1265,395917,,"17-02-2014"
500251,"TRENT LTD.  ","B ","Q",1032,1048,1012,1021.55,1023.3,1034.1,148,359,371391,,"17-02-2014"
500252,"LAKSHMI MACH","B ","Q",2671,2683.75,2635,2659.35,2650,2664.6,130,721,1911965,,"17-02-2014"
500253,"LIC HOUS.FIN","A ","Q",199.9,202.75,197.1,201.35,201.35,198.75,4919,150755,30187688,,"17-02-2014"
500254,"UTTAMVALUE  ","B ","Q",5.84,5.84,5.52,5.58,5.58,5.62,117,15812,88578,,"17-02-2014"
500255,"LML LTD.    ","B ","Q",5.29,5.44,5.13,5.38,5.36,5.13,298,31852,168452,,"17-02-2014"
500256,"LOK.HOUS&CON","T ","Q",11.26,11.6,11.13,11.24,11.25,11.22,256,19941,227311,,"17-02-2014"
500257,"LUPIN LTD.  ","A ","Q",901.35,917.4,900,914.65,914.65,901.25,1948,83061,75873929,,"17-02-2014"
500259,"LYKA LABS   ","B ","Q",10.65,10.8,10.15,10.7,10.7,10.39,325,8740,92634,,"17-02-2014"
500260,"RAMCOCEM    ","A ","Q",166,166.75,160.25,161.15,161.15,167.8,213,2946,480885,,"17-02-2014"
500264,"MAFATLAL IND","B ","Q",114,118,114,116.05,116.05,112.1,24,585,67825,,"17-02-2014"
500265,"MAH.SEAMLESS","B ","Q",159.4,159.4,156.1,157,157,155.85,33,607,95253,,"17-02-2014"
500266,"MAH.SCOOTER ","B ","Q",420,435,417.05,424.6,417.05,430.8,71,528,224889,,"17-02-2014"
500267,"MAJESTIC AUT","T ","Q",38.65,38.9,38.65,38.9,38.9,37.05,15,901,35022,,"17-02-2014"
500268,"MANALI PETRO","B ","Q",7.99,8,7.7,7.76,7.8,7.81,244,36821,286700,,"17-02-2014"
500271,"MAX INDIA   ","A ","Q",186,187,182.7,183.2,183.2,185.1,297,2627,484324,,"17-02-2014"
500277,"MID INDIA IN","T ","Q",0.31,0.31,0.31,0.31,0.31,0.3,1,100,31,,"17-02-2014"
500279,"MIRC ELECT  ","B ","Q",5.64,5.64,5.21,5.51,5.5,5.35,93,26591,145314,,"17-02-2014"
500280,"CENTURY ENKA","B ","Q",136,137.7,135.5,135.85,135.5,135.5,301,4639,632682,,"17-02-2014"
500285,"SPICEJET LTD","B ","Q",15,15.2,14.55,14.6,14.6,14.95,3166,1860047,27634399,,"17-02-2014"
500288,"MOREPEN LAB.","T ","Q",3.74,3.87,3.65,3.84,3.85,3.69,145,61972,235836,,"17-02-2014"
500290,"MRF LTD.    ","A ","Q",19003.7,19035.7,18770,18896.85,18875,18866.55,392,645,12184093,,"17-02-2014"
500292,"HEIDEL CEM  ","B ","Q",33.3,33.95,32.7,33.05,33.05,33.45,244,16509,547602,,"17-02-2014"
500294,"NCC         ","B ","Q",23.9,24.4,23.55,23.75,23.75,23.9,959,124756,2983661,,"17-02-2014"
500295,"SSLT        ","A ","Q",189.45,191.1,187.35,188.95,188.95,189.7,3460,672971,127234322,,"17-02-2014"
500296,"NAHAR SPG.  ","B ","Q",96.55,96.55,91.5,92.4,92.4,93.9,480,12012,1119652,,"17-02-2014"
500298,"NAT.PEROXIDE","B ","Q",412,416.9,406,407.05,406,411.3,121,926,381024,,"17-02-2014"
500300,"GRASIM IND. ","A ","Q",2466,2483.9,2455,2469.1,2474.8,2466.65,355,1675,4139225,,"17-02-2014"
500301,"NEPC INDIA  ","B ","Q",3.1,3.18,3.01,3.04,3.04,3.09,52,23897,73554,,"17-02-2014"
500302,"PEL         ","A ","Q",523.75,532.9,522,522.1,522,524.5,265,2837,1482234,,"17-02-2014"
500303,"ADI BIR NUVO","A ","Q",1083.9,1092.7,1072,1081.6,1081.6,1080.85,474,3290,3550076,,"17-02-2014"
500304,"NIIT LTD.   ","B ","Q",23.8,23.95,23.15,23.45,23.45,23.9,295,42949,1007817,,"17-02-2014"
500306,"JAYKAY      ","B ","Q",3.45,3.56,3.25,3.31,3.56,3.36,84,4085,13826,,"17-02-2014"
500307,"NIRLON      ","B ","Q",45.55,46.45,45.55,45.75,45.75,45.6,27,2233,102224,,"17-02-2014"
500310,"NOVAPAN IND.","T ","Q",34,34,34,34,34,34,5,331,11254,,"17-02-2014"
500312,"ONGC CORPN  ","A ","Q",276.25,279.9,272.9,277.25,277.25,275.8,2411,103855,28741496,,"17-02-2014"
500313,"OIL COUNTRY ","B ","Q",31.35,31.35,30,30.5,30.5,30.25,28,1782,53607,,"17-02-2014"
500314,"ORIENT HOTEL","B ","Q",16,16,14.41,15.99,16,15.99,38,5245,83655,,"17-02-2014"
500315,"ORINTAL BANK","A ","Q",165,165.6,161.65,163.1,163.1,164.15,1589,82448,13468569,,"17-02-2014"
500317,"OSWAL AGRO. ","B ","Q",11.5,12.55,11.5,11.82,11.82,12,225,16898,206052,,"17-02-2014"
500318,"OSWAL SPG(P)","T ","Q",2.09,2.09,1.91,2.04,2,2,42,2105,4259,,"17-02-2014"
500325,"RELIANCE    ","A ","Q",820.9,822.15,807.6,811.45,811.45,821.5,7385,174227,141738659,,"17-02-2014"
500327,"PEACOCK IND.","T ","Q",6.1,6.1,5.95,6.03,5.99,6.15,116,24970,150344,,"17-02-2014"
500329,"PENTAMED.G  ","T ","Q",0.91,0.98,0.9,0.97,0.98,0.94,176,71706,66983,,"17-02-2014"
500330,"RAYMOND     ","B ","Q",276.1,278.7,271.2,274.75,274.75,275.4,1156,30083,8256170,,"17-02-2014"
500331,"PIDILITE    ","A ","Q",275.45,279,274,274.7,274.7,274.05,376,8639,2384046,,"17-02-2014"
500333,"PIX TRANS   ","B ","Q",32.85,33.1,32.05,32.8,32.9,32.9,112,16425,542070,,"17-02-2014"
500335,"BIRLA CORPN.","B ","Q",227.5,234,226,228.55,226,231.2,210,1202,275420,,"17-02-2014"
500336,"SURYA ROSHNI","B ","Q",67.55,70.05,67,67.85,68.1,67.55,665,29555,2000782,,"17-02-2014"
500337,"PRIME SECUR.","B ","Q",3.3,3.31,3.04,3.04,3.04,3.16,4,3350,11030,,"17-02-2014"
500338,"PRISM CEMENT","B ","Q",22.8,23.45,22.8,23.2,23.25,22.85,87,5036,116267,,"17-02-2014"
500339,"RAIN        ","B ","Q",36.25,36.65,35.85,36.4,36.45,35.95,45,5787,209607,,"17-02-2014"
500343,"PUDUMJEE    ","B ","Q",10.3,10.3,9.9,10,10,10.4,15,1006,9977,,"17-02-2014"
500346,"PUN.COMMUNI.","B ","Q",91.8,92,85,86.8,86.8,88.6,251,8791,775141,,"17-02-2014"
500350,"RSWM  LTD   ","B ","Q",130.25,132.8,128.15,128.95,128.65,130.35,151,2187,283956,,"17-02-2014"
500354,"RAJSH.SUGAR ","B ","Q",19.45,19.5,19,19.05,19.05,18.8,40,1396,26635,,"17-02-2014"
500355,"RALLIS INDIA","B ","Q",158.6,160,156.15,157,157.95,158.1,190,3490,551704,,"17-02-2014"
500356,"RAMANEWS    ","T ","Q",8.29,8.3,8.24,8.3,8.3,8.3,16,540,4463,,"17-02-2014"
500358,"RAMA PETRO  ","B ","Q",3,3,3,3,3,3,4,1090,3270,,"17-02-2014"
500359,"RANBAXY LAB.","A ","Q",347,349.6,338.65,346.1,346.1,346.9,4755,208174,71993418,,"17-02-2014"
500360,"RAPICUT CARB","B ","Q",24.25,24.25,22.5,22.8,22.5,24.8,86,3235,74933,,"17-02-2014"
500365,"RMGALLOY    ","T ","Q",1.91,1.91,1.91,1.91,1.91,2,2,50,95,,"17-02-2014"
500366,"ROLTA (I)   ","B ","Q",68.75,69.15,67,67.35,67.35,68.85,1211,110952,7521413,,"17-02-2014"
500367,"RUBFILA INT.","B ","Q",16.8,17.25,16.8,16.9,16.9,17,32,988,16714,,"17-02-2014"
500368,"RUCHI SOYA  ","B ","Q",30.15,31,28.35,29.05,29.05,29.65,575,38534,1136191,,"17-02-2014"
500370,"SALORA INT. ","B ","Q",20,20,18.3,19.1,18.3,19.25,5,113,2240,,"17-02-2014"
500372,"SAMTEL COL  ","T ","Q",0.96,1.05,0.96,1.05,1.05,1,16,4818,4675,,"17-02-2014"
500378,"JINDAL SAW  ","B ","Q",50.1,50.7,49.45,50.1,50.1,49.6,564,51631,2585010,,"17-02-2014"
500380,"JK LAKSHMI  ","B ","Q",69,69.55,66.5,67.4,67.4,68.9,239,17139,1171286,,"17-02-2014"
500387,"SHREE CEMENT","A ","Q",4315.6,4315.6,4234,4274.35,4300,4251.35,39,47,200605,,"17-02-2014"
500390,"REL INFRA   ","A ","Q",361,362.9,351.55,357.25,357.25,358.45,4940,158805,56671775,,"17-02-2014"
500399,"STEELCO GUJ.","B ","Q",4.1,4.17,3.79,3.79,3.79,3.98,43,1742,6640,,"17-02-2014"
500400,"TATA POWER  ","A ","Q",74.4,77.65,74.4,77.4,77.4,73.85,6396,541050,41536481,,"17-02-2014"
500402,"SPMLINFRA   ","T ","Q",24.55,27.05,24.55,27.05,27.05,25.8,11,171,4208,,"17-02-2014"
500403,"SUNDARAM FAS","B ","Q",44.3,45,43,44.65,44.65,43.75,261,14663,643864,,"17-02-2014"
500404,"SUNFLAG IRON","B ","Q",20,20.65,20,20.3,20.25,19.7,144,18582,379354,,"17-02-2014"
500405,"SUPREME PETR","B ","Q",53.5,54.75,53,53.45,53.5,53.7,119,5856,312639,,"17-02-2014"
500407,"SWARAJ ENGIN","B ","Q",638,638,619.25,624.8,622,620.3,383,1247,780836,,"17-02-2014"
500408,"TATA ELXSI  ","B ","Q",445,466,445,454.55,454.55,445.3,28126,894506,409912875,,"17-02-2014"
500410,"ACC LTD     ","A ","Q",1002.15,1019,992.1,1012.65,1012.65,1010.45,1004,12501,12628901,,"17-02-2014"
500411,"THERMAX     ","A ","Q",630,647,630,643.55,646.7,622.85,282,4053,2583747,,"17-02-2014"
500412,"THIRUMALAI  ","B ","Q",89.05,90,89,89,89,89.55,157,2921,260568,,"17-02-2014"
500413,"THOMAS COOK ","B ","Q",75.4,75.45,72.6,72.85,72.85,75.1,1041,57486,4244669,,"17-02-2014"
500414,"TIMEX GROUP ","B ","Q",9.2,9.2,9.1,9.12,9.12,9.11,33,5350,48888,,"17-02-2014"
500420,"TORRENT PHAR","B ","Q",560,563.7,550.05,552.85,552.85,556.05,352,3706,2058252,,"17-02-2014"
500422,"TRANSCHEM   ","T ","Q",24.9,25,22.85,22.85,22.85,24,26,1317,32161,,"17-02-2014"
