SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1049.90,1062.00,1032.05,1038.40,1038.40,1041.10,1145,6573,6864511.00,
500003,AEGIS LOGIS ,B ,Q,286.80,304.95,283.00,300.60,303.65,284.60,3213,33901,9983987.00,
500008,AMAR RAJA BA,A ,Q,495.00,500.90,486.55,490.85,490.85,493.65,1201,10542,5175318.00,
500009,A.SARABHAI  ,T ,Q,4.28,4.32,4.01,4.19,4.10,4.12,38,4229,17685.00,
500010,HDFC        ,A ,Q,1066.85,1070.65,1046.50,1066.45,1066.45,1064.35,5586,81643,86217420.00,
500012,ANDHRA PETRO,B ,Q,9.00,9.11,8.71,8.85,8.85,9.00,154,26798,236988.00,
500013,ANSAL INFRAS,B ,Q,38.75,38.75,37.20,37.50,37.65,39.15,257,38714,1469940.00,
500014,APPLE FINANC,T ,Q,2.55,2.60,2.37,2.59,2.59,2.49,37,5323,12820.00,
500020,BOM DYEING  ,B ,Q,73.00,73.10,70.40,70.95,70.95,72.75,5283,366362,26194154.00,
500023,ASIANHOTNR  ,B ,Q,157.60,157.60,150.20,150.45,150.25,160.35,125,5450,833995.00,
500024,ASSAMCO     ,B ,Q,5.70,5.70,5.50,5.54,5.54,5.64,445,272578,1517899.00,
500027,ATUL LTD.   ,B ,Q,1229.00,1229.00,1151.00,1195.85,1195.85,1229.55,7637,40861,48678339.00,
500028,ATV PROJECTS,T ,Q,3.67,3.99,3.65,3.98,3.99,3.81,26,5005,18647.00,
500029,AUTOLITE(I) ,B ,Q,24.90,25.00,24.70,24.75,24.75,25.40,27,2625,65146.00,
500031,BAJAJ ELECT.,B ,Q,332.85,345.60,325.00,336.80,337.95,324.55,2173,22115,7478453.00,
500032,BAJAJHIND.LT,B ,Q,25.20,25.35,24.30,24.45,24.45,25.35,2284,380564,9391201.00,
500033,FORCE MOTR  ,B ,Q,543.00,557.00,536.00,539.10,539.10,531.95,4561,92211,50199438.00,
500034,BAJFINANCE  ,A ,Q,2274.85,2274.85,2211.30,2225.80,2222.05,2286.75,318,869,1942445.00,
500038,BALRAM.CHINI,B ,Q,75.00,76.50,73.00,73.40,73.40,76.05,943,53020,3937850.00,
500039,BANCO PROD. ,B ,Q,134.20,135.10,130.00,130.90,131.70,135.55,787,13978,1853479.00,
500040,CENTURY TEXT,A ,Q,600.00,608.20,585.50,592.50,592.50,600.25,8993,184798,110247215.00,
500041,BANNARI AMAN,B ,Q,958.10,975.00,923.10,975.00,975.00,955.55,56,542,513968.00,
500042,BASF INDIA  ,B ,Q,854.00,866.00,854.00,863.50,863.90,855.00,351,825,708625.00,
500043,BATA INDIA  ,A ,Q,1300.00,1300.65,1250.75,1258.30,1258.30,1293.15,1588,15085,19080512.00,
500046,BEST&CROMPT.,T ,Q,6.17,6.17,5.59,5.59,5.59,5.88,31,5866,33402.00,
500048,BEML LTD    ,T ,Q,630.00,630.00,605.00,611.70,611.70,635.45,901,10512,6429865.00,
500049,BHARAT ELECT,A ,Q,1810.00,1810.00,1735.00,1738.45,1738.45,1796.85,1399,5401,9497508.00,
500052,BHANSALI ENG,B ,Q,20.50,20.50,20.50,20.50,20.50,20.30,6,30,615.00,
500055,BHUSH STEEL ,A ,Q,394.50,397.00,392.70,394.90,394.90,394.70,1033,90096,35619615.00,
500057,ABCIL       ,B ,Q,210.00,214.20,198.50,201.15,202.00,202.70,270,2100,423289.00,
500058,BIHAR SPONGE,T ,Q,4.38,4.38,4.03,4.03,4.03,4.23,16,1650,6921.00,
500059,BINANI IND. ,B ,Q,113.50,114.80,109.00,109.90,109.90,114.65,674,16278,1822450.00,
500060,BIRLA ERIC. ,T ,Q,64.95,66.70,63.00,63.20,63.00,66.25,292,17010,1101757.00,
500067,BLUE STAR   ,B ,Q,290.00,300.60,285.70,295.65,295.65,292.20,1185,16631,4911569.00,
500068,DISA INDIA  ,B ,Q,3400.00,3400.00,3299.95,3300.00,3300.00,3417.45,40,377,1248980.00,
500069,BNK CAPITAL ,B ,Q,22.35,23.00,22.35,23.00,23.00,23.50,6,134,3052.00,
500074,BPL LTD.    ,B ,Q,17.20,17.55,16.45,17.20,17.20,16.75,153,9257,159348.00,
500078,CAMPH.& ALL ,B ,Q,295.00,297.45,283.00,285.25,285.00,290.05,149,11103,3208691.00,
500083,CENTURY EXT ,T ,Q,1.77,1.77,1.77,1.77,1.77,1.79,32,15830,28019.00,
500084,CESC LTD.   ,A ,Q,641.80,645.00,603.00,607.35,607.35,640.45,2796,29185,17983274.00,
500085,CHAMBAL FERT,B ,Q,56.25,56.75,55.80,56.05,56.05,55.90,617,41120,2314505.00,
500086,EXIDE IND.  ,A ,Q,159.95,164.65,159.95,161.25,161.25,159.75,6360,814990,131909368.00,
500087,CIPLA LTD.  ,A ,Q,445.00,446.00,438.00,439.75,439.50,444.70,2305,62194,27415049.00,
500089,DIC INDIA   ,B ,Q,470.00,485.90,466.60,469.20,468.00,472.10,475,2414,1134797.00,
500092,CRISIL LTD  ,A ,Q,1884.50,1884.50,1815.30,1827.95,1827.95,1876.80,633,1526,2788001.00,
500093,CROMPT.GREAV,A ,Q,193.80,197.25,189.55,190.90,190.90,192.95,9252,437276,84482828.00,
500095,WYETH LTD.  ,B ,Q,945.00,959.00,935.20,939.00,939.00,933.60,427,2406,2277810.00,
500096,DABUR (I)   ,A ,Q,199.00,200.45,193.00,198.05,198.05,199.35,6644,286137,56084649.00,
500097,DALMIASUG   ,B ,Q,23.20,23.20,22.25,22.25,22.25,23.40,95,7829,175607.00,
500101,ARVIND Ltd  ,B ,Q,220.00,220.00,206.50,211.05,211.05,218.40,9880,347565,73226774.00,
500102,BALARPUR IND,B ,Q,17.20,17.20,16.55,16.65,16.65,17.20,1322,427449,7198687.00,
500103,BHEL        ,A ,Q,227.00,230.65,225.95,229.50,229.50,226.85,8156,346717,79347948.00,
500104,HIND.PETRO  ,A ,Q,387.00,389.35,379.30,383.05,383.05,384.35,3979,86601,33269797.00,
500106,IFCI LTD    ,A ,Q,37.40,37.80,36.60,36.95,36.95,37.10,4130,1183236,43983749.00,
500108,MAHA.TELE   ,B ,Q,32.00,32.00,30.40,30.80,30.80,31.80,3143,513321,15972393.00,
500109,MRPL        ,A ,Q,65.00,66.45,65.00,65.90,65.90,66.05,961,58579,3862278.00,
500110,CHENNAI PET.,B ,Q,85.35,85.55,83.80,84.30,84.30,84.95,669,27085,2296381.00,
500111,REL.CAP.    ,A ,Q,592.00,594.00,575.00,579.25,579.25,588.80,21974,550963,321419549.00,
500112,STATE BANK  ,A ,Q,2509.90,2534.70,2476.55,2490.25,2490.25,2501.20,14936,163443,408746792.00,
500113,STEEL AUTH. ,A ,Q,89.90,89.90,86.05,86.95,86.95,87.45,4437,318781,27741201.00,
500114,TITAN       ,A ,Q,332.70,337.15,330.00,334.70,337.15,332.65,2020,70150,23371618.00,
500116,IDBI BANK L ,A ,Q,90.80,91.85,89.60,90.30,90.30,90.20,4966,309952,28137531.00,
500117,DCW LTD.    ,B ,Q,25.30,25.30,24.20,24.45,24.45,25.10,1326,229343,5629421.00,
500119,DHAMPUR SUGA,B ,Q,58.10,58.10,55.75,56.00,56.00,57.80,237,8936,502895.00,
500120,DIAMINES&CHM,B ,Q,36.00,38.70,36.00,37.45,37.80,35.95,137,12197,462563.00,
500123,ELANTAS     ,B ,Q,680.25,698.00,680.10,691.35,691.35,684.80,125,1515,1045462.00,
500124,DR.REDDY'S  ,A ,Q,2745.85,2788.15,2723.85,2766.70,2760.00,2745.85,2641,15298,42288495.00,
500125,E.I.D.PAR   ,B ,Q,196.50,196.65,190.60,191.70,191.35,195.85,743,12043,2321721.00,
500126,MERCK LTD   ,B ,Q,711.00,716.75,700.80,713.05,713.05,710.70,687,2214,1572087.00,
500128,ELEC.CASTING,B ,Q,29.40,29.85,29.05,29.30,29.35,29.90,715,87218,2561221.00,
500132,EMPEE SUGARS,T ,Q,5.41,5.44,5.41,5.41,5.41,5.69,33,17373,94037.00,
500133,ESAB INDIA  ,T ,Q,615.00,618.00,600.05,609.50,610.00,610.00,66,458,279002.00,
500134,ESSAR OIL   ,A ,Q,108.00,111.00,108.00,110.80,110.80,108.45,2737,245957,27013782.00,
500135,ESSEL PROP  ,B ,Q,110.00,112.25,104.00,110.40,110.40,111.10,1042,21354,2314150.00,
500136,ESTER INDUS.,T ,Q,21.05,21.95,20.75,21.00,21.00,21.50,115,32357,682272.00,
500139,FEDDER.LLYOD,B ,Q,78.55,78.55,76.20,76.45,76.45,77.85,471,12653,980741.00,
500141,FERRO ALLOYS,B ,Q,9.30,9.30,7.87,8.02,8.02,8.62,313,84155,687118.00,
500144,FINOL. CABLE,B ,Q,206.00,214.50,206.00,207.80,206.90,206.15,2773,82015,17262494.00,
500145,FIRST LEASIN,Z ,Q,13.50,13.50,12.75,12.85,12.85,13.30,67,8686,112808.00,
500147,CMI FPE     ,B ,Q,520.00,522.00,500.20,520.00,520.00,522.95,14,122,63203.00,
500148,UFLEX LTD   ,B ,Q,130.00,131.00,127.80,128.90,128.90,129.40,1320,48748,6298568.00,
500150,FOSECO INDIA,B ,Q,736.90,736.90,710.00,725.50,727.00,730.95,196,485,351120.00,
500151,GOLDEN TOB  ,B ,Q,21.35,22.80,21.35,22.50,22.50,21.85,33,2512,54783.00,
500153,GANESH BENZO,B ,Q,6.00,6.20,5.70,5.85,5.70,5.70,46,13493,81277.00,
500155,GARDEN SILK ,B ,Q,48.05,48.05,45.70,46.25,46.25,47.65,445,23967,1123466.00,
500159,METROGLOBL  ,B ,Q,55.00,55.25,52.00,54.90,54.90,51.65,26,164,8717.00,
500160,GTL LTD.    ,B ,Q,21.10,22.40,21.10,21.30,21.50,22.10,376,17166,371792.00,
500163,GODFREY PH  ,B ,Q,2672.00,2685.00,2660.75,2675.50,2675.00,2672.80,70,165,441543.00,
500164,GODREJ IND  ,A ,Q,339.10,340.50,332.00,335.05,335.05,340.00,1288,30550,10287414.00,
500165,KANSAI NERO ,B ,Q,1570.05,1594.90,1556.00,1569.75,1594.90,1576.60,359,948,1485366.00,
500166,GOODRICKE   ,B ,Q,172.20,176.00,171.00,175.05,175.00,171.45,360,7865,1366042.00,
500168,GOODYEAR (I),B ,Q,548.00,558.85,540.00,549.60,550.00,548.30,424,5781,3164470.00,
500170,GTN INDUS   ,T ,Q,13.99,13.99,13.21,13.21,13.21,13.51,5,68,937.00,
500171,GHCL LTD    ,B ,Q,58.70,58.70,55.40,55.70,55.70,57.00,1565,107169,6014572.00,
500173,GUJ.FLOURO  ,B ,Q,530.00,533.65,520.00,523.40,523.00,533.65,532,5060,2676818.00,
500174,GUJ.LEASE   ,T ,Q,2.64,2.64,2.64,2.64,2.64,2.77,6,1025,2706.00,
500179,HCL INFOSYS ,B ,Q,79.25,80.90,77.65,78.00,78.00,79.40,10383,726176,57321911.00,
500180,HDFC BANK   ,A ,Q,836.00,838.00,828.00,829.75,829.75,835.50,4211,171949,142799841.00,
500182,HEROMOTOCO  ,A ,Q,2600.00,2609.00,2503.85,2533.20,2533.20,2574.95,2341,14034,35974524.00,
500183,HIMACHAL FUT,B ,Q,15.30,15.35,14.55,14.65,14.65,15.30,2096,713112,10527355.00,
500184,HIMADRI CHEM,B ,Q,28.00,28.00,26.10,26.25,26.10,27.35,114,8291,221713.00,
500185,HIND.CONSTN.,B ,Q,37.70,38.15,36.50,36.75,36.75,37.65,2181,298623,11062372.00,
500186,HIND.OIL EXP,B ,Q,55.70,55.70,52.25,52.65,52.65,55.20,3924,261304,13981264.00,
500187,HSIL        ,T ,Q,249.00,250.00,240.00,243.35,241.30,242.75,164,11246,2769226.00,
500188,HINDUS.ZI   ,A ,Q,164.00,164.00,158.00,158.70,158.70,162.95,3112,173398,27800758.00,
500189,HINDUJA VENT,B ,Q,320.00,322.00,315.00,317.70,317.70,321.65,1270,14594,4637471.00,
500191,HMT LTD.    ,B ,Q,45.10,46.65,44.60,44.90,44.90,45.85,466,36962,1677993.00,
500192,PRAG BOSIMI ,T ,Q,3.40,3.60,3.38,3.60,3.60,3.55,8,825,2803.00,
500193,HOTEL LEELA.,B ,Q,25.00,25.50,24.50,24.90,24.90,24.90,703,89942,2249267.00,
500199,I.G.PETRO   ,T ,Q,60.10,62.20,59.60,60.50,61.00,62.60,75,13569,816368.00,
500201,IND.GLYCOLS ,B ,Q,129.00,129.90,124.10,125.10,125.10,128.25,847,18969,2392165.00,
500207,INDO RAMA   ,B ,Q,24.85,24.85,22.75,23.00,22.75,23.75,88,6773,156577.00,
500209,INFOSYS LTD ,A ,Q,3350.00,3386.00,3325.00,3366.40,3368.60,3352.35,3924,23535,79144602.00,
500210,INGERSOLL   ,B ,Q,565.00,580.00,550.60,563.90,564.00,560.80,488,4362,2467937.00,
500211,INSILCO LTD.,T ,Q,12.60,13.00,12.55,12.60,12.60,13.05,64,9760,124723.00,
500213,INTER.TRAVEL,B ,Q,230.25,231.00,225.10,226.40,225.75,230.25,92,919,208749.00,
500214,ION EXCHANGE,T ,Q,158.40,167.65,157.00,157.50,157.50,160.30,62,1328,211018.00,
500215,AGRO TECH FO,B ,Q,555.20,555.20,545.00,545.00,545.00,555.20,88,644,351333.00,
500219,JAIN IRRIG  ,A ,Q,102.50,102.90,100.00,101.40,101.40,101.70,6911,463838,47097179.00,
500220,JASCH INDUST,B ,Q,11.20,12.63,11.00,12.63,12.63,11.77,14,1036,11439.00,
500222,JCT ELECTRON,T ,Q,0.62,0.65,0.62,0.64,0.65,0.64,94,3141,2007.00,
500223,JCT LTD     ,T ,Q,2.60,2.72,2.60,2.69,2.69,2.70,87,131867,351003.00,
500227,JINDAL POLYF,B ,Q,262.00,267.50,259.00,260.10,260.10,260.05,2765,52566,13815478.00,
500228,JSWSL       ,A ,Q,1180.00,1196.00,1166.50,1191.75,1191.75,1178.45,4039,40120,47575132.00,
500231,UMANG DAIR  ,B ,Q,57.55,59.50,55.75,57.40,57.75,57.55,175,15527,885948.00,
500233,KAJARIA CER.,B ,Q,624.90,626.75,618.00,620.05,620.00,620.00,404,5486,3411158.00,
500234,KAKATIYA CEM,B ,Q,110.10,114.75,110.00,113.25,113.80,112.40,59,958,107086.00,
500235,KALYANI STEL,B ,Q,106.00,106.00,102.40,102.85,102.85,105.75,1529,60230,6245466.00,
500236,KANELIND    ,T ,Q,8.40,9.00,8.28,8.97,9.00,8.71,199,35938,304935.00,
500238,WHIRLPOOL   ,B ,Q,335.00,348.00,330.00,339.05,341.00,339.60,164,25202,8542792.00,
500239,KG DENIM    ,B ,Q,22.35,22.35,19.70,19.90,19.75,20.30,177,21747,442988.00,
500240,KINETIC ENG.,B ,Q,45.95,45.95,44.00,44.00,44.00,46.15,80,1881,84199.00,
500241,KIRL.BROS.  ,B ,Q,299.05,305.00,298.00,302.20,303.95,301.55,67,1949,585182.00,
500243,KIRL INDUS  ,B ,Q,375.00,382.00,365.50,370.00,370.00,377.00,55,1091,404879.00,
500245,KIRL.FERROUS,T ,Q,41.35,42.00,40.55,41.15,40.75,42.20,245,35101,1451339.00,
500246,ENVAIN ELECT,B ,Q,18.70,18.70,18.70,18.70,18.70,18.40,2,5,93.00,
500247,KOTAK MAH.BK,A ,Q,943.00,947.55,923.15,938.95,938.95,943.75,2797,41981,39121592.00,
500249,KSB PUMPS   ,B ,Q,530.00,543.75,527.85,534.75,534.75,537.85,381,1294,688702.00,
500250,L.G.BALKRISH,B ,Q,436.80,440.00,422.75,426.50,427.10,438.60,474,5369,2309666.00,
500251,TRENT LTD.  ,B ,Q,1230.00,1235.00,1218.05,1222.90,1226.00,1242.20,235,742,908204.00,
500252,LAKSHMI MACH,B ,Q,3804.00,3899.10,3776.00,3814.50,3814.50,3804.25,591,7156,27303515.00,
500253,LIC HOUS.FIN,A ,Q,293.90,296.80,288.10,290.50,290.50,296.35,7933,264646,77140492.00,
500254,UTTAMVALUE  ,B ,Q,8.19,8.19,8.00,8.06,8.06,8.07,142,28137,226634.00,
500255,LML LTD.    ,B ,Q,6.20,6.20,6.02,6.10,6.10,6.02,267,36201,220645.00,
500256,LOK.HOUS&CON,B ,Q,14.35,14.50,13.80,14.00,14.00,14.45,333,53976,763295.00,
500257,LUPIN LTD.  ,A ,Q,1125.50,1139.00,1110.70,1118.70,1114.25,1128.85,2870,26493,29666441.00,
500259,LYKA LABS   ,B ,Q,16.50,16.90,16.20,16.50,16.50,16.50,95,8415,138975.00,
500260,RAMCOCEM    ,A ,Q,282.00,282.05,274.05,280.60,278.05,282.45,2238,14897,4151061.00,
500264,MAFATLAL IND,B ,Q,152.50,157.50,152.50,155.05,155.20,155.55,70,2534,393161.00,
500265,MAH.SEAMLESS,B ,Q,310.05,311.55,308.75,310.80,310.00,310.30,103,2098,650036.00,
500266,MAH.SCOOTER ,B ,Q,685.10,705.00,685.00,695.20,695.20,695.00,239,1242,867680.00,
500267,MAJESTIC AUT,T ,Q,58.20,61.70,58.20,60.50,60.50,60.75,17,495,28883.00,
500268,MANALI PETRO,B ,Q,13.40,13.40,11.90,11.99,11.99,11.95,807,130409,1570388.00,
500271,MAX INDIA   ,A ,Q,320.05,322.60,314.05,315.10,315.10,320.60,1225,23141,7372319.00,
500277,MID INDIA IN,T ,Q,1.00,1.00,0.92,1.00,1.00,0.96,10,1425,1345.00,
500279,MIRC ELECT  ,B ,Q,7.44,7.44,7.15,7.44,7.44,7.09,253,156260,1162021.00,
500280,CENTURY ENKA,B ,Q,175.00,175.00,167.00,167.85,167.85,173.95,1272,31784,5391080.00,
500284,LORDS CHLORO,T ,Q,27.60,27.60,25.00,25.00,25.00,26.30,6,8,207.00,
500285,SPICEJET LTD,B ,Q,16.65,16.90,16.50,16.70,16.70,16.65,2827,1294954,21635395.00,
500288,MOREPEN LAB.,B ,Q,4.50,4.74,4.40,4.44,4.44,4.52,256,103397,465463.00,
500290,MRF LTD.    ,A ,Q,23731.90,23780.00,23500.00,23629.60,23550.00,23736.20,775,642,15177815.00,
500292,HEIDEL CEM  ,B ,Q,62.55,62.55,62.10,62.55,62.55,59.60,238,19479,1217926.00,
500294,NCC         ,B ,Q,70.25,71.00,68.70,69.00,69.00,69.60,1013,59792,4152815.00,
500295,SSLT        ,A ,Q,292.00,294.00,287.50,290.30,290.30,292.25,7389,544133,158072635.00,
500296,NAHAR SPG.  ,T ,Q,139.90,143.85,138.10,138.90,138.90,141.90,168,9606,1347923.00,
500298,NAT.PEROXIDE,B ,Q,594.95,600.00,576.25,590.70,592.95,593.00,94,1355,803065.00,
500300,GRASIM IND. ,A ,Q,3295.00,3333.00,3206.00,3213.00,3213.00,3287.80,1872,8343,27023202.00,
500301,NEPC INDIA  ,T ,Q,4.07,4.28,4.07,4.09,4.09,4.28,81,17362,72462.00,
500302,PEL         ,A ,Q,624.45,638.95,620.90,634.60,636.20,622.80,494,7639,4792295.00,
500303,ADI BIR NUVO,A ,Q,1385.90,1394.00,1365.00,1370.60,1367.00,1397.25,987,7354,10102518.00,
500304,NIIT LTD.   ,T ,Q,45.00,45.00,42.80,43.50,43.50,45.05,647,160223,6998166.00,
500306,JAYKAY      ,B ,Q,2.67,2.84,2.66,2.72,2.72,2.79,81,8827,24006.00,
500307,NIRLON      ,B ,Q,123.50,124.00,118.75,119.35,119.35,122.05,215,15858,1899934.00,
500310,NOVAPAN IND.,B ,Q,45.45,45.45,40.05,44.00,44.00,41.35,81,5013,221653.00,
500312,ONGC CORPN  ,A ,Q,401.25,403.40,391.65,395.25,395.25,400.90,9265,213148,84645528.00,
500313,OIL COUNTRY ,B ,Q,54.00,54.00,51.25,51.55,51.85,53.90,482,26351,1374286.00,
500314,ORIENT HOTEL,B ,Q,23.30,23.30,22.20,22.50,22.50,23.35,26,2565,57197.00,
500315,ORINTAL BANK,A ,Q,281.75,285.00,278.10,280.35,279.70,280.50,2771,83612,23506211.00,
500317,OSWAL AGRO. ,B ,Q,13.90,14.35,13.85,14.10,14.00,14.00,150,22125,312479.00,
500318,OSWAL SPG(P),T ,Q,2.05,2.05,2.05,2.05,2.05,2.15,86,92,188.00,
500322,PANYAM CEMEN,T ,Q,39.45,39.50,37.70,37.75,37.75,39.65,18,675,25975.00,
500325,RELIANCE    ,A ,Q,1023.80,1023.80,1002.25,1005.30,1005.30,1021.75,13159,252394,254381526.00,
500327,PEACOCK IND.,T ,Q,9.15,9.20,8.55,8.79,8.80,9.00,104,25388,221738.00,
500329,PENTAMED.G  ,B ,Q,0.91,0.94,0.87,0.90,0.90,0.90,535,44403,39561.00,
500330,RAYMOND     ,B ,Q,420.25,420.30,404.55,409.60,407.80,419.75,3531,57230,23540309.00,
500331,PIDILITE    ,A ,Q,366.00,370.00,360.75,364.55,364.55,369.45,788,12827,4672379.00,
500333,PIX TRANS   ,B ,Q,48.10,48.60,47.10,47.60,47.80,48.15,86,3315,158927.00,
500335,BIRLA CORPN.,B ,Q,390.00,399.45,382.10,385.75,382.10,383.60,143,1527,592972.00,
500336,SURYA ROSHNI,B ,Q,96.50,97.70,95.60,96.40,96.40,96.50,657,36250,3508100.00,
500337,PRIME SECUR.,T ,Q,6.00,6.20,6.00,6.20,6.20,6.20,6,350,2140.00,
500338,PRISM CEMENT,T ,Q,71.80,72.00,70.00,70.05,70.05,70.40,275,16372,1151656.00,
500339,RAIN        ,B ,Q,39.85,40.15,38.75,39.00,39.00,39.70,398,32150,1265676.00,
500343,PUDUMJEE    ,B ,Q,16.85,16.85,15.50,16.00,16.05,16.70,164,26086,416290.00,
500346,PUN.COMMUNI.,T ,Q,79.00,83.40,78.25,79.80,81.00,79.55,31,746,61099.00,
500350,RSWM  LTD   ,B ,Q,207.00,207.25,202.20,203.30,203.30,204.60,620,7194,1472661.00,
500354,RAJSH.SUGAR ,B ,Q,29.70,30.30,29.60,30.30,30.30,31.15,14,1220,36823.00,
500355,RALLIS INDIA,B ,Q,216.10,216.65,212.15,213.40,213.40,216.90,1564,28635,6147885.00,
500356,RAMANEWS    ,B ,Q,7.50,7.60,7.37,7.43,7.43,7.75,47,8402,62446.00,
500357,RAMA PAPER  ,T ,Q,6.88,6.88,6.88,6.88,6.88,6.56,6,455,3130.00,
500359,RANBAXY LAB.,A ,Q,583.00,592.00,578.25,590.00,590.00,582.80,5123,103182,60451448.00,
500360,RAPICUT CARB,B ,Q,46.95,46.95,42.55,43.10,42.55,42.60,38,2391,103294.00,
500365,RMGALLOY    ,B ,Q,4.12,4.53,4.11,4.50,4.50,4.32,22,615,2529.00,
500366,ROLTA (I)   ,B ,Q,107.95,107.95,104.80,105.65,105.65,107.00,2537,151723,16039877.00,
500367,RUBFILA INT.,B ,Q,31.00,31.50,29.60,30.00,30.00,29.20,237,19430,581515.00,
500368,RUCHI SOYA  ,B ,Q,41.80,41.80,40.55,40.65,40.65,41.40,346,17866,730539.00,
500370,SALORA INT. ,T ,Q,38.55,40.00,38.50,38.50,38.50,39.25,28,5000,196953.00,
500371,SAMTEL IND. ,T ,Q,4.70,4.70,4.70,4.70,4.70,4.52,2,5,23.00,
500372,SAMTEL COL  ,T ,Q,2.59,2.59,2.35,2.35,2.35,2.47,11,2000,4724.00,
500378,JINDAL SAW  ,B ,Q,81.05,83.20,79.00,80.00,80.00,80.75,3667,209484,16970621.00,
500380,JK LAKSHMI  ,B ,Q,228.10,248.10,227.80,245.85,245.85,220.55,9525,241421,58238718.00,
500387,SHREE CEMENT,A ,Q,7150.00,7240.00,7096.25,7228.30,7240.00,7117.40,553,515,3692645.00,
500388,SHREE KRISHN,T ,Q,8.25,8.25,8.25,8.25,8.25,8.26,2,1,8.00,
500390,REL INFRA   ,A ,Q,738.60,745.95,725.00,734.50,734.50,732.75,11786,248527,183080594.00,
500399,STEELCO GUJ.,B ,Q,4.60,4.95,4.60,4.95,4.95,4.74,39,7856,37707.00,
500400,TATA POWER  ,A ,Q,101.00,102.00,100.30,101.15,101.15,100.85,3741,288264,29111618.00,
500402,SPMLINFRA   ,T ,Q,69.75,71.00,69.75,71.00,71.00,73.40,10,200,14075.00,
500403,SUNDARAM FAS,B ,Q,107.20,108.20,104.00,104.55,104.55,108.50,281,8306,880857.00,
500404,SUNFLAG IRON,B ,Q,28.10,28.60,27.70,27.95,27.75,28.20,283,29360,824133.00,
500405,SUPREME PET*,B ,Q,77.05,80.15,76.00,76.40,76.40,76.75,823,22178,1731912.00,
500407,SWARAJ ENGIN,B ,Q,905.10,910.00,888.00,899.20,900.00,900.70,404,1065,956668.00,
500408,TATA ELXSI  ,B ,Q,615.00,616.60,601.00,604.25,604.25,613.55,5391,91319,55506832.00,
500410,ACC LTD     ,A ,Q,1439.00,1439.00,1394.00,1400.00,1400.00,1442.35,2645,26704,37574273.00,XD
500411,THERMAX     ,A ,Q,895.00,901.75,878.00,887.45,887.45,907.05,882,5003,4473660.00,
500412,THIRUMALAI  ,B ,Q,93.90,94.70,91.00,91.45,91.30,93.80,777,22301,2044006.00,
500413,THOMAS COOK ,B ,Q,118.00,120.00,115.50,116.15,116.15,114.40,1729,61957,7300752.00,
500414,TIMEX GROUP ,B ,Q,14.75,15.00,14.25,14.35,14.60,15.00,140,12665,183134.00,
500418,TOKYO PLAST ,B ,Q,19.70,20.10,17.50,18.70,18.70,18.35,26,1110,21340.00,
500420,TORRENT PHAR,B ,Q,700.95,727.95,698.00,722.00,722.00,698.50,1053,11324,8120869.00,
500422,TRANSCHEM   ,B ,Q,24.60,26.50,23.40,24.10,24.35,24.55,62,3863,93663.00,
500425,AMBUJA CEME ,A ,Q,211.90,212.00,205.10,205.95,205.95,212.25,4387,155969,32325148.00,
500429,UNIPHOS ENT.,B ,Q,27.20,27.60,26.45,27.40,27.40,27.20,33,3114,84779.00,
500439,VARD HOLDNG ,B ,Q,675.00,710.00,652.00,710.00,710.00,711.00,6,21,13980.00,
500440,HINDALCO    ,A ,Q,191.90,194.40,186.65,187.85,187.85,191.80,9210,757783,143652218.00,
500444,WEST COAST  ,B ,Q,59.90,59.90,56.60,57.70,57.70,59.15,1185,115432,6632891.00,
500449,HIND.ORG.CHM,B ,Q,17.85,17.85,16.55,17.00,17.00,17.20,50,3947,66609.00,
500456,PAS.ACRYLON ,B ,Q,5.16,5.18,4.90,5.08,5.08,4.74,59,14667,73541.00,
500458,PHIL CORPN. ,T ,Q,2.64,2.82,2.64,2.75,2.75,2.75,18,1100,2954.00,
500459,PROCTER &GAM,B ,Q,4554.00,4594.90,4530.00,4543.80,4550.00,4542.60,83,405,1838982.00,
500460,MUKAND LTD. ,B ,Q,35.50,36.00,34.75,35.10,34.75,35.25,105,9862,349995.00,
500463,AGCNET      ,B ,Q,65.00,65.00,63.05,63.30,63.30,64.75,35,2251,142528.00,
500464,UCAL FUEL   ,B ,Q,70.85,70.85,68.60,68.75,68.60,68.50,67,2621,181118.00,
500465,VARUN SHIP. ,B ,Q,9.00,9.20,8.82,8.90,8.87,9.05,113,11305,100777.00,
500467,HARR.MALAYAL,B ,Q,59.95,61.90,59.15,59.55,59.50,60.05,224,6990,422247.00,
500469,FEDERAL BANK,A ,Q,119.70,120.35,117.80,119.55,119.55,118.25,3975,183115,21858159.00,
500470,TATA STEEL  ,A ,Q,560.20,564.00,544.35,547.55,547.55,557.15,21193,523516,288698574.00,
500472,SKF INDIA   ,B ,Q,1111.00,1127.00,1106.00,1112.45,1115.00,1116.10,185,872,972024.00,
500477,ASHOK LEYL. ,A ,Q,34.05,34.50,32.50,32.75,32.75,33.30,7798,2026834,67336162.00,
500480,CUMMINS (I) ,A ,Q,642.00,643.00,632.00,634.80,636.15,641.65,377,3440,2191360.00,
500483,TATA COMM   ,A ,Q,373.40,373.40,365.00,367.75,367.10,373.35,1127,29595,10891318.00,
