SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
506803,FULFORD (I) ,B ,Q,1645.00,1684.90,1645.00,1682.30,1664.00,1604.95,398,3042,5080567.00,XD
506808,TUTICORIN.  ,T ,Q,5.45,5.72,5.25,5.72,5.72,5.45,8,301,1647.00,
506820,ASTRAZEN.PH.,B ,Q,1119.80,1122.00,1110.05,1118.55,1122.00,1111.25,209,615,687235.00,
506822,M.P.POLYPROP,T ,Q,22.00,22.20,20.10,20.40,20.40,21.15,119,217456,4456430.00,
506852,PUN.ALKALI  ,B ,Q,21.00,21.50,21.00,21.40,21.40,21.45,16,1350,28850.00,
506854,TANFAC IND. ,T ,Q,13.75,13.77,13.50,13.77,13.77,13.12,26,5081,69938.00,
506863,SWADESHI IND,B ,Q,52.50,52.50,47.10,47.50,47.50,49.70,2077,606397,29106289.00,
506874,SHREEJAL    ,T ,Q,1.27,1.27,1.27,1.27,1.27,1.21,4,140,177.00,
506879,GUJ.THEMIS. ,T ,Q,18.00,18.00,17.00,18.00,18.00,17.65,19,1950,34682.00,
506894,CHEMFAB ALK ,B ,Q,92.00,92.00,87.20,88.10,88.00,93.50,171,5527,493304.00,
506919,MAKERS LAB. ,B ,Q,28.10,28.70,27.80,28.55,28.55,29.25,50,4550,127375.00,
506938,KAPPAC PHAR.,B ,Q,220.00,230.50,220.00,229.00,229.00,219.65,288,116755,26651712.00,
506943,J.B.CHEMICAL,B ,Q,176.40,180.85,173.30,175.25,175.25,176.10,2213,44111,7782889.00,
506971,BB REALTY   ,T ,Q,12.73,12.73,12.73,12.73,12.73,13.39,2,1,12.00,
506981,BL.CHIP TEX ,B ,Q,18.90,18.90,18.05,18.65,18.05,18.75,7,499,9301.00,
506985,TWILITAKA PH,T ,Q,5.14,5.45,5.14,5.14,5.14,5.41,41,5631,28943.00,
506991,NOBLE EXPLO.,T ,Q,4.42,4.42,4.26,4.40,4.42,4.34,115,44675,196027.00,
507155,JAGATJIT IND,T ,Q,51.80,51.80,51.80,51.80,51.80,49.90,3,500,25900.00,
507180,KESAR ENT.  ,T ,Q,35.50,35.50,35.20,35.20,35.20,37.05,5,150,5283.00,
507205,TILAKNAG IND,B ,Q,50.15,50.50,48.80,49.20,49.20,50.50,739,80192,3979385.00,
507260,OUDH SUGAR  ,B ,Q,24.30,24.30,23.75,23.90,23.75,25.90,6,80,1911.00,
507300,RAVALGAON   ,T ,Q,4581.00,4581.00,4581.00,4581.00,4581.00,4675.85,2,1,4581.00,
507315,SAKTHI SUGAR,B ,Q,21.25,21.80,20.30,20.70,20.60,21.20,77,5185,107446.00,
507410,WALCHANDNGR ,B ,Q,99.50,102.75,97.10,98.85,98.25,97.90,1295,45129,4501409.00,
507435,KHOD.INDIA  ,T ,Q,63.00,63.00,61.15,61.80,61.50,62.50,31,1281,79919.00,
507438,IFB AGRO    ,T ,Q,232.60,240.00,230.20,233.75,234.70,234.90,38,1786,420204.00,
507442,DHARANI SUG ,T ,Q,29.60,29.60,29.60,29.60,29.60,29.85,4,700,20720.00,
507446,SIMBH.SUGAR ,T ,Q,20.35,20.35,18.45,19.20,19.20,19.40,19,1505,27897.00,
507450,THIRU A.SUG.,T ,Q,71.00,72.00,71.00,72.00,72.00,72.00,8,4,287.00,
507458,UNITED BREWE,B ,Q,43.05,43.05,41.15,41.60,41.60,42.55,1254,98217,4101141.00,
507474,KOTHARI FERM,T ,Q,9.36,9.36,8.48,8.48,8.48,8.92,16,5905,50628.00,
507486,CAPROLA.CHEM,T ,Q,7.60,7.60,7.60,7.60,7.60,7.45,2,1,7.00,
507488,G.M.BREWERI ,B ,Q,116.50,118.10,114.50,114.95,115.00,115.85,208,2613,302192.00,
507490,RANA SUGARS ,T ,Q,4.00,4.02,3.75,3.96,3.96,3.91,150,56209,218118.00,
507498,PICCADILY SU,T ,Q,5.50,5.67,5.50,5.67,5.67,5.40,25,4966,28054.00,
507508,RIGA SUGAR  ,T ,Q,14.30,15.15,14.30,15.15,15.15,14.80,4,27,387.00,
507514,SOM DISTILL.,B ,Q,215.25,220.15,209.00,215.20,212.00,214.65,773,27205,5826268.00,
507522,MOUNTT SHIV.,B ,Q,22.70,22.70,22.70,22.70,22.70,23.10,3,100,2270.00,
507525,AMRIT CORP  ,B ,Q,458.00,458.00,458.00,458.00,458.00,459.00,4,51,23358.00,
507526,ASSO.ALCOHOL,B ,Q,25.50,27.40,25.50,27.40,27.40,26.75,4,201,5127.00,
507528,EASTERN SUG.,T ,Q,2.31,2.32,2.30,2.32,2.32,2.21,65,93508,216726.00,
507580,IVP LIMITED ,B ,Q,58.45,58.45,53.30,56.20,56.20,56.15,57,1441,79270.00,
507598,KLRF LTD    ,T ,Q,25.70,27.70,25.70,27.00,27.00,26.50,18,729,19561.00,
507621,MILKFOOD    ,B ,Q,140.00,142.00,138.00,138.65,140.85,142.75,32,1111,156078.00,
507649,RASOI LTD.  ,B ,Q,385.25,410.00,385.25,410.00,410.00,401.10,12,192,76344.00,
507652,RATNAMANI   ,B ,Q,8.39,8.39,8.00,8.20,8.20,8.00,24,49000,400141.00,
507663,SAGAR SOYA  ,T ,Q,9.54,9.54,9.54,9.54,9.54,10.04,2,200,1908.00,
507685,WIPRO LTD.  ,A ,Q,553.00,558.75,545.40,555.10,555.10,550.35,6632,150867,83511045.00,
507690,ORIENT BEVER,B ,Q,23.45,23.45,23.45,23.45,23.45,24.65,6,120,2814.00,
507717,DHAN AGRI   ,B ,Q,469.00,469.00,437.55,439.35,439.35,448.30,520,6685,2968470.00,
507747,TTK HEALTHCA,B ,Q,629.70,634.75,623.95,626.90,630.00,631.20,164,981,616295.00,
507753,SREE.RAY.ALK,B ,Q,9.85,10.17,9.54,9.99,9.99,9.83,115,52687,524903.00,
507759,LIME CHEM.  ,T ,Q,9.84,10.38,9.84,10.35,10.35,9.89,13,651,6718.00,
507779,KANPUR PLAST,B ,Q,38.70,38.70,37.60,37.65,37.65,37.35,23,2329,88647.00,
507789,JAGSON PHAR ,B ,Q,24.45,24.45,24.45,24.45,24.45,23.30,54,5468,133692.00,
507794,KHAITAN CHEM,B ,Q,10.25,10.25,9.40,9.71,9.71,9.86,37,2319,22805.00,
507813,NATI. OXYGEN,B ,Q,46.85,47.30,41.35,44.60,44.60,43.00,88,6264,278362.00,
507815,GILLETTE (I),B ,Q,2299.00,2330.00,2266.00,2319.25,2319.25,2286.60,572,3318,7655436.00,
507817,WIRES FABRIK,B ,Q,143.00,143.00,130.15,130.15,130.15,136.95,24,129,16843.00,
507828,ANSAL HOUS. ,B ,Q,30.20,30.40,29.30,29.45,29.35,30.45,256,18516,552547.00,
507836,MAC CHARLES ,T ,Q,103.50,108.00,103.50,105.00,105.00,105.00,17,180,18755.00,
507864,PION INVEST ,B ,Q,14.00,15.00,14.00,14.10,14.10,14.30,26,3411,47960.00,
507872,ASHNOOR TEX.,T ,Q,3.43,3.43,3.43,3.43,3.43,3.61,5,60,205.00,
507878,UNITECH LTD ,A ,Q,26.95,26.95,25.70,25.90,25.90,26.45,10305,3682528,96172272.00,
507880,VIP INDUS.  ,B ,Q,117.70,121.30,112.25,113.35,113.35,115.75,15015,822714,97171697.00,
507886,DHRUV ESTATE,T ,Q,16.10,16.10,16.09,16.09,16.09,15.37,4,23,370.00,
507892,WINSOMEDJ   ,B ,Q,1.95,1.99,1.85,1.85,1.85,1.94,317,188221,350721.00,
507894,SCHABLONA (I,B ,Q,24.50,24.50,24.10,24.10,24.10,24.05,20,6281,153727.00,
507910,FIBERWB IN  ,T ,Q,8.97,8.97,8.13,8.13,8.13,8.55,4,310,2772.00,
507912,LKP FIN     ,B ,Q,62.95,62.95,60.00,62.20,62.20,62.00,22,2700,164749.00,
507944,BAJAJ STEEL ,B ,Q,221.00,221.00,212.20,219.95,219.95,225.05,23,655,143789.00,
507960,GUJ.HOTELS  ,B ,Q,170.00,170.00,170.00,170.00,170.00,170.05,2,20,3400.00,
507970,PARA. COSMET,T ,Q,20.50,20.50,20.50,20.50,20.50,20.50,8,238,4879.00,
507981,JINDAL HOTL ,B ,Q,33.00,35.80,30.30,32.35,35.20,32.70,50,2032,65614.00,
507998,SIMMONDS-MAR,B ,Q,29.70,29.95,27.80,29.00,28.80,28.80,70,6361,185470.00,
508136,BB REALTY   ,B ,Q,196.90,196.90,168.00,169.95,169.95,170.65,62,1030,176325.00,
508306,LEDO TEA CO ,B ,Q,95.00,99.00,95.00,99.00,99.00,95.65,6,27,2569.00,
508486,HAWKINS COOK,T ,Q,3006.15,3130.00,3000.05,3096.85,3100.00,3035.85,142,1463,4498663.00,
508494,WARREN TEA  ,B ,Q,185.80,186.00,185.00,186.00,186.00,180.45,12,114,21095.00,
508571,COCHIN MALA ,T ,Q,100.00,100.00,100.00,100.00,100.00,105.00,6,125,12500.00,
508664,BEST E.HOTEL,B ,Q,40.55,40.55,40.55,40.55,40.55,41.35,4,400,16220.00,
508807,IST LTD.    ,T ,Q,340.00,346.00,340.00,345.00,345.00,338.00,29,535,184373.00,
508814,COSMO FILMS ,B ,Q,83.40,83.40,80.15,81.05,80.50,82.30,381,9362,763305.00,
508860,DIAMANT     ,B ,Q,2.22,2.22,2.22,2.22,2.22,2.33,2,2000,4440.00,
508869,APOLLO HOSP.,A ,Q,1035.00,1043.00,1020.00,1022.40,1020.00,1031.70,733,4322,4447253.00,
508906,EVEREST INDS,T ,Q,256.00,256.00,243.25,247.20,248.00,254.20,132,4393,1094429.00,
508918,GREYCELLS   ,T ,Q,22.55,22.55,21.75,22.55,22.55,22.15,8,305,6797.00,
508922,MSR INDIA   ,T ,Q,37.30,37.30,33.90,37.20,37.20,35.65,86,6166,213575.00,
508933,WELSPUN SYNT,T ,Q,17.00,17.20,16.65,16.65,16.65,17.20,39,4600,77580.00,
508941,PANASON CAR ,B ,Q,177.75,177.75,170.00,171.50,171.00,174.00,64,596,102908.00,
508961,SHRICON IND.,T ,Q,65.10,65.10,65.10,65.10,65.10,68.50,2,25,1627.00,
508969,SULABH ENG. ,B ,Q,241.00,242.15,241.00,242.00,242.00,242.00,66,46115,11155839.00,
508976,SPANCO      ,Z ,Q,7.15,7.15,7.14,7.14,7.14,7.51,16,3417,24407.00,
508989,NAVNETEDUL  ,B ,Q,81.95,82.00,79.00,80.10,80.10,83.15,571,27186,2189068.00,XD
508996,SATPROP LTD ,B ,Q,7.58,7.77,7.57,7.57,7.77,7.90,16,516,3908.00,
508998,STERL INTER ,B ,Q,14.50,14.60,13.30,13.95,14.05,13.95,184,80010,1123906.00,
509009,AUSOM ENT   ,T ,Q,12.33,12.33,12.30,12.30,12.30,11.75,4,1000,12315.00,
509015,THAKRAL SER ,B ,Q,12.09,12.09,12.09,12.09,12.09,11.52,2,200,2418.00,
509020,RUCHI INFRA.,T ,Q,14.25,14.25,13.85,13.90,13.85,14.30,24,3830,53368.00,
509024,GOLD.LEG.LEA,T ,Q,74.40,74.40,74.40,74.40,74.40,70.90,2,6,446.00,
509040,NETLINK SOLU,T ,Q,1.00,1.00,1.00,1.00,1.00,1.00,11,9500,9500.00,
509048,LANCOR HOLDS,T ,Q,47.00,48.50,46.25,47.70,47.70,47.40,34,3713,175489.00,
509051,INDIAN INFO.,B ,Q,4.85,5.05,4.80,4.83,4.85,4.79,634,948447,4582524.00,
509053,BANAS FIN.  ,B ,Q,30.35,31.20,30.05,30.50,30.50,31.45,525,269243,8219213.00,
509055,VISAKA IND. ,T ,Q,123.00,125.90,121.10,122.55,123.85,123.65,209,15561,1923579.00,
509069,INFOMEDIA   ,T ,Q,3.85,3.86,3.52,3.52,3.52,3.70,53,21832,77804.00,
509077,PRESSMN     ,B ,Q,22.00,23.30,21.45,22.70,23.00,22.00,52,7552,170944.00,
509079,GUFIC BIO SC,B ,Q,11.50,11.50,10.40,10.68,10.50,10.83,106,8260,87436.00,
509130,DUNLOP INDIA,T ,Q,10.48,10.60,10.03,10.20,10.18,10.48,79,10631,108535.00,
509148,GOVIND RUBB.,B ,Q,20.25,20.25,19.50,19.50,19.50,20.50,85,12111,239010.00,
509152,GRPLTD      ,B ,Q,1300.00,1300.00,1275.00,1300.00,1300.00,1305.00,25,92,118470.00,
509162,INDAG RUBBER,B ,Q,435.35,459.00,435.20,440.00,440.00,451.90,40,423,188025.00,
509220,PTL LTD     ,T ,Q,48.00,48.00,44.20,44.20,44.20,46.50,33,1624,74446.00,
509243,TVS SRICHAKR,T ,Q,647.00,650.00,635.00,641.60,648.90,646.90,41,337,216865.00,
509438,BENARES HOT ,T ,Q,1230.00,1231.00,1180.00,1205.00,1205.00,1230.00,33,131,156814.00,
509472,CRAVATEX    ,B ,Q,472.00,472.00,468.35,472.00,472.00,493.00,30,427,200140.00,
509480,BERGE PAINT ,A ,Q,302.70,306.80,295.00,297.75,297.75,300.50,1450,26555,8028936.00,
509486,CAPRIHANS   ,B ,Q,47.40,47.40,46.00,46.10,46.00,47.05,51,2695,125708.00,
509488,GRAPHITE IN.,B ,Q,110.00,110.30,107.60,108.15,108.15,110.55,414,13246,1439182.00,
509496,ITDCEM      ,T ,Q,355.00,368.00,355.00,364.50,365.00,359.95,89,6751,2459070.00,
509499,CENTRON IND ,T ,Q,25.95,25.95,25.95,25.95,25.95,26.45,16,4990,129490.00,
509525,EMPIRE IND. ,B ,Q,775.00,775.00,765.10,770.95,768.90,770.20,136,17902,13786076.00,
509527,FALCON TYRES,T ,Q,20.00,20.00,18.45,18.45,18.45,19.40,41,1997,37061.00,
509546,GRAVISS HOSP,B ,Q,18.80,19.80,18.75,19.80,19.80,19.70,8,761,14285.00,
509550,GAMMON INDIA,B ,Q,28.55,28.95,27.05,27.40,28.00,28.45,1317,581087,15950304.00,
509557,GARWARE WALL,B ,Q,123.55,123.55,117.80,121.40,121.40,120.00,316,6906,836517.00,
509563,GARWA.MARINE,T ,Q,34.70,34.70,34.70,34.70,34.70,34.05,8,123,4268.00,
509567,GOA CARBON  ,B ,Q,93.00,97.30,89.00,93.90,93.90,92.30,2059,58116,5501068.00,
509597,HARDCASTLE  ,B ,Q,303.00,303.00,302.80,302.80,302.80,302.00,6,31,9392.00,
509627,HIND.DORR   ,T ,Q,14.50,14.90,14.50,14.90,14.75,14.75,78,8324,122060.00,
509631,HEG LIMITED ,B ,Q,266.50,269.00,259.25,260.25,260.80,262.45,374,6275,1662043.00,
509635,HIND.COMPOSI,B ,Q,569.00,569.00,541.00,568.95,568.95,545.80,8,43,24242.00,
509675,HIL         ,T ,Q,537.00,544.00,515.00,527.95,527.95,534.80,135,4164,2188075.00,
509692,IND.CARD    ,B ,Q,125.75,126.05,125.75,126.05,126.05,128.60,4,70,8817.00,
509709,INT.CONVEYOR,B ,Q,19.00,19.75,17.95,18.00,17.95,18.85,42,8317,155723.00,
509715,JAYSHRE TEA ,B ,Q,91.95,94.20,90.15,92.65,93.00,92.45,362,8648,802704.00,
509760,MODERN SHARE,B ,Q,18.15,18.15,18.15,18.15,18.15,17.35,2,4,72.00,
509820,PAPER PROD  ,B ,Q,155.95,176.50,151.30,166.45,166.45,155.90,7028,172212,28853723.00,
509839,PUN.WOOLCOMB,B ,Q,2.75,2.75,2.75,2.75,2.75,2.83,2,1000,2750.00,
509874,SHALIMAR PAI,B ,Q,90.10,91.80,86.45,87.55,87.50,90.95,326,8589,761009.00,
509895,HIND MILLS  ,B ,Q,555.00,555.00,495.00,497.05,497.05,505.25,20,46,23425.00,
509930,SUPREM IND  ,B ,Q,598.00,605.00,580.35,597.70,599.95,598.15,692,4061,2406779.00,
509966,VST INDUS.  ,B ,Q,1575.00,1575.00,1538.10,1544.90,1544.90,1634.95,515,65013,100679240.00,XD
509992,UB ENGG.    ,T ,Q,14.90,15.00,14.90,15.00,15.00,15.65,18,710,10625.00,
510245,SWASTI VINAY,B ,Q,2.28,2.28,2.08,2.11,2.08,2.18,47,63500,136771.00,
511016,PREMIER CAP.,T ,Q,300.00,300.00,295.80,296.50,296.50,295.80,55,62360,18469060.00,
511024,SUBWAY FIN. ,T ,Q,1.18,1.18,1.18,1.18,1.18,1.16,2,5,5.00,
511034,JINDAL DRILL,B ,Q,264.30,264.30,251.05,252.20,252.00,262.25,450,6542,1670039.00,
511064,THYROCARE LA,T ,Q,85.20,85.20,85.20,85.20,85.20,83.55,2,1,85.00,
511066,SAKTHI FIN. ,B ,Q,14.65,14.65,14.00,14.33,14.33,14.79,72,15350,216590.00,
511072,DEWAN H.FIN.,B ,Q,365.90,365.90,351.60,362.35,362.35,360.90,3763,53987,19407979.00,
511076,SAT IND LTD ,T ,Q,2.60,2.60,2.60,2.60,2.60,2.53,2,10,26.00,
511082,MAAJTL      ,T ,Q,99.55,100.40,99.55,100.30,100.30,100.45,1509,116347,11642601.00,
511092,JMD TELEFILM,B ,Q,7.03,7.03,6.40,7.01,7.01,6.70,6,114,751.00,
511108,SHIVA TEXYAM,T ,Q,33.85,34.35,33.40,34.35,34.35,34.95,12,180,6079.00,
511110,V.B.DESAI   ,B ,Q,10.83,10.83,10.83,10.83,10.83,11.40,2,10,108.00,
511116,QUADRANT    ,T ,Q,3.44,3.51,3.41,3.41,3.41,3.58,31,6985,24095.00,
511131,KAMAN HSG   ,B ,Q,22.00,22.30,20.05,21.65,22.00,21.90,263,37062,771217.00,
511138,KOTHARIFIN  ,T ,Q,59.75,60.85,59.75,60.85,60.85,59.80,4,38,2290.00,
511144,ASYAINFO    ,B ,Q,14.25,14.25,14.25,14.25,14.25,14.34,6,1500,21375.00,
511147,WALL ST.FIN.,T ,Q,14.50,14.77,14.50,14.77,14.77,14.07,4,150,2188.00,
511196,CANFIN HOMES,B ,Q,408.80,420.45,381.00,396.55,396.55,410.10,1795,21526,8560307.00,
511208,IL & FS INVE,B ,Q,27.00,27.10,26.10,27.00,27.00,26.85,829,215257,5746837.00,
511218,SHRIRAM TRAN,A ,Q,900.20,916.00,895.00,906.65,906.65,885.50,2041,14833,13463456.00,
511243,CHOLAFIN    ,B ,Q,414.05,425.00,388.25,395.00,395.90,409.85,357,6388,2610543.00,
511246,WHITE LION A,T ,Q,0.73,0.73,0.73,0.73,0.73,0.72,2,10,7.00,
511272,CFL CAPITAL ,T ,Q,2.36,2.36,2.15,2.23,2.25,2.25,40,63020,141068.00,
511288,GRUH FINANCE,B ,Q,209.90,212.35,206.50,209.65,209.65,210.10,1348,29820,6224265.00,
511333,VLS FINANCE ,T ,Q,20.95,22.00,20.95,21.45,21.45,21.75,67,10692,230000.00,
511355,IND CEM CAP ,T ,Q,3.70,3.71,3.70,3.71,3.71,3.71,13,4796,17773.00,
511357,KAILASH AUTO,B ,Q,36.00,36.45,35.00,35.40,35.00,35.35,399,2092757,74182619.00,
511359,AD-MANUM FIN,B ,Q,24.65,28.65,24.65,28.35,28.65,26.70,15,10211,262370.00,
511369,FIRST FIN.  ,T ,Q,9.70,9.70,9.22,9.40,9.40,9.70,31,13446,126193.00,
511389,VIDEOCON IND,A ,Q,171.00,171.75,168.00,168.55,168.55,170.30,2397,52786,8956474.00,
511391,INTER GLOB F,T ,Q,12.72,12.72,12.72,12.72,12.72,12.12,2,10,127.00,
511393,DFLINFRA    ,B ,Q,3.80,3.80,3.80,3.80,3.80,3.80,6,187,710.00,
511411,SHRISTINFRA ,T ,Q,134.00,134.00,130.00,131.90,130.00,135.00,18,202,26860.00,
511413,SHARYANS RES,B ,Q,52.00,55.50,50.65,55.00,55.00,53.20,38,3428,186771.00,
511421,PINEANIM    ,B ,Q,84.40,84.60,83.90,84.50,84.60,84.15,256,323336,27296553.00,
511427,ATN INTER.  ,T ,Q,0.46,0.49,0.46,0.46,0.46,0.47,23,4472,2058.00,
511431,VAKRANGEE   ,B ,Q,138.75,139.00,136.40,137.60,137.60,138.30,1854,1086509,149550992.00,
511433,INSTAF      ,T ,Q,10.00,10.00,10.00,10.00,10.00,10.19,4,10,100.00,
511441,GUJ.CREDIT  ,T ,Q,28.55,30.45,28.55,28.60,28.60,30.05,24,755,21742.00,
511473,IND.BANK MER,T ,Q,5.74,5.74,5.32,5.58,5.58,5.60,20,1406,7688.00,
511493,VCK CAPITAL ,T ,Q,1.51,1.57,1.51,1.51,1.51,1.54,34,5900,8963.00,
511501,BHARAT BHUSH,B ,Q,11.49,11.49,11.49,11.49,11.49,12.09,4,151,1734.00,
511503,SECEARTH    ,B ,Q,13.50,13.70,11.40,12.75,12.00,13.65,471,269261,3560518.00,
511505,CAPITAL TRUS,B ,Q,25.00,26.35,25.00,26.35,26.35,25.75,8,240,6026.00,
511523,VEERHEALTH  ,T ,Q,3.77,3.77,3.42,3.50,3.55,3.60,45,15681,54051.00,
511525,PAN INDIA C ,T ,Q,0.45,0.45,0.42,0.45,0.45,0.44,86,5240,2238.00,
511533,SAHARA HOUSG,B ,Q,66.80,66.80,62.55,62.60,62.60,64.50,26,319,20037.00,
511551,NETWORTH STK,B ,Q,28.70,28.70,28.70,28.70,28.70,27.35,53,18221,522942.00,
511557,PRO FIN CAP.,T ,Q,164.70,164.70,164.70,164.70,164.70,157.00,13,1100,181170.00,
511559,TIMES GUARAN,B ,Q,24.70,24.70,24.70,24.70,24.70,26.00,2,50,1235.00,
511585,REGENCY TRUS,T ,Q,9.90,9.90,9.90,9.90,9.90,9.92,2,50,495.00,
511589,AVONMORE    ,T ,Q,21.85,21.85,21.85,21.85,21.85,23.00,4,250,5462.00,
511593,LIBORD INFO.,T ,Q,8.00,8.00,7.90,7.93,7.90,7.95,26,2200,17465.00,
511601,YASH MANAGE.,T ,Q,8.92,8.92,8.11,8.11,8.11,8.50,4,300,2595.00,
511605,ARIHANT CAP.,B ,Q,19.40,19.40,18.00,18.00,18.00,18.50,11,495,8997.00,
511607,BIR SHL EDU ,T ,Q,4.45,4.70,4.45,4.56,4.50,4.56,49,9274,41398.00,
511609,ISL CONSULT ,B ,Q,13.25,14.00,13.25,13.70,14.00,13.81,24,3100,41969.00,
511611,DCM FINANCIA,T ,Q,1.05,1.05,1.05,1.05,1.05,1.10,6,520,546.00,
511618,JIK INDUS.  ,T ,Q,0.87,0.87,0.87,0.87,0.87,0.91,23,13000,11310.00,
511626,R R FINANCE.,B ,Q,9.56,9.56,9.56,9.56,9.56,10.10,2,200,1912.00,
511644,OMEGA INTERA,B ,Q,29.00,29.00,29.00,29.00,29.00,30.40,2,50,1450.00,
511652,GEMOIL      ,B ,Q,6.37,6.40,6.11,6.19,6.19,6.10,91,30930,191173.00,
511658,NETTLINX LTD,T ,Q,16.75,17.58,16.75,17.58,17.58,16.75,32,10356,179978.00,
511660,PREMIUM CAP ,T ,Q,2.85,2.85,2.85,2.85,2.85,2.72,2,5,14.00,
511664,BGIL FL TEC ,T ,Q,2.58,2.58,2.58,2.58,2.58,2.71,2,100,258.00,
511668,FACT ENTERP ,Z ,Q,0.69,0.69,0.69,0.69,0.69,0.66,2,10,6.00,
511676,GIC HOUSING ,B ,Q,164.70,165.45,162.50,163.70,163.80,165.50,1068,15041,2459635.00,
511682,IFL PRMOTER ,B ,Q,3.61,3.62,3.28,3.28,3.28,3.45,103,35720,123229.00,
511688,MATHEW EASOW,B ,Q,108.00,108.00,108.00,108.00,108.00,120.00,2,5,540.00,
511690,WARNER MULTI,T ,Q,1.88,2.06,1.88,1.88,1.88,1.97,18,1300,2445.00,
511692,AJCON GLOBAL,B ,Q,14.85,15.00,14.00,14.20,14.20,14.25,46,14429,208972.00,
511706,ACTION FIN. ,T ,Q,9.95,9.95,9.95,9.95,9.95,9.50,4,830,8258.00,
511710,CUBICAL FIN.,B ,Q,16.70,18.50,16.70,18.05,18.05,18.50,180,380508,7034548.00,
511716,ESCORT FINAN,T ,Q,3.70,3.80,3.70,3.80,3.80,3.89,4,275,1025.00,
511720,CAPMAN FIN. ,T ,Q,8.75,8.75,8.75,8.75,8.75,8.35,2,5,43.00,
511724,BAID LEASING,B ,Q,22.20,22.20,22.10,22.10,22.10,23.00,6,20,442.00,
511726,VIPUL LTD   ,T ,Q,23.70,23.70,22.16,22.28,22.98,23.32,170,27214,614532.00,
511728,KZ LEAS FIN.,B ,Q,3.40,3.41,3.40,3.40,3.40,3.57,9,14544,49459.00,
511734,PASUPATI FIN,T ,Q,5.94,5.94,5.94,5.94,5.94,6.06,2,1,5.00,
511736,USHDEV INTNL,B ,Q,295.00,303.50,284.00,302.35,303.50,294.10,32,5405,1633435.00,
511754,SHALIB.FINAN,B ,Q,33.70,33.70,27.50,29.75,30.45,28.10,162,16879,475934.00,
511756,ABIRAMI FIN.,T ,Q,8.45,8.45,8.45,8.45,8.45,8.62,4,3000,25350.00,
511764,UPASANA FIN.,T ,Q,9.60,9.60,9.60,9.60,9.60,9.15,3,100,960.00,
511766,MUTHOOT CAP ,B ,Q,165.00,175.00,165.00,171.85,175.00,170.95,313,8314,1417223.00,
511768,MASTER TRUST,T ,Q,52.30,52.40,52.30,52.30,52.30,55.00,18,1199,62737.00,
512017,EXDON TRAD.N,T ,Q,63.20,63.20,63.20,63.20,63.20,62.00,2,3,189.00,
512018,CNI RES LTD ,T ,Q,3.84,3.84,3.84,3.84,3.84,3.77,38,21881,84023.00,
512047,ROYAL IND   ,B ,Q,5.00,5.05,4.55,4.56,4.56,5.00,110,108097,501698.00,
512048,SMIL        ,B ,Q,1.30,1.46,1.30,1.46,1.46,1.37,4,2150,2835.00,
512067,VISHJYOTI TR,T ,Q,30.60,30.60,29.90,29.90,29.90,30.60,18,10002,299061.00,
512068,DECCANGOLD  ,B ,Q,22.00,22.20,21.10,21.45,21.50,21.90,119,11668,250285.00,
512070,UPL         ,A ,Q,315.00,321.00,309.05,310.80,310.80,314.40,14268,356560,112638597.00,
512075,SUCHAK TRAD ,B ,Q,52.65,52.65,52.65,52.65,52.65,51.65,2,1,52.00,
512093,CRANES SOFTW,B ,Q,3.32,3.65,3.15,3.55,3.45,3.32,218,62100,211137.00,
512105,SHREENATH   ,T ,Q,10.92,10.92,9.88,9.88,9.88,10.40,11,35210,347926.00,
512113,KELVINFIN   ,T ,Q,600.00,611.00,555.05,609.25,609.00,584.25,92,25975,15516750.00,
512129,JAYANT MERC.,B ,Q,2.94,2.94,2.94,2.94,2.94,2.89,10,1027,3019.00,
512131,SIGNET IND  ,B ,Q,293.20,293.90,289.30,289.40,289.50,293.20,53,2512,732773.00,
512135,ENSA STEEL  ,B ,Q,6.15,6.15,6.15,6.15,6.15,6.47,2,5,30.00,
512149,ADVANCE TECH,T ,Q,0.18,0.19,0.17,0.19,0.19,0.18,215,1045868,195390.00,
512161,8KMILES     ,B ,Q,171.95,174.95,171.00,173.00,173.00,167.50,26,3850,662832.00,
512175,VAMA INDS   ,T ,Q,11.46,11.80,10.94,11.50,11.40,11.46,41,6990,80735.00,
512179,SUNTECK REAL,B ,Q,342.00,345.50,336.00,339.95,339.95,341.75,471,17864,6064132.00,
512191,MISHKAFIN   ,T ,Q,55.00,55.10,55.00,55.05,55.00,54.95,108,86000,4733000.00,
512199,COREEDUTEC  ,B ,Q,14.25,14.65,14.00,14.05,14.05,14.35,282,39439,562866.00,
512207,EFFTXT      ,T ,Q,100.50,100.80,100.50,100.80,100.80,100.80,66,14000,1409450.00,
512217,PRISM MEDI  ,T ,Q,21.20,21.35,20.45,20.60,20.60,20.70,160,26741,561619.00,
512219,FINAVENT    ,B ,Q,5.40,5.40,5.40,5.40,5.40,5.68,4,4,21.00,
512237,JAI CORP LTD,B ,Q,102.35,102.35,96.10,96.55,96.55,101.60,8231,517102,50760458.00,
512247,ASHIRWAD CAP,B ,Q,2.55,2.64,2.45,2.62,2.62,2.68,40,2964,7584.00,
512253,MEUSEKARA   ,B ,Q,11.87,11.87,9.61,9.87,9.90,10.30,28,955,9338.00,
