"SC_CODE","SC_NAME","SC_GROUP","SC_TYPE","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","NO_TRADES","NO_OF_SHRS","NET_TURNOV","TDCLOINDI","DATE"
507260,"OUDH SUGAR  ","B ","Q",16.7,16.7,15,15.45,15.45,16.2,8,351,5414,,"14-02-2014"
507300,"RAVALGAON   ","T ","Q",3470,3470,3470,3470,3470,3575,2,2,6940,,"14-02-2014"
507315,"SAKTHI SUGAR","B ","Q",13.95,14.3,13.95,14.12,14.19,14.1,58,6338,89830,,"14-02-2014"
507410,"WALCHANDNGR ","B ","Q",54.75,55.9,53.8,54.75,54.75,54.35,354,17843,978414,,"14-02-2014"
507435,"KHOD.INDIA  ","T ","Q",56.6,58,56.1,58,58,58.1,28,1450,83090,,"14-02-2014"
507438,"IFB AGRO    ","B ","Q",176,199,176,192.9,192.9,196.15,52,203,39202,,"14-02-2014"
507442,"DHARANI SUG ","B ","Q",16.95,17.7,16,16.25,16.25,17,86,2314,38098,,"14-02-2014"
507446,"SIMBH.SUGAR ","B ","Q",12.25,12.25,11.32,11.67,11.89,11.65,38,650,7577,,"14-02-2014"
507450,"THIRU A.SUG.","T ","Q",66,66,66,66,66,66,2,2,132,,"14-02-2014"
507458,"UNITED BREWE","B ","Q",25.1,25.25,24.05,24.8,24.8,25,771,61817,1522184,,"14-02-2014"
507474,"KOTHARI FERM","B ","Q",8.33,8.33,7.55,7.55,7.55,7.94,3,7,57,,"14-02-2014"
507488,"G.M.BREWERI ","B ","Q",95.4,97.9,93.5,96.45,97.5,93.3,279,7097,681073,,"14-02-2014"
507490,"RANA SUGARS ","B ","Q",2.2,2.21,2.15,2.15,2.15,2.23,35,18419,39986,,"14-02-2014"
507498,"PICCADILY SU","T ","Q",4.4,4.4,4.4,4.4,4.4,4.6,1,16,70,,"14-02-2014"
507508,"RIGA SUGAR  ","T ","Q",15.7,16.4,15.7,16.4,16.4,15.75,3,12,189,,"14-02-2014"
507514,"SOM DISTILL.","B ","Q",280,289.9,266,275.5,276.9,272.25,910,55181,15245091,,"14-02-2014"
507522,"MOUNTT SHIV.","B ","Q",20,20,20,20,20,20,2,2,40,,"14-02-2014"
507525,"AMRIT CORP  ","B ","Q",342,342,342,342,342,357,1,1,342,,"14-02-2014"
507526,"ASSO.ALCOHOL","B ","Q",17.9,17.9,17.9,17.9,17.9,17.1,1,1,17,,"14-02-2014"
507528,"EASTERN SUG.","B ","Q",1.74,2.06,1.74,2.05,2.04,1.88,597,769628,1561779,,"14-02-2014"
507552,"FOODS & INNS","T ","Q",140.5,140.5,140.5,140.5,140.5,133.85,2,50,7025,,"14-02-2014"
507580,"IVP LIMITED ","B ","Q",37,37.25,37,37,37,37.05,6,1355,50160,,"14-02-2014"
507598,"KLRF LTD    ","B ","Q",23.45,24,22.3,24,24,23.45,57,530,12062,,"14-02-2014"
507645,"POLSON LTD. ","T ","Q",2559.95,2560,2520,2560,2560,2515,16,24,61349,,"14-02-2014"
507652,"RATNAMANI   ","T ","Q",6.48,6.48,6.48,6.48,6.48,6.48,1,25,162,,"14-02-2014"
507685,"WIPRO LTD.  ","A ","Q",562.5,566.4,553.05,564,564,555.65,2365,69587,38915790,,"14-02-2014"
507690,"ORIENT BEVER","B ","Q",15.2,15.6,15.2,15.6,15.6,15.2,2,166,2587,,"14-02-2014"
507717,"DHAN AGRI   ","B ","Q",186.05,191.7,186.05,189.05,189.1,188.5,419,7962,1505798,,"14-02-2014"
507747,"TTK HEALTHCA","B ","Q",467.4,467.75,457,461.9,458,470.15,170,1788,825963,,"14-02-2014"
507753,"SREE.RAY.ALK","B ","Q",6.61,6.88,6.61,6.67,6.65,6.71,23,2987,19960,,"14-02-2014"
507759,"LIME CHEM.  ","T ","Q",6.23,6.23,6.23,6.23,6.23,6.55,9,3300,20559,,"14-02-2014"
507779,"KANPUR PLAST","B ","Q",25.25,25.25,25.25,25.25,25.25,24.05,6,2255,56938,,"14-02-2014"
507785,"TAINWALA CH.","B ","Q",18.6,19.9,18.1,19.9,19.9,19,15,1990,36261,,"14-02-2014"
507789,"JAGSON PHAR ","B ","Q",9.25,10.6,9.25,10.31,10.4,10.14,76,5396,56225,,"14-02-2014"
507794,"KHAITAN CHEM","B ","Q",7.99,7.99,6.91,6.92,7,7.24,34,1316,9209,,"14-02-2014"
507813,"NATI. OXYGEN","T ","Q",41.35,42.6,41.35,42.6,42.6,43.5,4,6,250,,"14-02-2014"
507815,"GILLETTE (I)","B ","Q",2002.3,2011.45,1955.6,1967.6,1974,2010.35,261,599,1185845,,"14-02-2014"
507817,"WIRES FABRIK","B ","Q",45.3,45.3,45.3,45.3,45.3,46,1,100,4530,,"14-02-2014"
507828,"ANSAL HOUS. ","B ","Q",16.3,17.35,16,16.5,16.5,16,30,2120,35012,,"14-02-2014"
507833,"COMPUTER PNT","B ","Q",0.92,0.92,0.92,0.92,0.92,0.88,1,5000,4600,,"14-02-2014"
507836,"MAC CHARLES ","T ","Q",84.5,85.9,82.55,82.6,82.55,84.5,31,729,61461,,"14-02-2014"
507864,"PION INVEST ","T ","Q",9.16,9.17,8.32,8.34,8.32,8.74,73,7171,62493,,"14-02-2014"
507870,"LLOYDS FIN. ","T ","Q",0.46,0.46,0.46,0.46,0.46,0.44,1,300,138,,"14-02-2014"
507878,"UNITECH LTD ","A ","Q",12.74,12.84,12.52,12.66,12.66,12.58,3990,3117140,39507557,,"14-02-2014"
507880,"VIP INDUS.  ","B ","Q",58.7,59.2,57.6,58.05,58.05,58.8,823,85361,4969903,"XD","14-02-2014"
507892,"WINSOMEDJ   ","B ","Q",6.77,7.1,6.77,6.99,6.98,7,54,3605,25221,,"14-02-2014"
507944,"BAJAJ STEEL ","B ","Q",160.35,160.35,150.3,160.35,160.35,152.75,673,39717,6308218,,"14-02-2014"
507960,"GUJ.HOTELS  ","B ","Q",138.95,138.95,135.95,135.95,136,136.45,13,90,12297,,"14-02-2014"
507966,"RAS RESORTS ","T ","Q",41.9,41.9,41.9,41.9,41.9,41.15,1,1,41,,"14-02-2014"
507968,"JOLLY PLAST.","T ","Q",94.4,94.4,94.4,94.4,94.4,96.3,1,100,9440,,"14-02-2014"
507970,"PARA. COSMET","T ","Q",18.6,18.6,16.9,16.9,16.9,17.75,3,51,946,,"14-02-2014"
507981,"JINDAL HOTL ","B ","Q",23.75,24.75,23.7,23.7,23.7,23.75,27,554,13456,,"14-02-2014"
507998,"SIMMONDS-MAR","B ","Q",20.5,20.5,20,20,20,20.8,15,2001,40520,,"14-02-2014"
508136,"BB REALTY   ","B ","Q",113.95,113.95,106.65,107.9,108,110.85,57,1328,144594,,"14-02-2014"
508306,"LEDO TEA CO ","B ","Q",89.9,89.9,86.1,89.85,89.85,87,4,11,962,,"14-02-2014"
508486,"HAWKINS COOK","B ","Q",1922.2,1922.2,1870,1875.85,1875,1900.3,245,812,1531378,,"14-02-2014"
508494,"WARREN TEA  ","T ","Q",275,275,273.6,273.6,273.6,287.95,30,397,108652,,"14-02-2014"
508807,"IST LTD.    ","T ","Q",191.5,200,191,191,191,201,4,255,48826,,"14-02-2014"
508814,"COSMO FILMS ","B ","Q",50.5,51.4,50.3,51.4,51.4,50.6,57,3091,156869,,"14-02-2014"
508869,"APOLLO HOSP.","A ","Q",935,935.75,905,912.45,912.45,931.1,726,6656,6109130,,"14-02-2014"
508905,"SMIFS CAPITA","B ","Q",31.95,31.95,31.95,31.95,31.95,30.45,2,101,3226,,"14-02-2014"
508906,"EVEREST INDS","B ","Q",147.9,147.9,140.3,140.5,140.3,143.65,130,3896,552707,,"14-02-2014"
508922,"MSR INDIA   ","T ","Q",27,27.8,25.9,27.75,27.8,26.55,100,8960,245333,,"14-02-2014"
508933,"WELSPUN SYNT","B ","Q",8.59,8.59,8.59,8.59,8.59,8.19,16,1750,15032,,"14-02-2014"
508939,"BLUE CIRCLE ","T ","Q",12.15,12.15,11.9,11.93,11.9,12.02,63,218490,2654399,,"14-02-2014"
508941,"PANASON CAR ","B ","Q",129.25,131,129.15,130.25,130.75,132,41,415,53988,,"14-02-2014"
508961,"SHRICON IND.","T ","Q",58.75,58.75,58.75,58.75,58.75,58.9,1,1,58,,"14-02-2014"
508969,"SULABH ENG. ","B ","Q",204.5,204.6,200,203.8,204.25,204.35,239,56640,11533173,,"14-02-2014"
508976,"SPANCO      ","B ","Q",7.4,7.42,7,7.22,7.22,7.07,43,9290,68221,,"14-02-2014"
508982,"LINKSON I   ","T ","Q",122.95,123.05,122,123.05,123.05,117.2,43,4926,604950,,"14-02-2014"
508989,"NAVNETEDUL  ","B ","Q",53.55,54.3,53.25,53.5,53.25,54.1,107,2867,153839,,"14-02-2014"
508996,"SATPROP LTD ","B ","Q",4.15,5.11,4.15,5,5,4.56,150,11733,56658,,"14-02-2014"
508998,"STERL INTER ","T ","Q",8,8.1,7.64,7.9,7.9,7.99,76,23351,186556,,"14-02-2014"
509020,"RUCHI INFRA.","B ","Q",12.65,13.45,12.5,12.6,12.9,13.43,10,605,7636,,"14-02-2014"
509040,"NETLINK SOLU","B ","Q",0.67,0.73,0.67,0.73,0.73,0.7,2,60,43,,"14-02-2014"
509048,"LANCOR HOLDS","B ","Q",35.3,35.3,32,32,32,33.65,26,1750,59304,,"14-02-2014"
509051,"INDIAN INFO.","B ","Q",10.25,10.45,10.05,10.05,10.05,10.25,81,581662,5845946,,"14-02-2014"
509053,"BANAS FIN.  ","T ","Q",34,34,33.05,33.5,33.5,32.5,39,3550,118824,,"14-02-2014"
509055,"VISAKA IND. ","B ","Q",69,70.55,69,69.25,69.25,70,269,514,35727,,"14-02-2014"
509069,"INFOMEDIA   ","T ","Q",2.15,2.32,2.1,2.32,2.32,2.21,18,3460,7579,,"14-02-2014"
509073,"HATHWAY BHAW","T ","Q",11.52,11.52,10.5,10.5,10.5,10.99,2,110,1165,,"14-02-2014"
509077,"PRESSMN     ","T ","Q",21.55,22,21.4,21.9,21.9,22.5,96,14981,327398,,"14-02-2014"
509079,"GUFIC BIO SC","B ","Q",5.05,5.15,4.9,5.07,5.07,5.07,26,4531,22828,,"14-02-2014"
509130,"DUNLOP INDIA","T ","Q",5.72,6.19,5.71,5.8,5.8,6,28,3495,20317,,"14-02-2014"
509148,"GOVIND RUBB.","B ","Q",14.25,14.9,14.1,14.15,14.15,14.75,163,9928,141133,,"14-02-2014"
509152,"GRPLTD      ","B ","Q",985.2,1000,985.2,997.4,999.95,999.95,52,262,261063,"XD","14-02-2014"
509162,"INDAG RUBBER","T ","Q",239.95,240,226.1,233.6,233.6,237.95,33,251,58662,,"14-02-2014"
509220,"PTL LTD     ","T ","Q",24.65,24.65,22.7,22.8,22.7,23.8,27,1522,34718,,"14-02-2014"
509243,"TVS SRICHAKR","B ","Q",259.5,260,252,256.6,258,259.55,224,2606,668418,,"14-02-2014"
509438,"BENARES HOT ","T ","Q",557.1,557.1,557.1,557.1,557.1,557,1,1,557,,"14-02-2014"
509472,"CRAVATEX    ","B ","Q",195,195,195,195,195,195,12,5695,1110525,,"14-02-2014"
509480,"BERGE PAINT ","A ","Q",206.5,212,206,209.5,209.5,205.85,366,5299,1107026,,"14-02-2014"
509486,"CAPRIHANS   ","B ","Q",33,33.95,32.6,32.7,32.65,34.3,45,1518,50010,,"14-02-2014"
509488,"GRAPHITE IN.","B ","Q",80,80.95,80,80,80,80,114,7107,569170,,"14-02-2014"
509496,"ITDCEM      ","B ","Q",136.1,136.55,135.55,136,136,137.2,7,120,16316,,"14-02-2014"
509499,"CENTRON IND ","T ","Q",32,33.45,32,33.45,33.45,31.9,799,727462,24197912,,"14-02-2014"
509525,"EMPIRE IND. ","B ","Q",461.5,496.4,461.5,485,485,460,14,24,11594,,"14-02-2014"
509527,"FALCON TYRES","T ","Q",14.45,15.13,14.45,14.45,14.45,14.45,3,300,4403,,"14-02-2014"
509550,"GAMMON INDIA","B ","Q",13.01,13.69,12.4,12.62,12.62,12.86,482,66666,877867,,"14-02-2014"
509557,"GARWARE WALL","B ","Q",55.05,55.15,55,55,55,55.5,36,7528,414180,,"14-02-2014"
509563,"GARWA.MARINE","B ","Q",8.48,8.48,8.48,8.48,8.48,8.08,11,17774,150723,,"14-02-2014"
509567,"GOA CARBON  ","B ","Q",60.85,61.95,60.2,60.35,60.4,60.95,138,4493,272453,,"14-02-2014"
509597,"HARDCASTLE  ","T ","Q",299.9,299.9,299.9,299.9,299.9,300,2,2,599,,"14-02-2014"
509627,"HIND.DORR   ","T ","Q",8.95,9,8.75,8.94,8.94,9,91,8541,75633,,"14-02-2014"
509631,"HEG LIMITED ","B ","Q",203,203.5,194,195.65,194,199.75,385,3669,723309,,"14-02-2014"
509635,"HIND.COMPOSI","B ","Q",438,440,432,440,440,440,90,114,49667,,"14-02-2014"
509675,"HIL         ","B ","Q",242.55,244.7,238,239.75,238.75,242.55,181,1998,481812,,"14-02-2014"
509692,"IND.CARD    ","B ","Q",81.25,84,81.25,83.95,84,85.5,42,450,36992,,"14-02-2014"
509715,"JAYSHRE TEA ","B ","Q",81,82.25,80.85,82,82,81.7,195,10725,876999,,"14-02-2014"
509762,"MAPRO IND.  ","T ","Q",31.2,31.2,31.2,31.2,31.2,30.6,1,1,31,,"14-02-2014"
509820,"PAPER PROD  ","B ","Q",77.4,78.9,76.75,78.25,78.25,75.25,368,17654,1373719,,"14-02-2014"
509839,"PUN.WOOLCOMB","B ","Q",1.41,1.42,1.41,1.42,1.42,1.41,3,215,304,,"14-02-2014"
509874,"SHALIMAR PAI","T ","Q",72.25,72.4,68.25,68.85,68.85,69.15,116,2939,205191,,"14-02-2014"
509895,"HIND MILLS  ","B ","Q",352.55,354.05,352.55,354,354,358,12,53,18740,,"14-02-2014"
509930,"SUPREM IND  ","B ","Q",427.75,433.45,422,429.2,426.05,424.55,287,1448,622171,,"14-02-2014"
509945,"THACKER     ","T ","Q",613.3,613.3,613.3,613.3,613.3,601.3,1,1,613,,"14-02-2014"
509960,"U.P.HOTELS  ","T ","Q",299.35,299.35,299.35,299.35,299.35,285.1,2,100,29935,,"14-02-2014"
509966,"VST INDUS.  ","B ","Q",1603.95,1664.95,1587.5,1600.6,1600,1598,71,121,194375,,"14-02-2014"
509992,"UB ENGG.    ","T ","Q",10.44,10.44,9.61,9.61,9.61,9.95,58,5622,56662,,"14-02-2014"
510245,"SWASTI VINAY","B ","Q",1.35,1.69,1.35,1.55,1.55,1.51,17,1516,2442,,"14-02-2014"
511034,"JINDAL DRILL","B ","Q",170,174,169.2,169.6,169.5,170.5,63,932,158778,,"14-02-2014"
511072,"DEWAN H.FIN.","B ","Q",207.5,208,199.1,206,206,205.9,1962,65096,13318192,,"14-02-2014"
511076,"SAT IND LTD ","T ","Q",1.87,1.9,1.79,1.79,1.79,1.82,68,14025,26129,,"14-02-2014"
511082,"MAAJTL      ","T ","Q",53.75,53.75,53.75,53.75,53.75,52.7,1,25,1343,,"14-02-2014"
511092,"JMD TELEFILM","T ","Q",7.5,7.5,6.8,6.8,6.8,7.15,22,1370,9470,,"14-02-2014"
511108,"SHIVA TEXYAM","B ","Q",24.25,25,24.25,25,25,25.2,3,625,15531,,"14-02-2014"
511110,"V.B.DESAI   ","B ","Q",9.82,9.82,9.5,9.5,9.5,9.36,3,2100,20590,,"14-02-2014"
511114,"VALUEMAR    ","B ","Q",11.39,11.39,11.39,11.39,11.39,11.62,1,1,11,,"14-02-2014"
511116,"QUADRANT    ","T ","Q",3.2,3.2,3.19,3.19,3.19,3.35,21,20054,64072,,"14-02-2014"
511122,"FIRST CUSTO.","T ","Q",11.25,11.25,11.25,11.25,11.25,11.75,1,100,1125,,"14-02-2014"
511131,"KAMAN HSG   ","B ","Q",27.6,28,26.5,26.5,26.5,26.65,18,1100,29887,,"14-02-2014"
511138,"KOTHARIFIN  ","T ","Q",41.4,42.5,41.1,41.5,41.5,41.5,66,40200,1676840,,"14-02-2014"
511144,"ASYAINFO    ","B ","Q",9,9.05,9,9,9,9,16,9751,87937,,"14-02-2014"
511196,"CANFIN HOMES","B ","Q",175.15,178.65,174.55,177.85,177,177.15,80,2329,408776,,"14-02-2014"
511208,"IL & FS INVE","B ","Q",12.65,12.65,12.46,12.5,12.5,12.6,60,17053,213538,,"14-02-2014"
511218,"SHRIRAM TRAN","A ","Q",578,578.65,551,556,556,576.1,1620,22430,12559057,,"14-02-2014"
511243,"CHOLAFIN    ","B ","Q",243,244,234.15,235.55,235.55,238.1,647,1488,355046,,"14-02-2014"
511272,"CFL CAPITAL ","T ","Q",3.98,3.98,3.97,3.97,3.97,3.8,9,14,55,,"14-02-2014"
511276,"MEFCOM AGRO ","T ","Q",6.3,6.3,6.3,6.3,6.3,6.1,1,1,6,,"14-02-2014"
511288,"GRUH FINANCE","B ","Q",261.95,264.55,259.5,261.75,261.1,261.85,188,2675,699709,,"14-02-2014"
511306,"PAL CREDIT  ","T ","Q",1.43,1.43,1.43,1.43,1.43,1.5,1,200,286,,"14-02-2014"
511333,"VLS FINANCE ","T ","Q",12.07,12.68,12.07,12.42,12.67,12.08,17,1135,13896,,"14-02-2014"
511357,"KAILASH AUTO","B ","Q",37.3,38,37,37.75,37.75,38,645,2176293,82144005,,"14-02-2014"
511369,"FIRST FIN.  ","B ","Q",8.45,8.45,8,8.2,8.28,8.05,106,939807,7614579,,"14-02-2014"
511389,"VIDEOCON IND","A ","Q",166.3,169,164.45,165.05,165.05,165.1,1177,35558,5924381,,"14-02-2014"
511411,"SHRISTINFRA ","T ","Q",52.7,52.7,52.7,52.7,52.7,52.55,3,100,5270,,"14-02-2014"
511413,"SHARYANS RES","T ","Q",39.9,40.3,37.95,40.3,40.3,39.9,10,1489,59068,,"14-02-2014"
511421,"PINEANIM    ","T ","Q",93.1,93.35,93.1,93.3,93.35,93.9,1515,350000,32621750,,"14-02-2014"
511427,"ATN INTER.  ","T ","Q",0.15,0.15,0.15,0.15,0.15,0.16,10,1025,153,,"14-02-2014"
511431,"VAKRANGEE   ","B ","Q",88,88.8,86.35,87.35,88.5,88,595,226916,19954791,,"14-02-2014"
511433,"INSTAF      ","T ","Q",9.45,9.45,9.45,9.45,9.45,9.23,1,200,1890,,"14-02-2014"
511441,"GUJ.CREDIT  ","T ","Q",16,16,15.75,16,16,16.55,11,1700,27112,,"14-02-2014"
511451,"DHARANI FIN.","T ","Q",4,4,4,4,4,4.21,3,20,80,,"14-02-2014"
511463,"RUDRAKSH    ","T ","Q",9.41,9.41,9.41,9.41,9.41,9.9,2,100,941,,"14-02-2014"
511501,"BHARAT BHUSH","B ","Q",10.39,10.39,10,10.39,10.39,9.9,7,1961,19921,,"14-02-2014"
511503,"SECEARTH    ","T ","Q",20.75,20.9,19.5,20.1,20.1,20.15,187,254023,5126940,,"14-02-2014"
511523,"VEERHEALTH  ","T ","Q",2.24,2.24,2.13,2.13,2.13,2.24,8,3200,6926,,"14-02-2014"
511525,"PAN INDIA C ","T ","Q",0.28,0.28,0.28,0.28,0.28,0.29,2,1100,308,,"14-02-2014"
511533,"SAHARA HOUSG","B ","Q",41.1,42.75,41.05,42.65,42.65,43.1,9,59,2426,,"14-02-2014"
511543,"GSB FINANCE ","B ","Q",3.16,3.16,3.16,3.16,3.16,3.32,1,100,316,,"14-02-2014"
511551,"NETWORTH STK","B ","Q",10.73,11.55,10.73,11,11,11.28,7,202,2249,,"14-02-2014"
511557,"PRO FIN CAP.","T ","Q",91,91,87,91,91,86.9,9,7501,682587,,"14-02-2014"
511571,"SOMDATT FIN ","B ","Q",5.93,5.93,5.93,5.93,5.93,6.24,1,500,2965,,"14-02-2014"
511593,"LIBORD INFO.","T ","Q",5.5,5.5,5.5,5.5,5.5,5.5,4,600,3300,,"14-02-2014"
511601,"YASH MANAGE.","B ","Q",5.47,6.35,5.47,6.35,6.35,6.39,3,1520,8332,,"14-02-2014"
511605,"ARIHANT CAP.","B ","Q",16.75,16.75,16.75,16.75,16.75,15.25,2,20,335,,"14-02-2014"
511607,"BIR SHL EDU ","T ","Q",3.57,3.6,3.57,3.6,3.6,3.75,51,39815,143202,,"14-02-2014"
511609,"ISL CONSULT ","T ","Q",15.7,15.7,15.7,15.7,15.7,16,6,1504,23612,,"14-02-2014"
511611,"DCM FINANCIA","B ","Q",0.9,0.9,0.9,0.9,0.9,0.86,4,867,780,,"14-02-2014"
511618,"JIK INDUS.  ","T ","Q",0.81,0.87,0.81,0.87,0.87,0.83,51,15105,13021,,"14-02-2014"
511628,"IMCAP       ","B ","Q",82.5,82.9,75.75,75.75,75.75,79,13,55,4480,,"14-02-2014"
511630,"SAMBHAAV MED","B ","Q",1.28,1.35,1.26,1.3,1.3,1.3,390,10615,13870,,"14-02-2014"
511638,"MADHUR CAP. ","T ","Q",3.08,3.08,3.08,3.08,3.08,3.24,3,1060,3264,,"14-02-2014"
511652,"GEMOIL      ","B ","Q",24.2,25.35,24.2,24.75,24.7,24.9,656,403184,10017295,,"14-02-2014"
511660,"PREMIUM CAP ","T ","Q",1.22,1.22,1.22,1.22,1.22,1.17,1,300,366,,"14-02-2014"
511668,"FACT ENTERP ","T ","Q",0.85,0.85,0.77,0.85,0.85,0.81,9,7991,6785,,"14-02-2014"
511676,"GIC HOUSING ","B ","Q",95,95.7,94.35,95.1,95.1,95.1,329,12129,1154205,,"14-02-2014"
511682,"IFL PRMOTER ","T ","Q",6.36,6.36,6.08,6.35,6.36,6.06,67,30573,193903,,"14-02-2014"
511688,"MATHEW EASOW","T ","Q",42.8,45,42.8,45,45,45,2,105,4505,,"14-02-2014"
511692,"AJCON GLOBAL","B ","Q",15.6,15.75,15.4,15.55,15.55,15.55,111,12362,193008,,"14-02-2014"
511710,"CUBICAL FIN.","T ","Q",49.45,49.45,49.45,49.45,49.45,51.9,1,100,4945,,"14-02-2014"
511716,"ESCORT FINAN","T ","Q",3.27,3.27,3.27,3.27,3.27,3.31,1,2059,6732,,"14-02-2014"
511724,"BAID LEASING","T ","Q",17.35,17.4,17.35,17.4,17.4,17.25,2,150,2607,,"14-02-2014"
511726,"VIPUL LTD   ","B ","Q",5.5,5.5,5.48,5.48,5.48,5.74,11,21005,115107,,"14-02-2014"
511734,"PASUPATI FIN","B ","Q",5.75,6.35,5.75,6.35,6.35,6.05,6,1700,10675,,"14-02-2014"
511742,"CHOKHANI SEC","B ","Q",20.8,20.8,20.8,20.8,20.8,21.85,2,100,2080,,"14-02-2014"
511754,"SHALIB.FINAN","B ","Q",20.3,21.4,19.9,21,21,20.25,253,21991,457326,,"14-02-2014"
511766,"MUTHOOT CAP ","B ","Q",84,84.5,83,83.05,83,84.5,64,3800,316848,,"14-02-2014"
512018,"CNI RES LTD ","T ","Q",1.99,1.99,1.99,1.99,1.99,1.9,1,900,1791,,"14-02-2014"
512024,"N.D.METAL   ","T ","Q",47.65,47.65,47.65,47.65,47.65,50.15,1,1,47,,"14-02-2014"
512036,"KAPIL COTEX ","T ","Q",104.7,104.7,104.7,104.7,104.7,102.6,30,1000,104700,,"14-02-2014"
512047,"ROYAL IND   ","B ","Q",5.17,5.17,5.17,5.17,5.17,4.93,7,2450,12666,,"14-02-2014"
512048,"SMIL        ","B ","Q",1.91,1.99,1.91,1.99,1.99,2.01,4,4000,7730,,"14-02-2014"
512067,"VISHJYOTI TR","T ","Q",210.45,210.45,210.45,210.45,210.45,200.45,1,10,2104,,"14-02-2014"
512068,"DECCANGOLD  ","B ","Q",20.25,20.5,19.8,19.9,19.9,20.25,140,38306,767042,,"14-02-2014"
512070,"UPL         ","A ","Q",184,188.6,183,185.2,185.2,182.45,1879,89491,16589395,,"14-02-2014"
512093,"CRANES SOFTW","T ","Q",4.26,4.29,4.2,4.21,4.25,4.39,101,113161,479845,,"14-02-2014"
512105,"SHREENATH   ","T ","Q",10.82,10.82,10.4,10.74,10.74,10.61,28,10823,113078,,"14-02-2014"
512113,"KELVINFIN   ","T ","Q",350,356,348.9,348.95,348.95,357.15,61,43625,15367495,,"14-02-2014"
512129,"JAYANT MERC.","T ","Q",20.55,20.55,20.55,20.55,20.55,20.95,2,101,2075,,"14-02-2014"
512131,"SIGNET IND  ","B ","Q",306.95,308.95,304,307.2,304,304.5,360,11289,3446063,,"14-02-2014"
512135,"ENSA STEEL  ","B ","Q",5.5,5.5,5.5,5.5,5.5,5.51,1,100,550,,"14-02-2014"
512149,"ADVANCE TECH","T ","Q",0.1,0.11,0.1,0.1,0.1,0.1,13,226700,24871,,"14-02-2014"
512161,"8KMILES     ","B ","Q",117.85,118.5,95,98.5,98.5,116.95,1728,152365,15157620,,"14-02-2014"
512175,"VAMA INDS   ","T ","Q",10.5,10.5,9.94,9.94,9.94,10.46,5,70,701,,"14-02-2014"
512179,"SUNTECK REAL","B ","Q",236.25,241.7,236.25,240.85,240.85,239.3,64,1961,466874,,"14-02-2014"
512191,"MISHKAFIN   ","T ","Q",49.9,49.9,49.9,49.9,49.9,48.95,1,12,598,,"14-02-2014"
512197,"SILVEROAK   ","T ","Q",5,5,4.57,4.57,4.57,4.8,2,185,920,,"14-02-2014"
512199,"COREEDUTEC  ","T ","Q",17.95,18,17.55,17.6,17.55,17.75,90,13962,248514,,"14-02-2014"
512207,"EFFTXT      ","T ","Q",105,105,104.95,105,105,105.4,189,14500,1522498,,"14-02-2014"
512217,"PRISM MEDI  ","T ","Q",15.65,15.65,15.65,15.65,15.65,15.35,9,113001,1768465,,"14-02-2014"
512237,"JAI CORP LTD","B ","Q",61.6,61.75,58.85,59.6,59.6,61.05,3246,375336,22600647,,"14-02-2014"
512247,"ASHIRWAD CAP","B ","Q",2.1,2.24,2.07,2.15,2.15,2.12,32,9001,19476,,"14-02-2014"
512253,"MEUSEKARA   ","B ","Q",7.3,7.3,7.3,7.3,7.3,6.99,1,100,730,,"14-02-2014"
512257,"SVARTCORP   ","B ","Q",2.1,2.1,2.02,2.1,2.1,2.12,20,1201,2462,,"14-02-2014"
512267,"MEDIA MATRIX","B ","Q",3.33,3.45,3.31,3.42,3.42,3.57,42,8450,28314,,"14-02-2014"
512273,"ARONI COMM  ","B ","Q",26.4,26.4,26.4,26.4,26.4,27.7,1,10,264,,"14-02-2014"
512279,"NNTL        ","T ","Q",69.2,69.2,62.7,62.7,62.7,65.95,16,1125,73765,,"14-02-2014"
512289,"SHIRPUR GOLD","T ","Q",51.5,51.5,49.05,49.25,49.25,50.55,53,1908,95729,,"14-02-2014"
512296,"BHAGYA INL  ","B ","Q",12.85,13.65,12.81,13.54,13.54,13.42,16,1215,15987,,"14-02-2014"
512299,"STERL.BIOTEC","T ","Q",7.45,7.7,7.35,7.4,7.4,7.64,133,50721,379040,,"14-02-2014"
512301,"CHAMBAL BREW","B ","Q",8.07,8.07,8.07,8.07,8.07,8.49,1,10,80,,"14-02-2014"
512311,"SURABHI CHEM","B ","Q",76.8,76.9,76.5,76.6,76.75,77.3,257,302521,23175177,,"14-02-2014"
512344,"ARAVALI SEC.","T ","Q",8.2,8.2,8.2,8.2,8.2,7.82,1,25,205,,"14-02-2014"
512355,"ANUKARAN COM","B ","Q",11.98,11.98,11.98,11.98,11.98,12.22,2,2,23,,"14-02-2014"
512359,"ROTAM COMM. ","T ","Q",14.01,14.01,14.01,14.01,14.01,13.35,3,550,7705,,"14-02-2014"
512361,"CUPID TRADE ","T ","Q",98.05,98.05,92.8,93.05,94.5,93.4,51,1805,168354,,"14-02-2014"
512369,"ENNORE COKE ","B ","Q",12.85,13.25,12.85,13.25,13.25,13.5,7,204,2641,,"14-02-2014"
512375,"INNOVENT    ","T ","Q",6.29,6.29,6.29,6.29,6.29,6.17,1,100,629,,"14-02-2014"
512379,"CRESSANDA SO","B ","Q",52.4,54.1,52.4,54.05,54.05,54,286,750850,40563982,,"14-02-2014"
512393,"SHARDUL SECU","T ","Q",38,38,38,38,38,39.95,1,9,342,,"14-02-2014"
