"SC_CODE","SC_NAME","SC_GROUP","SC_TYPE","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","NO_TRADES","NO_OF_SHRS","NET_TURNOV","TDCLOINDI","DATE"
500002,"ABB LTD.    ","A ","Q",575.9,583,570.4,578.45,578.45,574.05,551,5896,3406317,,"14-02-2014"
500003,"AEGIS LOGIS ","B ","Q",148.5,150.9,147,148.1,147.7,147.6,484,5647,839545,,"14-02-2014"
500008,"AMAR RAJA BA","A ","Q",370,384.55,368,380.2,380.2,370.2,1317,29393,11090942,,"14-02-2014"
500009,"A.SARABHAI  ","T ","Q",3.35,3.5,3.28,3.49,3.49,3.4,33,10873,37213,,"14-02-2014"
500010,"HDFC        ","A ","Q",767,774.8,755.6,771.7,771.7,766.15,3675,90143,68971967,,"14-02-2014"
500012,"ANDHRA PETRO","B ","Q",9,9,8.03,8.45,8.45,8.22,61,9391,78468,,"14-02-2014"
500013,"ANSAL INFRAS","B ","Q",18.95,19.15,18.7,18.75,18.75,18.65,64,6948,130990,,"14-02-2014"
500014,"APPLE FINANC","T ","Q",1.79,1.79,1.79,1.79,1.79,1.71,25,35918,64293,,"14-02-2014"
500020,"BOM DYEING  ","B ","Q",53.45,53.45,50.9,51.1,51.1,53.05,3267,311107,16082002,,"14-02-2014"
500023,"ASIANHOTNR  ","B ","Q",98,99,97.7,97.75,97.75,102.8,29,170,16743,,"14-02-2014"
500024,"ASSAMCO     ","B ","Q",4.8,4.87,4.61,4.68,4.68,4.71,341,220595,1037069,,"14-02-2014"
500027,"ATUL LTD.   ","B ","Q",410.6,413,405.5,407.75,407.75,408.8,379,3877,1584517,,"14-02-2014"
500028,"ATV PROJECTS","T ","Q",1.96,1.96,1.81,1.96,1.96,1.87,30,10157,19804,,"14-02-2014"
500029,"AUTOLITE(I) ","T ","Q",15,15.05,15,15.05,15.05,15.5,3,350,5260,,"14-02-2014"
500030,"AUTORID.FIN ","T ","Q",0.86,0.86,0.78,0.86,0.86,0.82,4,1495,1246,,"14-02-2014"
500031,"BAJAJ ELECT.","B ","Q",225.4,231.75,222.5,229.4,230,225.05,1142,22500,5135758,,"14-02-2014"
500032,"BAJAJHIND.LT","B ","Q",13,13.05,12.51,12.63,12.63,12.93,992,300360,3814922,,"14-02-2014"
500033,"FORCE MOTR  ","B ","Q",306,306,281.65,286.85,288,295.9,167,2034,597411,,"14-02-2014"
500034,"BAJFINANCE  ","A ","Q",1490,1490,1460,1469.45,1461.1,1481.35,196,568,834800,,"14-02-2014"
500038,"BALRAM.CHINI","B ","Q",41.9,42.05,40,41.1,40.95,42,634,46555,1919894,,"14-02-2014"
500039,"BANCO PROD. ","B ","Q",57,57.5,55,55.6,55.6,55.25,179,6029,337133,,"14-02-2014"
500040,"CENTURY TEXT","A ","Q",294.7,296.7,286.7,294.45,294.45,292.95,3520,125936,36888714,,"14-02-2014"
500041,"BANNARI AMAN","B ","Q",715,715,715,715,715,715,54,2623,1875445,,"14-02-2014"
500042,"BASF INDIA  ","B ","Q",616,621.9,610,611.45,611,612.85,189,782,479314,,"14-02-2014"
500043,"BATA INDIA  ","A ","Q",998.2,1023,996,1018.6,1018.6,997.45,1424,18839,19078354,,"14-02-2014"
500046,"BEST&CROMPT.","T ","Q",3.5,3.74,3.5,3.74,3.74,3.57,7,1050,3826,,"14-02-2014"
500048,"BEML LTD    ","B ","Q",193.15,200.9,188.55,196.3,196.3,193.8,1451,44488,8660970,,"14-02-2014"
500049,"BHARAT ELECT","A ","Q",955,970,945,962.1,955.15,959.5,112,420,401139,,"14-02-2014"
500051,"BHAG GAS    ","T ","Q",0.8,0.84,0.8,0.84,0.84,0.8,5,2137,1727,,"14-02-2014"
500052,"BHANSALI ENG","B ","Q",12.37,12.37,12.37,12.37,12.37,13.02,2,2,24,,"14-02-2014"
500055,"BHUSH STEEL ","A ","Q",453,461.5,449,458.2,460.4,453.2,592,40124,18355447,,"14-02-2014"
500057,"ABCIL       ","B ","Q",111.05,114.85,110.65,114.05,114.45,112.05,247,3230,366708,,"14-02-2014"
500058,"BIHAR SPONGE","T ","Q",2.19,2.29,2.19,2.19,2.19,2.3,27,4738,10381,,"14-02-2014"
500059,"BINANI IND. ","B ","Q",72.75,73.9,71.25,71.8,71.8,73.3,111,3752,273231,,"14-02-2014"
500060,"BIRLA ERIC. ","T ","Q",21.5,23.4,21.5,23.4,23.4,22.3,105,6652,154665,,"14-02-2014"
500067,"BLUE STAR   ","B ","Q",140,143.65,139,140.4,140.4,140.2,738,6422,905246,,"14-02-2014"
500068,"DISA INDIA  ","B ","Q",3301,3350,3301,3350,3350,3350,13,56,186251,,"14-02-2014"
500074,"BPL LTD.    ","B ","Q",13.5,13.85,13.21,13.4,13.44,13.51,167,8938,119947,,"14-02-2014"
500078,"CAMPH.& ALL ","B ","Q",153.9,153.9,147.25,153.9,153.9,146.6,52,17543,2699854,,"14-02-2014"
500083,"CENTURY EXT ","T ","Q",1.04,1.04,1.04,1.04,1.04,1.09,2,94,97,,"14-02-2014"
500084,"CESC LTD.   ","A ","Q",419.6,429.35,417.5,422.4,422.1,421.15,809,10775,4570237,,"14-02-2014"
500085,"CHAMBAL FERT","B ","Q",36.65,37.25,36.4,36.8,36.8,36.9,382,44367,1632943,,"14-02-2014"
500086,"EXIDE IND.  ","A ","Q",105.5,107.3,104.1,106.2,106.2,105,1539,117636,12406245,,"14-02-2014"
500087,"CIPLA LTD.  ","A ","Q",384.9,384.9,370.55,373.35,373.35,381,11289,443552,166303469,,"14-02-2014"
500089,"DIC INDIA   ","B ","Q",365.5,365.5,359,360.05,360,361.8,234,3378,1221620,,"14-02-2014"
500092,"CRISIL LTD  ","A ","Q",1132.3,1133,1095,1110.55,1110.55,1115.95,190,617,686646,,"14-02-2014"
500093,"CROMPT.GREAV","A ","Q",122.4,124.35,120.15,122.15,121,122.9,2386,203545,24892308,,"14-02-2014"
500095,"WYETH LTD.  ","B ","Q",742,749.9,725.1,730.15,730.15,736.85,720,3498,2585913,,"14-02-2014"
500096,"DABUR (I)   ","A ","Q",172.1,173.8,170.85,173.2,173.2,172,1133,46286,7981791,,"14-02-2014"
500097,"DALMIASUG   ","B ","Q",13,13,13,13,13,12.99,2,100,1300,,"14-02-2014"
500101,"ARVIND Ltd  ","B ","Q",140,140.9,134.8,137.8,137.8,140.15,7289,378992,52135045,,"14-02-2014"
500102,"BALARPUR IND","B ","Q",11.65,11.8,11.42,11.57,11.6,11.63,416,87265,1008584,,"14-02-2014"
500103,"BHEL        ","A ","Q",152.25,157.3,145.75,148.4,148.4,151.75,7763,801527,121464845,,"14-02-2014"
500104,"HIND.PETRO  ","A ","Q",233,237.2,232.25,236.1,236.1,234.55,1157,44911,10527975,,"14-02-2014"
500106,"IFCI LTD    ","A ","Q",22.75,22.85,22.35,22.65,22.65,22.55,2120,769989,17395771,,"14-02-2014"
500108,"MAHA.TELE   ","B ","Q",14.25,14.45,13.8,14.05,14.05,14.15,728,281673,3969526,,"14-02-2014"
500109,"MRPL        ","A ","Q",40.5,40.75,39.95,40.15,40.15,40.5,484,52133,2096674,,"14-02-2014"
500110,"CHENNAI PET.","B ","Q",61.3,62.3,60.8,61.15,61.15,61.5,387,16630,1021796,,"14-02-2014"
500111,"REL.CAP.    ","A ","Q",314.1,316.5,311.4,314.85,314.85,313.3,7959,420677,132285412,,"14-02-2014"
500112,"STATE BANK  ","A ","Q",1504,1513.7,1455.95,1475.1,1475.1,1499.65,51673,943941,1399996519,,"14-02-2014"
500113,"STEEL AUTH. ","A ","Q",60,62.05,58.75,61.45,61.45,60.4,4912,634773,38206119,,"14-02-2014"
500114,"TITAN       ","A ","Q",230.8,232.6,226.9,231.6,231.6,229.25,2488,150039,34575245,,"14-02-2014"
500116,"IDBI BANK L ","A ","Q",53.9,55.1,53.5,54.95,54.95,53.85,1366,166032,9064460,,"14-02-2014"
500117,"DCW LTD.    ","B ","Q",10.29,10.29,9.96,10.05,10.05,10.08,305,77776,780901,,"14-02-2014"
500119,"DHAMPUR SUGA","T ","Q",28.5,29.75,28.5,28.8,28.9,29,68,3072,88627,,"14-02-2014"
500120,"DIAMINES&CHM","B ","Q",19.5,19.5,19.05,19.25,19.25,19.5,6,644,12528,,"14-02-2014"
500123,"ELANTAS     ","B ","Q",470.6,477.9,470,470,470,473.25,166,1417,667275,,"14-02-2014"
500124,"DR.REDDY'S  ","A ","Q",2573,2590.1,2517.05,2580,2581.5,2562.55,3778,22711,57963662,,"14-02-2014"
500125,"E.I.D.PAR   ","B ","Q",121.6,121.9,118.5,119.15,119.15,120.5,411,8872,1061677,,"14-02-2014"
500126,"MERCK LTD   ","B ","Q",565.1,573,563.5,565.85,567,568.8,79,513,291704,,"14-02-2014"
500128,"ELEC.CASTING","B ","Q",13.35,13.59,13.15,13.33,13.33,13.44,172,21549,287877,,"14-02-2014"
500132,"EMPEE SUGARS","T ","Q",5.55,5.65,5.55,5.65,5.65,5.82,8,660,3726,,"14-02-2014"
500133,"ESAB INDIA  ","B ","Q",420.4,425,420,420.1,420,420.05,31,175,73893,,"14-02-2014"
500134,"ESSAR OIL   ","A ","Q",52.3,52.35,50.9,51.25,51.25,52.25,1184,126170,6496108,,"14-02-2014"
500135,"ESSEL PROP  ","B ","Q",50.75,51,49,49.55,49.1,50.6,578,35896,1791382,,"14-02-2014"
500136,"ESTER INDUS.","B ","Q",11.11,11.5,10.91,11.25,11.25,11.45,33,4415,49564,,"14-02-2014"
500139,"FEDDER.LLYOD","B ","Q",33,33,32,32.3,32.4,32.55,403,9715,313609,,"14-02-2014"
500141,"FERRO ALLOYS","B ","Q",5.2,5.2,4.51,4.68,4.68,4.59,143,20836,95915,,"14-02-2014"
500142,"FGP LTD.    ","T ","Q",1.94,2.14,1.94,2.14,2.14,2.04,9,2901,6069,,"14-02-2014"
500144,"FINOL. CABLE","B ","Q",78,78.8,75.5,76.8,76.8,78.45,1378,77103,5950069,,"14-02-2014"
500145,"FIRST LEASIN","B ","Q",12.05,12.24,11.7,12.18,12.2,11.99,53,4374,52587,,"14-02-2014"
500147,"CMI FPE     ","B ","Q",466.5,466.5,430,454.6,450,444.3,241,3104,1430941,,"14-02-2014"
500148,"UFLEX LTD   ","B ","Q",73.65,73.8,70.35,71.5,71.5,71.65,321,12081,862343,,"14-02-2014"
500150,"FOSECO INDIA","B ","Q",494.1,508,494.1,494.75,495,494.25,63,133,66670,,"14-02-2014"
500151,"GOLDEN TOB  ","T ","Q",18.4,19.3,17.5,19.2,19.2,18.4,23,1502,28756,,"14-02-2014"
500153,"GANESH BENZO","B ","Q",5.77,5.77,5.26,5.28,5.26,5.5,53,9550,50878,,"14-02-2014"
500155,"GARDEN SILK ","B ","Q",33.8,35.65,33.8,34.9,34.7,34.75,91,1152,40120,,"14-02-2014"
500159,"METROGLOBL  ","T ","Q",30.65,31.05,30.65,30.85,31,30.6,28,929,28632,,"14-02-2014"
500160,"GTL LTD.    ","B ","Q",14.3,14.5,14,14.1,14.1,14.33,274,30289,428906,,"14-02-2014"
500163,"GODFREY PH  ","B ","Q",3194.5,3219.95,3140.1,3151.15,3141.05,3184,200,838,2663563,,"14-02-2014"
500164,"GODREJ IND  ","A ","Q",271.65,272,265.9,269.65,269.65,271.1,468,12108,3255881,,"14-02-2014"
500165,"KANSAI NERO ","B ","Q",1040,1048.1,1030,1030.05,1030.05,1025.55,27,28,29005,,"14-02-2014"
500166,"GOODRICKE   ","B ","Q",131,131.5,129,129.8,129.3,131.3,124,2124,276442,,"14-02-2014"
500168,"GOODYEAR (I)","B ","Q",353,362.9,352,361.2,362,351.1,109,1126,401086,,"14-02-2014"
500171,"GHCL LTD    ","B ","Q",33.65,33.7,32.95,33.1,33,33.3,101,8056,266997,,"14-02-2014"
500173,"GUJ.FLOURO  ","B ","Q",235,236,226.1,227.35,228.8,230.3,152,2567,583489,,"14-02-2014"
500174,"GUJ.LEASE   ","T ","Q",1.43,1.57,1.43,1.57,1.57,1.5,3,551,788,,"14-02-2014"
500179,"HCL INFOSYS ","B ","Q",23.6,24.25,23.2,23.95,23.95,23.15,1415,356298,8487727,,"14-02-2014"
500180,"HDFC BANK   ","A ","Q",635,644.7,629.6,641.75,644.15,633.25,2344,54567,34801902,,"14-02-2014"
500182,"HEROMOTOCO  ","A ","Q",1972,1979.75,1915,1936.7,1936.7,1972.05,1467,11074,21512046,,"14-02-2014"
500183,"HIMACHAL FUT","B ","Q",7.99,8.12,7.8,7.91,7.91,7.87,1041,225049,1789510,,"14-02-2014"
500184,"HIMADRI CHEM","B ","Q",17.5,18.2,17.5,17.6,17.5,17.4,104,7420,132255,,"14-02-2014"
500185,"HIND.CONSTN.","B ","Q",12.75,12.85,12.53,12.6,12.6,12.67,547,158019,2001053,,"14-02-2014"
500186,"HIND.OIL EXP","B ","Q",33.55,34.4,33.3,33.95,33.95,34.05,552,48172,1625292,,"14-02-2014"
500187,"HSIL        ","B ","Q",96.55,98.85,96,97.65,97.6,97.7,125,3242,317555,,"14-02-2014"
500188,"HINDUS.ZI   ","A ","Q",126.5,126.5,123.6,124.25,124.25,125.55,1900,92044,11467177,,"14-02-2014"
500189,"HINDUJA VENT","B ","Q",269.85,269.85,260.4,264.65,264.65,265.65,252,2341,620027,,"14-02-2014"
500191,"HMT LTD.    ","B ","Q",26.45,26.5,25.5,25.65,25.65,26.35,273,24949,648510,,"14-02-2014"
500192,"PRAG BOSIMI ","T ","Q",2.78,2.98,2.78,2.98,2.98,2.92,3,219,612,,"14-02-2014"
500193,"HOTEL LEELA.","B ","Q",16.25,16.75,15.8,15.97,15.97,15.8,573,75590,1219828,,"14-02-2014"
500199,"I.G.PETRO   ","B ","Q",19.25,19.7,18.25,19.5,19.5,19.4,206,7590,147721,,"14-02-2014"
500201,"IND.GLYCOLS ","B ","Q",88.85,90,88,88.25,88.25,89.05,356,10129,899713,,"14-02-2014"
500207,"INDO RAMA   ","B ","Q",16.9,16.9,15.55,15.91,16,16.06,298,45561,727138,,"14-02-2014"
500209,"INFOSYS LTD ","A ","Q",3596,3655,3596,3645.6,3645.6,3586.45,3122,31535,114366995,,"14-02-2014"
500210,"INGERSOLL   ","B ","Q",361,369,357,358.7,358,364.65,174,1013,367452,,"14-02-2014"
500211,"INSILCO LTD.","T ","Q",11.17,11.17,10.36,10.6,10.86,10.64,96,12755,140604,,"14-02-2014"
500212,"INTEG.FIN.SE","T ","Q",12.5,12.5,12.5,12.5,12.5,12.51,11,1100,13750,,"14-02-2014"
500213,"INTER.TRAVEL","B ","Q",146,148.55,144.05,145.2,145.2,145.05,59,1081,157334,,"14-02-2014"
500214,"ION EXCHANGE","B ","Q",78.55,81.5,78,80.65,80,78.8,344,10853,859893,,"14-02-2014"
500215,"AGRO TECH FO","B ","Q",475,480,467.95,478.2,478.2,479.25,232,1646,783379,,"14-02-2014"
500219,"JAIN IRRIG  ","A ","Q",60.95,60.95,58.4,58.9,58.9,60.4,2283,231868,13760077,,"14-02-2014"
500220,"JASCH INDUST","B ","Q",9.99,10,9.51,10,10,10,63,3063,30110,,"14-02-2014"
500222,"JCT ELECTRON","T ","Q",0.4,0.42,0.4,0.41,0.41,0.4,4,3050,1270,,"14-02-2014"
500223,"JCT LTD     ","B ","Q",1.8,1.9,1.8,1.87,1.87,1.85,94,42530,78418,,"14-02-2014"
500227,"JINDAL POLYF","B ","Q",142.95,144.35,142,142.7,143,141.2,456,12444,1783700,,"14-02-2014"
500228,"JSWSL       ","A ","Q",815,838,805,834.45,834.45,816.7,6178,127020,104652867,,"14-02-2014"
500231,"UMANG DAIR  ","B ","Q",29.65,30.9,29.65,30.55,30.55,30.85,124,8089,246405,,"14-02-2014"
500233,"KAJARIA CER.","B ","Q",319.3,321,314,318.25,319.2,317.95,555,6585,2091938,,"14-02-2014"
500235,"KALYANI STEL","B ","Q",53.95,54.3,52.3,52.7,52.7,53.6,455,37312,1980415,,"14-02-2014"
500236,"KANEL OILEXP","T ","Q",14.6,14.71,14.5,14.71,14.71,14.01,214,58220,853629,,"14-02-2014"
500238,"WHIRLPOOL   ","B ","Q",176.4,183.8,173,181.55,181.4,174.75,446,6878,1240202,,"14-02-2014"
500239,"KG DENIM    ","B ","Q",14.25,14.75,13,13.15,13.15,14.95,859,72304,971138,,"14-02-2014"
500240,"KINETIC ENG.","B ","Q",36.35,37.35,36.35,36.7,37.3,37,67,11384,417405,,"14-02-2014"
500241,"KIRL.BROS.  ","B ","Q",140,142.9,139,142.9,142.9,140.55,37,326,45806,,"14-02-2014"
500243,"KIRL INDUS  ","B ","Q",233.1,240,233.1,240,240,237.15,5,16,3784,,"14-02-2014"
500245,"KIRL.FERROUS","B ","Q",18.6,18.7,18.5,18.65,18.7,18.6,68,8697,161866,,"14-02-2014"
500246,"ENVAIN ELECT","B ","Q",14.59,14.59,13.21,13.21,13.21,13.9,3,201,2794,,"14-02-2014"
500247,"KOTAK MAH.BK","A ","Q",638,653,630.8,645.7,645.7,636.3,1640,30832,19843019,,"14-02-2014"
500249,"KSB PUMPS   ","B ","Q",242,244.9,226,242.7,240.95,238.8,319,1198,288320,,"14-02-2014"
500250,"L.G.BALKRISH","B ","Q",310,316.15,308,313,316.15,312.65,196,1119,348406,,"14-02-2014"
500251,"TRENT LTD.  ","B ","Q",1039.95,1055,1023.25,1034.1,1034.1,1021.4,635,3268,3414053,,"14-02-2014"
500252,"LAKSHMI MACH","B ","Q",2670,2685,2631,2664.6,2677,2649.05,142,310,825661,,"14-02-2014"
500253,"LIC HOUS.FIN","A ","Q",197,199.85,195.5,198.75,198.75,196.45,3542,160873,31882361,,"14-02-2014"
500254,"UTTAMVALUE  ","B ","Q",5.75,5.79,5.61,5.62,5.62,5.62,14,2524,14193,,"14-02-2014"
500255,"LML LTD.    ","B ","Q",5.29,5.29,5.1,5.13,5.16,5.22,279,33122,170478,,"14-02-2014"
500256,"LOK.HOUS&CON","T ","Q",11.22,12.14,11.22,11.22,11.22,11.8,229,34768,394663,,"14-02-2014"
500257,"LUPIN LTD.  ","A ","Q",895.95,906.5,893,901.25,901.25,894.4,1380,30763,27686234,,"14-02-2014"
500259,"LYKA LABS   ","B ","Q",10.2,10.4,10.11,10.39,10.38,10.2,98,2485,25532,,"14-02-2014"
500260,"RAMCOCEM    ","A ","Q",162.8,170.4,160.25,167.8,164.5,162.6,529,6928,1143571,,"14-02-2014"
500264,"MAFATLAL IND","B ","Q",115,119,111,112.1,112.1,116.45,154,5855,673885,,"14-02-2014"
500265,"MAH.SEAMLESS","B ","Q",160.4,160.8,155,155.85,155.85,159.55,240,3190,503458,,"14-02-2014"
500266,"MAH.SCOOTER ","B ","Q",420.4,436,416.1,430.8,423.05,423.05,77,376,159397,,"14-02-2014"
500267,"MAJESTIC AUT","T ","Q",37.1,39,37.05,37.05,37.05,38.95,32,152,5641,,"14-02-2014"
500268,"MANALI PETRO","B ","Q",7.95,8.19,7.75,7.81,7.81,7.6,578,130774,1030602,,"14-02-2014"
500271,"MAX INDIA   ","A ","Q",185.95,186.95,183.7,185.1,185.6,186.5,455,4505,834888,,"14-02-2014"
500277,"MID INDIA IN","T ","Q",0.3,0.3,0.3,0.3,0.3,0.29,1,100,30,,"14-02-2014"
500279,"MIRC ELECT  ","B ","Q",5.2,5.4,5.2,5.35,5.31,5.3,37,6620,35018,,"14-02-2014"
500280,"CENTURY ENKA","B ","Q",134,138.5,134,135.5,135.5,131.05,887,20747,2820107,,"14-02-2014"
500284,"LORDS CHLORO","T ","Q",8.21,8.21,8.21,8.21,8.21,7.82,1,4,32,,"14-02-2014"
500285,"SPICEJET LTD","B ","Q",15.4,15.4,14.85,14.95,14.95,15.2,3196,1919441,28911622,,"14-02-2014"
500288,"MOREPEN LAB.","T ","Q",3.85,3.94,3.62,3.69,3.74,3.81,326,234406,857317,,"14-02-2014"
500290,"MRF LTD.    ","A ","Q",19032,19035,18701.05,18866.55,18866.55,18879.55,504,853,16109317,,"14-02-2014"
500292,"HEIDEL CEM  ","B ","Q",34.6,34.6,33.2,33.45,33.45,33.65,204,14189,479005,,"14-02-2014"
500294,"NCC         ","B ","Q",24.25,24.45,23.65,23.9,23.9,24.1,889,102244,2461641,,"14-02-2014"
500295,"SSLT        ","A ","Q",189,190.2,184.8,189.7,189.7,188.8,5089,386319,72448365,,"14-02-2014"
500296,"NAHAR SPG.  ","B ","Q",92,95,92,93.9,93.5,92.25,806,28353,2652716,,"14-02-2014"
500298,"NAT.PEROXIDE","B ","Q",398,417.85,398,411.3,417.8,409.85,280,2225,902071,,"14-02-2014"
500300,"GRASIM IND. ","A ","Q",2484.3,2488.55,2440,2466.65,2466.65,2467.6,762,3856,9484557,,"14-02-2014"
500301,"NEPC INDIA  ","B ","Q",3.07,3.2,3.07,3.09,3.15,3.17,20,8530,26842,,"14-02-2014"
500302,"PEL         ","A ","Q",529,532,522,524.5,526.7,528.95,249,1861,975819,,"14-02-2014"
500303,"ADI BIR NUVO","A ","Q",1084,1093,1073.5,1080.85,1080.85,1080.7,391,2232,2414234,,"14-02-2014"
500304,"NIIT LTD.   ","B ","Q",23.8,24.25,23.3,23.9,23.9,23.35,597,84780,2020836,,"14-02-2014"
500306,"JAYKAY      ","B ","Q",3.33,3.8,3.33,3.36,3.36,3.63,119,5771,20417,,"14-02-2014"
500307,"NIRLON      ","B ","Q",46,46.85,45.25,45.6,46,45.2,109,5380,247012,,"14-02-2014"
500310,"NOVAPAN IND.","T ","Q",34,34,34,34,34,34.25,1,20,680,,"14-02-2014"
500312,"ONGC CORPN  ","A ","Q",275,277,271.15,275.8,275.8,273.4,3676,437874,119590767,,"14-02-2014"
500313,"OIL COUNTRY ","B ","Q",29.35,31.85,29.35,30.25,30.4,30.8,133,7213,224277,,"14-02-2014"
500314,"ORIENT HOTEL","B ","Q",15.87,16,15.86,15.99,16,15.85,63,10690,170753,,"14-02-2014"
500315,"ORINTAL BANK","A ","Q",161.4,166.5,160.5,164.15,164.15,162.5,3044,175008,28510754,,"14-02-2014"
500317,"OSWAL AGRO. ","B ","Q",11.54,12.19,11.53,12,12,11.84,100,3254,38834,,"14-02-2014"
500318,"OSWAL SPG(P)","T ","Q",1.9,2.02,1.9,2,2,1.97,5,208,405,,"14-02-2014"
500325,"RELIANCE    ","A ","Q",810.35,822.9,809,821.5,821.5,807.45,8971,171161,139794194,,"14-02-2014"
500327,"PEACOCK IND.","T ","Q",6.05,6.2,5.9,6.15,6.15,5.99,114,18686,112521,,"14-02-2014"
500329,"PENTAMED.G  ","T ","Q",0.94,1,0.93,0.94,0.99,0.97,85,79839,76091,,"14-02-2014"
500330,"RAYMOND     ","B ","Q",271.65,277.2,271.5,275.4,275.4,272.35,1436,40828,11208563,,"14-02-2014"
500331,"PIDILITE    ","A ","Q",275.6,278.2,272,274.05,274.05,274.4,527,6210,1704924,,"14-02-2014"
500333,"PIX TRANS   ","B ","Q",30,32.9,29.6,32.9,32.9,30.8,127,13990,443577,,"14-02-2014"
500335,"BIRLA CORPN.","B ","Q",230,234.65,230,231.2,230,230,222,237,54538,,"14-02-2014"
500336,"SURYA ROSHNI","B ","Q",67.5,68.95,67.15,67.55,67.55,68.2,461,23009,1560569,,"14-02-2014"
500337,"PRIME SECUR.","B ","Q",3.16,3.16,3.16,3.16,3.16,3.25,5,500,1580,,"14-02-2014"
500338,"PRISM CEMENT","B ","Q",23,23.05,22.8,22.85,22.85,23,156,20362,466610,,"14-02-2014"
500339,"RAIN        ","B ","Q",35.85,36.2,35.8,35.95,36,35.7,38,3111,111652,,"14-02-2014"
500343,"PUDUMJEE    ","B ","Q",10.95,10.95,10.11,10.4,10.4,10.64,19,2716,27886,,"14-02-2014"
500346,"PUN.COMMUNI.","B ","Q",74,88.65,66,88.6,88.65,73.9,875,39261,3265938,,"14-02-2014"
500350,"RSWM  LTD   ","B ","Q",130.1,131.85,130.1,130.35,130.2,131.25,44,1053,137180,,"14-02-2014"
500354,"RAJSH.SUGAR ","B ","Q",19.5,19.5,18.55,18.8,18.8,19,64,5906,112419,,"14-02-2014"
500355,"RALLIS INDIA","B ","Q",158,158.9,157.1,158.1,158.1,157.3,158,4045,637991,,"14-02-2014"
500356,"RAMANEWS    ","T ","Q",8.3,8.34,8.14,8.3,8.3,8.56,53,13156,107320,,"14-02-2014"
500358,"RAMA PETRO  ","B ","Q",2.9,3,2.9,3,3,2.9,6,1350,3950,,"14-02-2014"
500359,"RANBAXY LAB.","A ","Q",350,351,342,346.9,346.9,346.45,7932,383939,132995656,,"14-02-2014"
500360,"RAPICUT CARB","B ","Q",24.5,24.95,23,24.8,24.95,24.5,93,5131,123940,,"14-02-2014"
500365,"RMGALLOY    ","T ","Q",2,2,2,2,2,2,8,760,1520,,"14-02-2014"
500366,"ROLTA (I)   ","B ","Q",68.7,69.8,67.1,68.85,68.85,67.65,4503,415046,28605147,,"14-02-2014"
500367,"RUBFILA INT.","B ","Q",16.7,17.4,16.7,17,17,17,31,2100,35602,,"14-02-2014"
500368,"RUCHI SOYA  ","B ","Q",30.05,30.5,28.5,29.65,29.65,30.35,657,54313,1600318,,"14-02-2014"
500370,"SALORA INT. ","B ","Q",18.8,19.25,18.8,19.25,19.25,19.3,3,1096,20649,,"14-02-2014"
500372,"SAMTEL COL  ","T ","Q",0.95,1.03,0.95,1,1,0.99,36,9828,9905,,"14-02-2014"
500378,"JINDAL SAW  ","B ","Q",49.65,50.55,48,49.6,49.6,49.35,1439,140045,6889201,,"14-02-2014"
500380,"JK LAKSHMI  ","B ","Q",67.55,70,66.5,68.9,68.4,67.7,233,13685,936845,,"14-02-2014"
500387,"SHREE CEMENT","A ","Q",4252.05,4292,4250,4251.35,4250,4302,38,108,459645,,"14-02-2014"
500390,"REL INFRA   ","A ","Q",356,361.15,354,358.45,358.45,355.05,3984,134965,48254404,,"14-02-2014"
500399,"STEELCO GUJ.","B ","Q",3.67,3.99,3.67,3.98,3.98,3.86,6,23,85,,"14-02-2014"
500400,"TATA POWER  ","A ","Q",73.85,74.3,73,73.85,73.85,73.15,1241,171462,12630842,,"14-02-2014"
500402,"SPMLINFRA   ","T ","Q",25.8,25.8,25.8,25.8,25.8,24.6,3,120,3096,,"14-02-2014"
500403,"SUNDARAM FAS","B ","Q",44.7,44.7,43.15,43.75,43.6,44,220,11253,494394,,"14-02-2014"
500404,"SUNFLAG IRON","B ","Q",19,20,19,19.7,20,19.05,234,61715,1201065,,"14-02-2014"
500405,"SUPREME PETR","B ","Q",54.2,54.25,53.2,53.7,53.5,53.1,126,237093,12802194,,"14-02-2014"
500407,"SWARAJ ENGIN","B ","Q",623.6,635,602.5,620.3,622,628.6,119,707,440154,,"14-02-2014"
500408,"TATA ELXSI  ","B ","Q",416.5,450,416.5,445.3,445.3,413.55,45025,1431333,626789243,,"14-02-2014"
500410,"ACC LTD     ","A ","Q",1016,1019.95,1003.1,1010.45,1010.45,1017.2,1028,13824,13975086,,"14-02-2014"
500411,"THERMAX     ","A ","Q",627,629.25,621.45,622.85,622.05,624.1,53,131,81761,,"14-02-2014"
500412,"THIRUMALAI  ","B ","Q",92,92,88.4,89.55,89.5,91.15,197,4148,373607,,"14-02-2014"
500413,"THOMAS COOK ","B ","Q",77,77.05,74.55,75.1,74.65,76.3,605,30275,2274244,,"14-02-2014"
500414,"TIMEX GROUP ","B ","Q",9.1,9.3,9.1,9.11,9.11,9.11,62,9500,87333,,"14-02-2014"
500418,"TOKYO PLAST ","B ","Q",14.95,14.95,14.95,14.95,14.95,14.26,6,663,9911,,"14-02-2014"
500420,"TORRENT PHAR","B ","Q",560.5,562,551.1,556.05,555,558.1,640,7876,4376082,,"14-02-2014"
500422,"TRANSCHEM   ","T ","Q",24.05,24.15,21.9,24,24,23,18,1310,30885,,"14-02-2014"
