SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
526415,OK PLAY (I) ,B ,Q,51.25,52.00,49.20,49.55,49.20,51.40,85,12512,637204.00,
526423,KRITI INDUS.,B ,Q,8.25,8.47,8.06,8.36,8.30,8.48,43,11350,93722.00,
526433,ASM TECHNOLO,B ,Q,151.60,154.00,147.10,150.50,151.00,151.35,108,4866,729287.00,
526441,VISIONCINE  ,T ,Q,6.73,6.73,6.25,6.70,6.70,6.41,108,32257,212053.00,
526468,EURO LEDAR F,T ,Q,18.70,18.70,18.70,18.70,18.70,17.85,2,1,18.00,
526471,WINSOME BREW,T ,Q,5.00,5.00,4.57,4.97,4.60,4.77,41,2954,14453.00,
526473,ELEGANT FLOR,B ,Q,4.75,4.75,4.75,4.75,4.75,4.75,2,500,2375.00,
526481,PHOENIX INT.,T ,Q,9.00,9.50,8.88,8.88,8.88,9.34,10,950,8820.00,
526483,TGF MEDIA SY,B ,Q,9.26,9.70,8.91,9.40,9.35,9.89,64,77200,714144.00,
526490,PRATIK PANEL,B ,Q,1.18,1.18,1.18,1.18,1.18,1.13,3,1000,1180.00,
526492,PUNEET RESIN,B ,Q,26.10,26.10,26.00,26.00,26.00,25.90,6,900,23430.00,
526494,PROMACT PLAS,T ,Q,2.61,2.61,2.61,2.61,2.61,2.49,4,500,1305.00,
526496,RUBBER PROD.,B ,Q,12.12,12.15,12.10,12.10,12.10,11.70,6,3,36.00,
526500,STR GRE WOO ,T ,Q,10.61,10.61,10.61,10.61,10.61,11.11,2,1,10.00,
526504,DOLPHIN MEDI,T ,Q,1.73,1.73,1.73,1.73,1.73,1.70,25,1000,1730.00,
526506,SYSTAMATIX C,T ,Q,30.10,31.05,30.10,30.20,31.05,30.45,4,220,6641.00,
526508,SKS LOG LTD ,T ,Q,7.10,7.45,6.84,7.45,7.45,7.20,12,1910,13148.00,
526512,INTERLINK PE,B ,Q,25.20,25.20,23.05,25.20,25.20,24.00,20,1805,43701.00,
526521,SANGHI IND. ,T ,Q,30.00,30.50,30.00,30.05,30.00,30.00,146,26452,795085.00,
526532,SFPIL       ,T ,Q,91.00,91.00,89.95,91.00,91.00,91.00,14,305,27652.00,
526538,MAXIMAA SYST,B ,Q,2.94,3.19,2.94,3.19,3.19,3.09,6,505,1485.00,
526544,SCANP GEOM  ,B ,Q,21.40,22.25,21.20,21.35,22.20,22.15,103,15403,333948.00,
526546,CHOKSI LABOR,T ,Q,11.50,11.50,11.39,11.39,11.39,11.98,14,450,5136.00,
526550,COUNTRY CLUB,B ,Q,10.58,10.65,10.10,10.18,10.17,10.58,193,102860,1069318.00,
526558,JAMES HOTELS,T ,Q,29.00,29.95,27.50,27.50,27.50,28.55,10,1301,38827.00,
526576,NATH SEEDS  ,T ,Q,9.99,10.13,9.20,9.24,9.20,9.65,95,27757,265169.00,
526582,TPL PLAST   ,B ,Q,189.00,193.90,175.00,178.90,175.00,187.55,362,64689,11847107.00,
526586,WIM PLAST LT,B ,Q,900.00,909.00,810.00,899.50,891.00,875.30,356,5475,4671288.00,
526588,PHOTOQUIP(I),B ,Q,30.10,30.50,29.90,30.10,30.10,30.60,46,6307,189958.00,
526594,B NANJI ENT.,T ,Q,10.20,10.20,10.20,10.20,10.20,10.25,2,100,1020.00,
526596,LIBERTY SHOE,B ,Q,296.00,303.90,292.10,294.55,294.55,294.95,4744,94393,28067845.00,
526598,GUJ.NAR.FLYA,T ,Q,5.82,5.82,5.82,5.82,5.82,5.55,2,100,582.00,
526604,LIPPI SYSTEM,B ,Q,11.42,11.42,11.42,11.42,11.42,10.88,15,14594,166663.00,
526608,ELECTROTHERM,B ,Q,26.45,26.45,25.95,25.95,25.95,26.35,10,300,7885.00,
526610,IN HOU PROD ,Z ,Q,4.91,4.91,4.68,4.91,4.91,4.68,22,3210,15089.00,
526612,BLUE DART EX,B ,Q,3986.00,3999.90,3950.00,3995.70,3995.70,3990.00,54,53,210354.00,
526614,EXPO GAS    ,B ,Q,6.05,6.05,5.99,6.00,6.00,6.00,21,2600,15649.00,
526616,NAT.PLASTIC ,B ,Q,17.25,17.25,15.30,15.50,15.50,15.75,68,1762,27058.00,
526622,MFL INDIA   ,T ,Q,5.80,5.80,5.78,5.78,5.78,6.04,6,200,1159.00,
526628,AJWA FUN WOR,T ,Q,5.89,5.89,5.89,5.89,5.89,6.20,2,500,2945.00,
526640,ROYALE MANOR,T ,Q,9.25,9.25,8.90,9.20,9.20,9.34,17,604,5378.00,
526642,MIRZA INTER ,B ,Q,34.85,34.85,32.50,32.95,32.95,34.45,1852,187178,6270314.00,
526650,TOURISM FINA,B ,Q,34.80,35.10,33.50,33.90,33.85,35.00,145,16827,576827.00,
526652,CALS REF LTD,T ,Q,0.14,0.14,0.13,0.14,0.14,0.14,496,3066802,412604.00,
526654,THAKKERS DEV,B ,Q,151.05,159.00,151.05,154.95,151.05,159.00,8,4,619.00,
526662,RAJDARSHAN  ,B ,Q,8.40,8.40,7.66,7.66,7.66,8.06,4,101,774.00,
526666,BHARTIYA INT,B ,Q,350.00,354.20,330.35,342.40,344.05,346.50,638,11860,4056991.00,
526668,KAMAT HOTELS,T ,Q,83.05,86.60,83.00,86.60,86.60,86.90,14,265,22014.00,
526671,MKEL        ,B ,Q,49.80,49.95,49.75,49.80,49.95,51.55,76,406200,20255900.00,
526677,DSJ COMM.LTD,T ,Q,1.11,1.11,1.11,1.11,1.11,1.06,52,65993,73252.00,
526687,POLO HOTELS ,B ,Q,52.25,52.40,49.80,50.25,50.25,52.40,606,130938,6705439.00,
526689,FENOPLAS.LTD,T ,Q,30.55,30.55,30.55,30.55,30.55,29.10,2,10,305.00,
526691,PRETTO LEATH,T ,Q,0.77,0.77,0.76,0.76,0.76,0.79,14,4700,3573.00,
526703,ECOPLAST LTD,T ,Q,37.00,39.10,37.00,39.10,39.10,37.25,37,7700,299862.00,
526705,ELEGANT MARB,B ,Q,42.80,42.80,42.00,42.00,42.00,42.30,4,200,8480.00,
526707,ALCHEMIST LT,B ,Q,55.70,55.70,54.00,54.00,54.00,55.60,26,2326,127011.00,
526709,BITS LTD.   ,B ,Q,0.37,0.37,0.36,0.36,0.36,0.37,6,2645,976.00,
526717,GOPALA POLY.,T ,Q,24.20,25.65,24.20,25.30,25.65,24.70,44,6753,169022.00,
526721,NICCO PARKS ,T ,Q,15.19,15.19,14.50,14.64,14.98,14.50,59,5976,87861.00,
526723,NTC INDUST  ,B ,Q,15.10,16.20,14.90,15.00,15.40,15.65,51,4263,64138.00,
526725,SANDESH LTD.,B ,Q,365.00,370.00,355.10,355.10,355.10,357.60,77,921,330529.00,
526727,GARNET CONST,B ,Q,13.00,13.00,12.12,12.12,12.12,12.50,6,600,7451.00,
526729,GOLDIAM INT.,B ,Q,36.00,36.45,35.80,36.00,36.00,36.65,24,3725,134277.00,
526731,BRIGHT BROS.,B ,Q,44.00,44.00,42.85,42.85,42.85,44.00,6,150,6542.00,
526735,EXCAST      ,B ,Q,372.05,380.10,363.50,366.55,367.65,371.00,3174,69061,25562174.00,
526737,CORPOR COUR ,T ,Q,10.90,11.14,10.90,10.90,10.90,10.65,66,8892,97867.00,
526739,NARMADA GEL ,B ,Q,244.95,249.00,232.50,232.75,232.75,243.90,108,1148,274172.00,
526747,P.G.FOILS   ,T ,Q,43.70,45.50,43.70,45.45,45.50,46.00,26,4301,194708.00,
526751,GRATEX INDS.,T ,Q,10.00,10.00,10.00,10.00,10.00,10.00,2,200,2000.00,
526753,KRIPIND     ,B ,Q,3.42,3.42,3.42,3.42,3.42,3.48,9,1650,5643.00,
526755,VELAN HOTELS,T ,Q,9.81,9.81,9.80,9.80,9.80,9.45,6,1100,10785.00,
526761,HOWARD HOTEL,B ,Q,8.51,8.70,8.51,8.55,8.55,8.82,9,620,5334.00,
526775,VALIANT COMM,B ,Q,22.65,22.65,20.55,22.00,22.00,21.60,123,39554,888506.00,
526783,DR.AGAR.EYE ,T ,Q,83.45,83.45,80.00,80.00,80.00,81.90,14,29,2337.00,
526785,CREST ANIM  ,Z ,Q,2.94,2.95,2.67,2.80,2.80,2.81,32,17892,51301.00,
526797,GREENPLY IND,B ,Q,859.20,859.20,820.00,826.55,827.00,846.40,114,334,278568.00,
526801,PSL LTD     ,B ,Q,22.00,22.20,21.30,21.55,21.55,22.00,663,82956,1807799.00,
526807,SEAMEC LTD  ,B ,Q,107.85,110.00,104.00,104.90,104.90,108.75,484,8071,860717.00,
526817,CHEVIOT CO. ,B ,Q,385.00,386.00,365.00,379.75,379.75,379.20,287,5096,1904243.00,
526821,DAI-ICHI KAR,B ,Q,106.00,108.40,102.60,104.45,104.45,101.20,1631,91854,9700515.00,
526823,RAJINFRA    ,B ,Q,9.71,9.72,9.71,9.72,9.72,9.26,14,2792,27137.00,
526827,SPICE ISLAND,T ,Q,15.49,15.49,15.39,15.39,15.39,15.00,4,26,402.00,
526829,CONFI PETRO ,T ,Q,2.60,2.75,2.53,2.53,2.56,2.66,212,256410,665817.00,
526839,SHELTER     ,B ,Q,17.75,17.75,17.70,17.70,17.70,17.05,7,257,4555.00,
526841,SHAKTI PRESS,T ,Q,18.80,18.80,18.80,18.80,18.80,18.00,2,2,37.00,
526843,ATLANTADEV  ,T ,Q,11.46,11.46,10.45,11.42,11.42,10.93,6,600,6369.00,
526847,ASHIRWAD STL,T ,Q,4.93,4.93,4.93,4.93,4.93,4.70,2,10,49.00,
526849,BANARAS BEAD,B ,Q,36.95,37.40,36.95,37.00,37.00,35.25,22,3141,116213.00,
526851,AREX IND.   ,T ,Q,26.00,26.00,26.00,26.00,26.00,25.95,4,2,52.00,
526853,BILCARE LTD.,T ,Q,97.20,100.00,94.60,95.45,94.60,99.55,485,35057,3397814.00,
526859,INTER ST.FIN,T ,Q,0.32,0.32,0.31,0.31,0.31,0.32,4,112,34.00,
526861,RISHI LASER ,B ,Q,18.70,18.70,17.50,17.50,17.50,18.70,40,4600,82696.00,
526865,JAINCO PROJ.,T ,Q,4.13,4.13,3.76,3.76,3.76,3.94,38,5026,20747.00,
526871,INTEC CAP   ,B ,Q,99.95,100.05,97.50,99.60,100.00,97.80,43,2657,261771.00,
526873,RAJ.GASES LT,T ,Q,11.45,11.90,11.00,11.88,11.88,11.39,58,1700,20028.00,
526881,FINANC.TEC. ,A ,Q,375.00,384.00,347.60,352.35,352.35,365.75,49156,1373679,501833801.00,
526885,SARLA PER F ,B ,Q,345.00,345.00,340.00,340.00,340.00,350.00,27,214,72771.00,
526891,MARKET CREAT,T ,Q,5.82,5.82,5.28,5.28,5.28,5.55,4,105,559.00,
526893,SRINIVASA HA,B ,Q,73.80,73.80,66.50,67.00,67.00,68.95,16,1703,115806.00,
526899,HIMALAYA INT,B ,Q,19.35,19.35,17.20,17.30,17.30,17.85,226,36364,635514.00,
526917,CHD DEV LTD ,B ,Q,7.82,7.99,7.53,7.64,7.53,7.85,204,158478,1221264.00,
526921,21ST CEN.MGM,T ,Q,7.15,7.50,6.80,7.48,7.50,7.15,19,23545,176166.00,
526927,DION        ,T ,Q,99.95,99.95,99.95,99.95,99.95,105.20,69,6273,626986.00,
526931,HARIYANA SH.,T ,Q,76.00,76.00,70.90,73.40,74.00,74.05,33,1303,94575.00,
526945,TYROON TEA  ,B ,Q,43.75,43.75,38.05,38.90,38.05,41.05,37,305,11980.00,
526947,LA-OPALA RG ,B ,Q,1195.00,1195.00,1126.00,1138.40,1138.40,1154.35,322,1109,1277791.00,
526951,GOLDEN LAMIN,B ,Q,34.75,36.50,34.00,34.80,34.80,35.35,84,29420,1034809.00,
526953,VENUS REMEDI,B ,Q,275.00,275.00,267.20,270.15,270.70,272.25,1588,19049,5158583.00,
526955,ABL BIO-TECH,T ,Q,4.51,4.51,4.51,4.51,4.51,4.30,6,650,2931.00,
526957,UV BOARDS   ,B ,Q,4.40,4.40,4.40,4.40,4.40,4.40,2,1,4.00,
526965,GUJ.CRAFT IN,T ,Q,12.75,12.75,12.73,12.73,12.73,13.38,6,200,2547.00,
526987,URJA GLOBAL ,T ,Q,14.90,15.45,14.90,15.45,15.45,15.60,4,201,2995.00,
527001,ASHAPURA LTD,B ,Q,76.00,76.00,71.25,72.05,72.05,75.50,1515,93647,6797527.00,
530001,GUJ.ALKALI  ,B ,Q,210.20,212.00,200.00,202.45,202.45,210.70,1623,44714,9227175.00,
530005,INDIA CEM.  ,B ,Q,102.75,103.00,95.85,99.20,98.75,103.00,2209,125786,12519677.00,
530007,JK TYRE IND ,B ,Q,321.00,328.40,313.30,320.55,319.00,320.90,5204,133189,42882009.00,
530011,MANGLR.CHEM ,B ,Q,71.70,72.65,70.60,71.05,71.05,71.70,320,20551,1469563.00,
530017,STD.INDUST. ,T ,Q,18.60,18.75,18.35,18.50,18.50,18.70,27,6100,113031.00,
530019,JUBILANT    ,B ,Q,189.35,190.00,178.15,183.65,185.00,189.85,1249,17274,3217384.00,
530023,FORTUNE FIN.,T ,Q,168.00,168.00,165.90,165.90,165.90,169.25,18,1006,167105.00,
530033,MOONBEAM IND,T ,Q,9.95,9.95,9.95,9.95,9.95,10.47,4,200,1990.00,
530035,SANTOSH FINE,T ,Q,4.33,4.33,4.33,4.33,4.33,4.13,8,533,2307.00,
530043,ACKNIT IND  ,B ,Q,36.50,36.50,36.50,36.50,36.50,36.50,14,758,27667.00,
530047,RAISAHEB RCK,B ,Q,46.95,47.70,42.25,47.05,47.40,43.45,103,11877,556307.00,
530053,RREALTY     ,B ,Q,6.44,7.10,6.44,7.10,7.10,6.77,7,3333,21486.00,
530057,IVEE INJECTA,T ,Q,5.20,5.20,5.20,5.20,5.20,4.98,2,20,104.00,
530059,MAHARAJA SHR,T ,Q,110.25,118.50,110.25,110.60,110.25,112.90,39,1873,213239.00,
530063,YASRAJ CONT.,T ,Q,7.79,8.00,7.79,8.00,8.00,8.13,4,56,437.00,
530069,PRO DEV&TEC ,Z ,Q,0.29,0.29,0.28,0.29,0.29,0.28,33,23801,6882.00,
530073,SANGHVI MOVE,T ,Q,159.80,161.80,159.80,161.80,161.80,154.10,110,5887,951853.00,
530075,SELAN EXPLOR,B ,Q,617.00,620.40,587.00,595.05,591.10,619.60,1083,13240,7969385.00,
530077,FRESHTROP FR,B ,Q,38.05,39.15,36.10,38.25,39.15,37.65,351,29732,1113565.00,
530079,FAZE THREE L,T ,Q,7.47,7.50,7.45,7.45,7.45,7.80,10,600,4476.00,
530091,ZYDEN GENTEC,T ,Q,15.34,15.34,15.34,15.34,15.34,15.04,29,3600,55224.00,
530093,ACE INDIA LT,B ,Q,16.30,17.50,16.30,16.30,16.30,17.15,89,7153,119128.00,
530111,RAJ PACKAGIN,B ,Q,22.00,22.00,20.60,20.60,20.60,21.00,5,430,8893.00,
530117,ADIFINCHM   ,B ,Q,225.00,231.10,218.00,229.70,231.10,220.10,359,33169,7578467.00,
530119,NATRAJ PROTE,T ,Q,46.75,46.75,43.90,44.90,44.90,46.20,10,175,7706.00,
530125,SAMRAT PHARM,B ,Q,24.80,28.20,24.80,27.75,28.20,25.65,46,3750,102035.00,
530127,NPR FINANCE ,B ,Q,15.04,15.04,13.63,13.63,13.63,14.34,9,1009,13754.00,
530129,NILE LTD.   ,B ,Q,125.00,125.50,122.05,124.95,124.95,124.35,37,913,113554.00,
530131,UDAIPUR CEME,B ,Q,10.10,10.33,9.75,9.85,9.85,9.97,41,2636,26057.00,
530133,AMCO INDIA L,T ,Q,22.00,22.41,20.30,20.37,20.37,21.35,42,3402,74822.00,
530135,OPTIEMUS    ,B ,Q,37.40,37.45,34.70,37.35,37.45,35.70,329,70393,2613095.00,
530145,KISAN MOULD.,T ,Q,27.00,27.95,25.75,25.75,25.75,27.10,71,7255,189719.00,
530149,KSL & IND.  ,T ,Q,42.00,43.70,41.50,43.70,43.70,41.65,41,3844,162318.00,
530151,VIJAY TEXTIL,B ,Q,10.06,10.66,10.06,10.66,10.66,10.23,14,305,3149.00,
530163,KERALA AYUR ,T ,Q,35.10,35.20,32.20,34.65,34.65,33.65,60,4145,137403.00,
530173,OSCAR GLOBAL,B ,Q,8.66,8.66,8.66,8.66,8.66,8.25,13,5000,43300.00,
530175,ODYSSEY TECH,T ,Q,17.15,18.25,17.15,18.10,18.25,17.89,75,13893,250126.00,
530185,SURAT TEXT. ,B ,Q,1.93,2.00,1.92,1.95,1.95,2.02,84,27762,54350.00,
530187,ATHARV ENT  ,B ,Q,6.40,6.40,6.40,6.40,6.40,6.20,2,200,1280.00,
530191,CHROMATIC IN,B ,Q,4.60,4.98,4.60,4.98,4.98,4.53,634,205502,997563.00,
530199,THEMIS MEDIC,T ,Q,114.80,118.85,110.40,110.40,110.40,116.20,64,2733,308515.00,
530201,KALLAM SPG. ,B ,Q,58.00,59.00,55.00,55.00,55.00,57.20,108,3588,199757.00,
530207,BRAWN BIO   ,B ,Q,5.70,5.70,5.70,5.70,5.70,6.00,8,1300,7410.00,
530219,SHREEYASH   ,B ,Q,13.29,13.29,12.32,12.52,12.32,12.96,50,4650,58276.00,
530233,AURO LAB.   ,B ,Q,8.02,8.02,8.02,8.02,8.02,7.64,9,700,5614.00,
530239,SUVEN LIFE S,B ,Q,112.00,112.20,107.00,108.00,108.00,111.75,2765,126479,13754886.00,
530251,RISA INTL   ,B ,Q,1200.00,1221.00,1200.00,1220.85,1220.00,1212.35,185,12907,15751742.00,
530253,RAJ.TUBE MFG,B ,Q,17.15,17.15,17.15,17.15,17.15,18.05,4,2,34.00,
530255,KAY POW PAP ,B ,Q,18.50,18.75,17.37,17.51,17.51,18.24,837,446631,7890768.00,
530261,ARCUTTI.TEA ,T ,Q,10.45,10.45,10.45,10.45,10.45,11.00,8,18,188.00,
530263,GLOBAL CAP. ,B ,Q,17.45,17.45,16.90,16.95,17.25,17.20,91,8893,151845.00,
530281,QUANTUM DIG.,B ,Q,3.12,3.12,3.12,3.12,3.12,3.28,3,10,31.00,
530289,SP CAPITAL  ,B ,Q,19.00,19.95,18.05,18.40,18.50,19.00,48,3795,71856.00,
530299,KOTHARI PROD,B ,Q,216.25,219.50,213.00,219.50,219.50,220.75,89,1196,258375.00,
530305,PICCADILY AG,B ,Q,42.25,43.50,39.40,41.55,41.55,41.55,434,71561,2989020.00,
530307,CHAMANLAL SE,T ,Q,48.80,49.00,47.70,47.70,47.70,48.75,22,2251,108763.00,
530309,CHANDRA PRAB,B ,Q,16.05,16.90,16.05,16.25,16.25,16.50,10,800,13154.00,
530315,HIND.TIN WRK,B ,Q,57.00,62.50,55.40,59.80,59.50,57.35,118,4164,240873.00,
530317,GODAVARI DRU,B ,Q,8.66,8.66,8.66,8.66,8.66,9.10,2,1,8.00,
530321,UNIMIN INDIA,T ,Q,1.48,1.48,1.47,1.47,1.47,1.49,6,200,295.00,
530323,ERA INFRA   ,B ,Q,22.20,23.00,21.70,21.75,21.70,22.80,410,40590,888028.00,
530331,PREMCO GLOB.,T ,Q,108.30,108.30,98.00,101.40,98.00,103.15,37,1761,180513.00,
530333,EMGEE CABLES,T ,Q,4.24,4.24,4.24,4.24,4.24,4.04,2,100,424.00,
530341,MUKESH BABU ,B ,Q,24.30,24.30,24.30,24.30,24.30,27.00,4,150,3645.00,
530343,GENUS POWER ,B ,Q,25.45,25.45,23.30,24.30,24.30,24.50,262,35207,839824.00,
530355,ASIAN OILFIE,B ,Q,53.75,53.75,50.20,50.65,50.65,52.80,146,8586,434510.00,
530357,KBS INDIA   ,B ,Q,8.17,8.17,8.17,8.17,8.17,8.60,2,400,3268.00,
530363,UGAR SUGAR  ,T ,Q,12.45,12.50,12.10,12.50,12.50,12.60,70,13290,164602.00,
530365,ORIENTBELL  ,T ,Q,85.00,85.85,82.00,84.00,84.00,83.85,45,5576,468073.00,
530367,NRB BEARINGS,B ,Q,88.20,89.30,85.00,85.70,85.70,88.95,1432,41374,3585332.00,
530369,VAMSHI RUBB.,T ,Q,22.50,23.00,22.25,22.30,23.00,23.40,6,210,4705.00,
530377,NILA INFRA. ,B ,Q,3.56,3.75,3.54,3.69,3.64,3.58,159,112281,416010.00,
530381,PETRON ENGG.,B ,Q,163.00,166.00,163.00,166.00,166.00,165.30,10,1150,187625.00,
530389,GEEFCEE FIN.,B ,Q,50.00,50.00,50.00,50.00,50.00,49.50,2,50,2500.00,
530393,DB INT.ST.BR,B ,Q,65.65,65.75,65.60,65.75,65.75,65.80,556,24050,1579964.00,
530401,VINYOFLEX LT,T ,Q,8.77,8.77,8.43,8.77,8.77,8.60,15,1486,12603.00,
530403,VALLABH POLY,B ,Q,16.95,16.95,16.95,16.95,16.95,16.15,7,1500,25425.00,
530405,JINDAL CAP. ,T ,Q,7.35,7.35,7.35,7.35,7.35,7.40,2,50,367.00,
530407,EPIC ENERGY ,T ,Q,10.80,10.80,10.39,10.39,10.39,10.93,33,4933,51437.00,
530419,SUMEDHA FISC,T ,Q,17.00,17.75,16.60,16.95,16.60,17.25,15,885,15135.00,
530421,KUWER INDS. ,T ,Q,38.00,38.00,38.00,38.00,38.00,36.20,2,1,38.00,
530427,CHOKSI IMAG ,T ,Q,16.35,16.35,16.35,16.35,16.35,17.20,2,300,4905.00,
530429,ASHISH POLY.,T ,Q,4.35,4.35,4.35,4.35,4.35,4.57,2,10,43.00,
530431,ADOR FONTECH,B ,Q,102.85,106.75,102.10,102.55,102.10,105.15,120,7529,779934.00,
530433,SHIVA FERT. ,B ,Q,18.30,18.90,17.60,17.80,18.40,19.00,120,6879,124612.00,
530435,NOESISIND   ,T ,Q,1.19,1.19,1.19,1.19,1.19,1.25,48,53331,63463.00,
530441,MAHANIVESH I,T ,Q,99.00,99.00,99.00,99.00,99.00,98.00,2,50,4950.00,
530443,KIRAN SYNTEX,B ,Q,5.10,5.10,5.10,5.10,5.10,5.33,2,100,510.00,
530445,SUMERU IND  ,T ,Q,0.52,0.52,0.52,0.52,0.52,0.54,6,600,312.00,
530459,VALSON INDUS,T ,Q,14.70,15.70,14.70,15.50,15.70,15.00,23,4851,73544.00,
530461,SABOO SODIUM,B ,Q,8.20,8.20,7.74,8.02,8.02,8.60,62,9501,74776.00,
530475,TINNARUBR   ,T ,Q,41.55,41.55,37.65,41.50,41.50,39.60,21,584,23529.00,
530477,VIKRAM THERM,B ,Q,73.90,73.90,67.55,69.60,69.60,71.25,142,7851,542633.00,
530479,ATLINFRA    ,T ,Q,5.70,5.80,5.50,5.75,5.75,5.58,15,56243,313759.00,
530497,MARVEL CAPIT,B ,Q,6.79,6.79,6.18,6.18,6.18,6.50,22,1823,11360.00,
530499,A.K.CAPITAL ,B ,Q,245.00,261.00,245.00,258.80,259.50,261.10,60,1616,413849.00,
530505,UPPER GANGES,B ,Q,45.75,48.45,45.60,46.20,48.40,48.00,28,441,20265.00,
530513,ACCURATE TRA,T ,Q,53.95,54.00,53.95,54.00,54.00,56.75,6,300,16195.00,
530517,RELAXO FOOT.,B ,Q,393.95,400.00,390.30,394.35,395.95,395.00,217,1467,578087.00,
530519,INTERFACE FN,T ,Q,0.64,0.64,0.58,0.58,0.58,0.61,4,560,354.00,
530521,VIRAT INDUS.,B ,Q,48.00,48.85,42.20,42.55,42.55,47.80,119,4355,191024.00,
530533,TERAI TEA CO,B ,Q,65.95,65.95,65.95,65.95,65.95,67.55,6,7,461.00,
530543,MARG LTD    ,B ,Q,16.00,16.50,15.65,15.85,15.80,16.15,62,8235,131643.00,
530545,COSCO INDIA ,B ,Q,69.00,71.85,69.00,71.85,71.85,68.75,4,55,3809.00,
530549,SHILPA MEDIC,B ,Q,491.00,498.00,482.55,491.60,490.00,490.85,218,1195,586599.00,
530555,PARAMOUNT CO,T ,Q,3.00,3.28,2.98,2.98,2.98,3.13,55,17300,53324.00,
530561,RADGLOBAL   ,B ,Q,6.08,6.08,6.08,6.08,6.08,6.20,4,250,1520.00,
530565,ARCHANA SOFT,T ,Q,1.45,1.45,1.45,1.45,1.45,1.39,2,200,290.00,
530571,EXPLICIT FIN,B ,Q,4.99,4.99,4.99,4.99,4.99,4.90,2,50,249.00,
530579,GOLDEN GOEN ,B ,Q,7.99,8.00,7.52,7.99,7.86,7.50,60,507976,4028452.00,
530585,SWASTIK INV ,T ,Q,38.30,42.00,38.30,42.00,42.00,40.00,54,1645,68546.00,
530589,PRIMA PLASTI,B ,Q,21.85,21.85,20.00,20.05,21.20,20.90,52,1006,20728.00,
530605,GSL NOVA    ,T ,Q,1.70,1.70,1.70,1.70,1.70,1.70,2,1000,1700.00,
530609,CARNATION IN,B ,Q,24.05,24.05,23.50,23.55,23.50,22.95,86,10721,257645.00,
530611,STURDY INDS ,T ,Q,1.74,1.74,1.74,1.74,1.74,1.83,15,7000,12180.00,
530621,AKAR TOOLS L,T ,Q,25.40,25.40,25.30,25.30,25.30,24.25,4,2,50.00,
530643,ECORECO     ,B ,Q,25.25,25.25,25.25,25.25,25.25,24.60,2,5,126.00,
530651,SOFT INF SOL,B ,Q,7.14,7.14,7.14,7.14,7.14,6.80,3,35,249.00,
530655,GOOD LUCK ST,T ,Q,59.90,59.95,56.60,59.75,59.95,59.00,156,71657,4264964.00,
530657,GLOBAL SEC. ,T ,Q,4.16,4.35,3.95,4.30,4.30,4.15,17,2630,11144.00,
530663,GOYAL ASSO. ,T ,Q,0.23,0.23,0.22,0.22,0.22,0.23,4,1000,220.00,
530665,ZENITH HEALT,T ,Q,0.72,0.72,0.72,0.72,0.72,0.72,12,400,288.00,
530677,SUPREME HO  ,T ,Q,17.95,17.95,17.95,17.95,17.95,17.35,2,10,179.00,
530689,LYKISLTD    ,T ,Q,42.30,42.45,41.00,42.45,42.45,40.45,81,8111,341668.00,
530695,PRIME PROP  ,B ,Q,18.85,19.40,18.10,18.40,18.50,18.50,38,5750,108470.00,
530699,RAJRAYON    ,T ,Q,0.45,0.48,0.45,0.48,0.48,0.46,10,15005,6902.00,
530701,KDJHRL      ,T ,Q,77.70,77.70,77.70,77.70,77.70,76.80,2,50,3885.00,
530703,INFO-DRIVE S,B ,Q,7.31,7.31,6.64,7.26,7.26,6.97,339,104521,750822.00,
530705,FLORA TEXTIL,T ,Q,12.69,12.69,12.69,12.69,12.69,13.35,2,100,1269.00,
530707,AFTEK LTD   ,T ,Q,6.49,6.49,6.06,6.35,6.35,6.37,170,83528,525103.00,
530713,AJEL        ,T ,Q,3.70,3.70,3.70,3.70,3.70,3.55,2,1,3.00,
530715,ALPS INDS.  ,T ,Q,1.87,1.99,1.86,1.86,1.86,1.95,36,6840,13127.00,
530719,IKF FINANCE ,T ,Q,16.25,16.50,16.25,16.50,16.50,16.25,6,1400,22825.00,
530721,ANGIND      ,T ,Q,14.60,14.90,14.10,14.90,14.90,14.60,8,202,2876.00,
530723,ASIT C FIN  ,T ,Q,45.20,45.20,45.20,45.20,45.20,44.35,2,50,2260.00,
530743,GEI IND SYS ,B ,Q,29.65,31.85,29.55,30.55,31.45,30.85,30,3560,109919.00,
530745,LNIND       ,T ,Q,4.10,4.10,4.00,4.00,4.00,4.00,160,5248,21209.00,
530747,INDO ASN.FIN,T ,Q,4.16,4.16,4.16,4.16,4.16,4.24,5,1000,4160.00,
530759,STERL.TOOLS ,B ,Q,250.00,250.00,236.00,238.00,236.00,245.40,15,326,79800.00,
530763,SUNBRIGHT   ,T ,Q,14.44,14.44,14.44,14.44,14.44,15.20,68,49501,714794.00,
530769,VENUS UNIVER,T ,Q,0.68,0.68,0.68,0.68,0.68,0.71,6,2201,1496.00,
530771,KLG CAPITAL ,B ,Q,39.00,39.00,39.00,39.00,39.00,37.15,2,1,39.00,
530773,IVRCL LTD   ,B ,Q,22.60,22.95,21.50,21.55,21.55,22.60,2088,491834,10779257.00,
