SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1047.00,1070.00,1027.35,1041.10,1041.00,1049.15,1880,9232,9650563.00,
500003,AEGIS LOGIS ,B ,Q,286.00,294.05,284.00,284.60,284.60,288.50,2052,21083,6045111.00,
500008,AMAR RAJA BA,A ,Q,495.00,498.00,480.00,493.65,493.65,494.85,875,10658,5243194.00,
500009,A.SARABHAI  ,T ,Q,4.00,4.30,4.00,4.12,4.12,4.16,25,4351,17992.00,
500010,HDFC        ,A ,Q,1037.00,1075.60,1037.00,1064.35,1064.35,1035.45,7723,623621,656748006.00,
500012,ANDHRA PETRO,B ,Q,9.10,9.34,8.92,9.00,9.00,9.07,186,43075,393464.00,
500013,ANSAL INFRAS,B ,Q,40.35,41.00,38.95,39.15,39.15,40.95,595,56436,2227334.00,
500014,APPLE FINANC,T ,Q,2.41,2.59,2.41,2.49,2.46,2.53,18,2030,5029.00,
500020,BOM DYEING  ,B ,Q,74.70,75.45,71.10,72.75,72.75,75.75,6919,511792,37421676.00,XD
500023,ASIANHOTNR  ,B ,Q,164.50,164.50,157.15,160.35,158.50,164.50,24,709,114720.00,
500024,ASSAMCO     ,B ,Q,5.80,5.82,5.51,5.64,5.64,5.72,454,238356,1343272.00,
500027,ATUL LTD.   ,B ,Q,1327.45,1342.00,1203.00,1229.55,1210.00,1306.70,9322,56945,71915625.00,
500028,ATV PROJECTS,T ,Q,3.90,4.00,3.77,3.81,3.81,3.95,61,7606,28991.00,
500029,AUTOLITE(I) ,B ,Q,25.25,26.50,25.20,25.40,25.40,25.95,31,8301,214200.00,
500031,BAJAJ ELECT.,B ,Q,333.00,334.50,320.30,324.55,324.55,332.35,1514,14090,4583739.00,
500032,BAJAJHIND.LT,B ,Q,26.45,26.45,25.00,25.35,25.35,26.70,2216,398441,10215221.00,
500033,FORCE MOTR  ,B ,Q,552.00,555.00,525.20,531.95,531.95,550.90,3923,75375,40545049.00,
500034,BAJFINANCE  ,A ,Q,2300.00,2318.90,2230.00,2286.75,2290.00,2280.25,488,1291,2961914.00,
500038,BALRAM.CHINI,B ,Q,79.40,79.40,75.55,76.05,76.05,80.70,1166,71885,5554147.00,
500039,BANCO PROD. ,B ,Q,135.35,139.45,132.85,135.55,135.55,138.70,998,29259,3977353.00,
500040,CENTURY TEXT,A ,Q,639.70,643.35,586.40,600.25,600.25,638.80,19787,465847,282227327.00,
500041,BANNARI AMAN,B ,Q,965.00,990.00,955.00,955.55,958.10,967.00,26,430,417608.00,
500042,BASF INDIA  ,B ,Q,858.35,870.30,849.00,855.00,855.00,859.70,424,1279,1100337.00,
500043,BATA INDIA  ,A ,Q,1316.00,1323.10,1285.00,1293.15,1293.15,1318.05,927,9679,12612242.00,
500046,BEST&CROMPT.,T ,Q,5.88,5.88,5.88,5.88,5.88,6.18,3,300,1764.00,
500048,BEML LTD    ,T ,Q,657.00,657.00,632.60,635.45,635.45,652.70,821,11250,7216725.00,
500049,BHARAT ELECT,A ,Q,1837.35,1841.70,1784.85,1796.85,1796.85,1836.35,1558,6264,11339825.00,
500051,BHAG GAS    ,Z ,Q,1.38,1.38,1.38,1.38,1.38,1.45,4,200,276.00,
500052,BHANSALI ENG,B ,Q,20.80,20.80,19.45,20.30,20.30,20.25,62,6452,127960.00,
500055,BHUSH STEEL ,A ,Q,396.50,396.95,392.45,394.70,394.70,394.65,546,31900,12584589.00,
500057,ABCIL       ,B ,Q,206.40,208.00,200.05,202.70,202.70,204.90,266,3269,665146.00,
500058,BIHAR SPONGE,T ,Q,4.22,4.25,4.05,4.23,4.23,4.05,28,5220,21780.00,
500059,BINANI IND. ,B ,Q,124.80,124.80,113.35,114.65,114.65,119.30,1354,86109,9958869.00,
500060,BIRLA ERIC. ,T ,Q,63.50,67.95,63.50,66.25,66.00,66.05,220,23023,1527907.00,
500067,BLUE STAR   ,B ,Q,299.50,302.55,290.55,292.20,292.20,298.00,404,2794,827888.00,
500068,DISA INDIA  ,B ,Q,3353.00,3430.00,3250.00,3417.45,3414.95,3408.90,22,115,377121.00,
500069,BNK CAPITAL ,B ,Q,23.50,23.50,23.50,23.50,23.50,25.50,2,72,1692.00,
500074,BPL LTD.    ,B ,Q,16.30,17.35,16.30,16.75,16.75,16.75,282,40807,687072.00,
500078,CAMPH.& ALL ,B ,Q,296.00,296.00,282.35,290.05,290.65,296.75,284,9556,2741873.00,
500083,CENTURY EXT ,T ,Q,1.79,1.79,1.78,1.79,1.79,1.79,20,12521,22408.00,
500084,CESC LTD.   ,A ,Q,653.05,656.40,636.10,640.45,640.45,656.85,1815,20992,13525181.00,
500085,CHAMBAL FERT,B ,Q,57.15,57.85,55.60,55.90,55.90,57.35,1606,119960,6772208.00,
500086,EXIDE IND.  ,A ,Q,159.75,163.00,158.50,159.75,159.75,160.05,6557,381690,61404923.00,
500087,CIPLA LTD.  ,A ,Q,440.00,445.95,439.30,444.70,444.70,439.30,3710,116256,51550036.00,
500089,DIC INDIA   ,B ,Q,472.00,472.10,471.10,472.10,472.10,471.85,6,35,16516.00,
500092,CRISIL LTD  ,A ,Q,1869.95,1887.00,1861.00,1876.80,1879.00,1863.30,262,1117,2097429.00,
500093,CROMPT.GREAV,A ,Q,204.15,204.15,190.50,192.95,192.95,202.45,12159,569981,111527755.00,
500095,WYETH LTD.  ,B ,Q,946.55,1005.00,928.00,933.60,935.00,936.25,447,2642,2488542.00,
500096,DABUR (I)   ,A ,Q,195.05,200.25,194.90,199.35,199.35,194.95,5163,182061,36042795.00,
500097,DALMIASUG   ,B ,Q,23.10,23.50,23.05,23.40,23.05,22.90,22,820,18977.00,
500101,ARVIND Ltd  ,B ,Q,232.70,233.00,216.00,218.40,218.40,232.30,11393,330058,73427494.00,
500102,BALARPUR IND,B ,Q,17.75,17.80,16.95,17.20,17.20,17.80,1864,396935,6845532.00,
500103,BHEL        ,A ,Q,237.70,237.70,222.75,226.85,226.85,236.35,15758,757772,172458407.00,
500104,HIND.PETRO  ,A ,Q,393.50,396.80,382.25,384.35,384.35,393.10,4632,122059,47554696.00,
500106,IFCI LTD    ,A ,Q,38.80,39.10,36.05,37.10,37.10,38.60,7489,2408862,90355119.00,
500108,MAHA.TELE   ,B ,Q,33.75,33.75,31.35,31.80,31.80,33.50,3795,666163,21452742.00,
500109,MRPL        ,A ,Q,67.85,68.00,65.85,66.05,66.00,67.70,1055,65974,4394264.00,
500110,CHENNAI PET.,B ,Q,87.90,88.20,84.55,84.95,84.95,87.85,1377,72513,6233296.00,
500111,REL.CAP.    ,A ,Q,615.00,617.00,585.00,588.80,588.80,613.95,31261,861450,513815642.00,
500112,STATE BANK  ,A ,Q,2551.00,2566.00,2486.20,2501.20,2501.20,2555.75,19542,215176,542611095.00,
500113,STEEL AUTH. ,A ,Q,91.00,91.90,86.05,87.45,87.45,90.25,9041,803733,71240643.00,
500114,TITAN       ,A ,Q,336.00,336.00,330.00,332.65,332.65,336.05,2050,75698,25176985.00,
500116,IDBI BANK L ,A ,Q,93.00,93.30,89.25,90.20,90.20,92.95,5367,420784,38342645.00,
500117,DCW LTD.    ,B ,Q,26.10,26.10,24.90,25.10,25.10,26.05,1720,292258,7366068.00,
500119,DHAMPUR SUGA,B ,Q,59.05,59.50,57.35,57.80,57.80,59.70,353,20658,1196824.00,
500120,DIAMINES&CHM,B ,Q,39.45,39.50,35.15,35.95,35.50,38.10,107,10072,373686.00,
500123,ELANTAS     ,B ,Q,709.00,709.00,681.25,684.80,690.00,707.70,183,2198,1523378.00,
500124,DR.REDDY'S  ,A ,Q,2700.00,2771.00,2695.10,2745.85,2745.85,2710.55,5330,27837,76367824.00,
500125,E.I.D.PAR   ,B ,Q,198.30,198.45,192.00,195.85,195.85,197.45,1053,16887,3286975.00,
500126,MERCK LTD   ,B ,Q,728.80,728.80,708.00,710.70,709.00,719.65,369,2231,1596827.00,
500128,ELEC.CASTING,B ,Q,31.05,31.40,29.35,29.90,29.90,30.85,1570,222690,6727052.00,
500132,EMPEE SUGARS,T ,Q,5.72,5.72,5.68,5.69,5.70,5.97,26,13247,75400.00,
500133,ESAB INDIA  ,T ,Q,627.00,630.00,610.00,610.00,610.00,627.15,24,253,155548.00,
500134,ESSAR OIL   ,A ,Q,108.00,108.80,107.55,108.45,108.45,107.90,2275,198332,21444609.00,
500135,ESSEL PROP  ,B ,Q,113.35,113.35,110.40,111.10,111.10,112.00,919,31354,3492067.00,
500136,ESTER INDUS.,T ,Q,21.55,21.95,20.80,21.50,21.50,21.85,69,14127,299718.00,
500139,FEDDER.LLYOD,B ,Q,80.95,81.80,75.90,77.85,77.60,80.50,959,42416,3318656.00,
500141,FERRO ALLOYS,B ,Q,8.70,8.70,8.26,8.62,8.61,8.45,201,45089,385422.00,
500142,FGP LTD.    ,T ,Q,3.17,3.17,3.17,3.17,3.17,3.33,4,110,348.00,
500144,FINOL. CABLE,B ,Q,203.35,214.25,203.35,206.15,206.15,203.20,3756,102500,21482749.00,
500145,FIRST LEASIN,Z ,Q,12.85,13.50,12.80,13.30,13.40,13.45,85,9421,123147.00,
500147,CMI FPE     ,B ,Q,494.05,525.00,494.05,522.95,524.00,500.00,50,630,319819.00,
500148,UFLEX LTD   ,B ,Q,137.95,138.00,127.75,129.40,129.40,137.00,3574,170297,22530055.00,
500150,FOSECO INDIA,B ,Q,740.00,754.90,707.50,730.95,729.90,750.35,146,564,414280.00,
500151,GOLDEN TOB  ,B ,Q,22.30,22.50,21.70,21.85,21.70,22.70,36,1856,40715.00,
500153,GANESH BENZO,B ,Q,6.00,6.00,5.70,5.70,5.70,5.86,20,6101,36603.00,
500155,GARDEN SILK ,B ,Q,51.90,52.00,47.35,47.65,47.65,49.15,2930,161942,8044472.00,
500159,METROGLOBL  ,B ,Q,54.00,55.00,49.80,51.65,51.65,54.45,75,2744,142670.00,
500160,GTL LTD.    ,B ,Q,23.25,23.25,22.00,22.10,22.10,23.05,407,29436,657985.00,
500162,PARRYSUGR   ,T ,Q,22.70,24.00,22.65,24.00,24.00,23.00,11,608,14321.00,
500163,GODFREY PH  ,B ,Q,2693.95,2693.95,2657.50,2672.80,2676.00,2674.65,156,457,1220332.00,
500164,GODREJ IND  ,A ,Q,348.00,351.85,335.00,340.00,339.05,346.45,3687,80999,27785316.00,
500165,KANSAI NERO ,B ,Q,1620.00,1620.00,1563.00,1576.60,1570.00,1631.15,323,760,1204214.00,
500166,GOODRICKE   ,B ,Q,176.75,178.45,170.50,171.45,171.45,177.00,734,21978,3808884.00,
500168,GOODYEAR (I),B ,Q,574.90,579.30,542.00,548.30,548.30,570.35,694,12068,6704839.00,
500170,GTN INDUS   ,T ,Q,13.50,13.51,13.50,13.51,13.51,14.05,5,514,6939.00,
500171,GHCL LTD    ,B ,Q,60.00,60.00,56.00,57.00,57.00,59.80,3219,207340,11966412.00,
500173,GUJ.FLOURO  ,B ,Q,534.40,535.75,529.35,533.65,533.65,536.00,752,6561,3496907.00,
500174,GUJ.LEASE   ,T ,Q,2.52,2.77,2.52,2.77,2.77,2.65,21,1862,4800.00,
500179,HCL INFOSYS ,B ,Q,78.65,82.40,76.70,79.40,79.40,78.75,29064,2660374,211946584.00,
500180,HDFC BANK   ,A ,Q,845.00,849.50,834.00,835.50,835.50,842.20,6075,245488,206614640.00,
500182,HEROMOTOCO  ,A ,Q,2537.00,2584.00,2537.00,2574.95,2574.95,2536.30,3148,17833,45718524.00,
500183,HIMACHAL FUT,B ,Q,16.30,16.30,15.30,15.30,15.30,16.10,1055,526140,8130874.00,
500184,HIMADRI CHEM,B ,Q,28.40,28.55,27.20,27.35,27.35,28.60,199,25711,709053.00,
500185,HIND.CONSTN.,B ,Q,38.50,39.55,37.20,37.65,37.65,38.55,2984,488413,18733552.00,
500186,HIND.OIL EXP,B ,Q,58.00,58.40,54.85,55.20,55.20,57.75,4701,315652,17755559.00,
500187,HSIL        ,T ,Q,255.00,255.95,242.00,242.75,242.75,254.70,298,13646,3325003.00,
500188,HINDUS.ZI   ,A ,Q,168.35,168.70,161.15,162.95,162.95,168.45,5288,284406,46467111.00,
500189,HINDUJA VENT,B ,Q,326.00,330.90,320.00,321.65,321.65,327.35,626,7424,2419511.00,
500191,HMT LTD.    ,B ,Q,47.35,47.65,44.80,45.85,45.85,47.35,1047,75167,3469382.00,
500192,PRAG BOSIMI ,T ,Q,3.25,3.59,3.25,3.55,3.55,3.42,30,7551,24683.00,
500193,HOTEL LEELA.,B ,Q,26.25,26.25,24.70,24.90,24.90,25.95,765,128809,3224629.00,
500199,I.G.PETRO   ,T ,Q,63.25,64.10,61.65,62.60,63.45,64.85,152,16903,1067392.00,
500201,IND.GLYCOLS ,B ,Q,134.40,134.40,126.75,128.25,128.25,132.40,1309,36789,4769048.00,
500202,IND.LEAS.DEV,T ,Q,5.38,5.38,5.38,5.38,5.38,5.65,2,1,5.00,
500207,INDO RAMA   ,B ,Q,25.20,25.20,23.75,23.75,23.75,24.10,129,16476,396071.00,
500209,INFOSYS LTD ,A ,Q,3382.00,3390.00,3306.00,3352.35,3352.35,3378.25,6700,38951,130292317.00,
500210,INGERSOLL   ,B ,Q,597.60,597.60,558.15,560.80,560.80,591.55,666,7601,4330632.00,
500211,INSILCO LTD.,T ,Q,13.45,13.45,13.05,13.05,13.05,13.45,48,5130,67268.00,
500213,INTER.TRAVEL,B ,Q,233.15,239.20,227.40,230.25,233.00,235.65,121,2922,676317.00,
500214,ION EXCHANGE,T ,Q,168.10,169.00,159.10,160.30,160.00,167.45,145,8313,1348615.00,
500215,AGRO TECH FO,B ,Q,565.20,566.00,552.00,555.20,555.20,560.80,175,2368,1315645.00,
500219,JAIN IRRIG  ,A ,Q,104.95,106.30,99.80,101.70,101.70,105.40,9349,646581,66381522.00,
500222,JCT ELECTRON,T ,Q,0.67,0.67,0.62,0.64,0.64,0.64,102,13242,8491.00,
500223,JCT LTD     ,T ,Q,2.67,2.75,2.65,2.70,2.67,2.66,134,79967,214763.00,
500227,JINDAL POLYF,B ,Q,266.25,274.00,256.10,260.05,260.05,264.45,5656,116540,30999028.00,
500228,JSWSL       ,A ,Q,1223.00,1232.60,1161.80,1178.45,1178.45,1220.80,7869,77766,92351000.00,
500231,UMANG DAIR  ,B ,Q,59.25,60.65,57.55,57.55,57.55,60.55,164,21115,1229630.00,
500233,KAJARIA CER.,B ,Q,612.00,622.50,610.00,620.00,620.10,609.80,845,10382,6401908.00,
500234,KAKATIYA CEM,B ,Q,119.00,119.00,108.00,112.40,112.40,119.10,425,7649,864649.00,
500235,KALYANI STEL,B ,Q,110.95,112.40,105.00,105.75,105.75,110.40,3521,113389,12239594.00,
500236,KANELIND    ,T ,Q,8.57,8.97,8.57,8.71,8.85,9.02,23,49893,429023.00,
500238,WHIRLPOOL   ,B ,Q,339.65,340.00,332.60,339.60,332.60,341.60,493,2826,955163.00,
500239,KG DENIM    ,B ,Q,21.65,21.65,20.20,20.30,20.30,21.75,322,57105,1187124.00,
500240,KINETIC ENG.,B ,Q,43.10,51.50,43.10,46.15,46.15,43.50,114,10512,469169.00,
500241,KIRL.BROS.  ,B ,Q,300.60,304.75,293.00,301.55,301.55,300.55,259,7918,2375617.00,
500243,KIRL INDUS  ,B ,Q,377.00,377.00,375.60,377.00,377.00,383.05,10,75,28265.00,
500245,KIRL.FERROUS,T ,Q,42.75,43.20,42.00,42.20,42.30,42.00,468,91059,3846167.00,
500246,ENVAIN ELECT,B ,Q,18.40,18.40,18.40,18.40,18.40,17.85,2,5,92.00,
500247,KOTAK MAH.BK,A ,Q,935.00,952.40,935.00,943.75,943.75,938.70,3491,56700,53516893.00,
500248,MAVI IND    ,T ,Q,15.20,15.20,15.20,15.20,15.20,14.54,2,1,15.00,
500249,KSB PUMPS   ,B ,Q,526.00,544.70,520.00,537.85,537.85,510.15,1163,7799,4176550.00,
500250,L.G.BALKRISH,B ,Q,434.95,441.00,427.10,438.60,438.60,440.85,381,2874,1246553.00,
500251,TRENT LTD.  ,B ,Q,1265.00,1270.00,1231.00,1242.20,1231.00,1254.55,602,2293,2841652.00,
500252,LAKSHMI MACH,B ,Q,3805.35,3855.50,3775.00,3804.25,3804.25,3818.60,461,663,2522775.00,
500253,LIC HOUS.FIN,A ,Q,312.80,313.35,292.80,296.35,296.35,311.60,18433,695498,209882135.00,
500254,UTTAMVALUE  ,B ,Q,8.40,8.48,7.96,8.07,8.07,8.38,338,298692,2475249.00,
500255,LML LTD.    ,B ,Q,6.40,6.40,5.94,6.02,6.12,6.23,411,83494,506198.00,
500256,LOK.HOUS&CON,B ,Q,15.05,15.35,14.05,14.45,14.45,15.30,343,43279,635351.00,
500257,LUPIN LTD.  ,A ,Q,1094.00,1133.50,1094.00,1128.85,1128.85,1093.65,7868,135610,150914379.00,
500259,LYKA LABS   ,B ,Q,16.50,16.55,15.80,16.50,16.30,16.50,91,9697,157543.00,
500260,RAMCOCEM    ,A ,Q,281.00,286.60,267.00,282.45,282.45,284.10,2190,27644,7560264.00,
500264,MAFATLAL IND,B ,Q,153.50,157.00,153.50,155.55,155.25,157.75,69,2460,385511.00,
500265,MAH.SEAMLESS,B ,Q,321.00,323.80,309.30,310.30,310.30,319.00,528,8928,2777200.00,
500266,MAH.SCOOTER ,B ,Q,699.00,705.00,691.05,695.00,705.00,699.15,319,2219,1543861.00,
500267,MAJESTIC AUT,T ,Q,63.80,63.80,60.75,60.75,60.75,63.90,20,1110,67588.00,
500268,MANALI PETRO,B ,Q,11.85,12.17,11.81,11.95,11.95,11.95,604,77793,930338.00,
500271,MAX INDIA   ,A ,Q,323.40,323.40,314.20,320.60,320.60,322.35,4400,94936,30323806.00,
500277,MID INDIA IN,T ,Q,0.88,0.96,0.88,0.96,0.96,0.92,4,425,376.00,
500279,MIRC ELECT  ,B ,Q,7.09,7.09,7.09,7.09,7.09,6.76,96,171856,1218459.00,
500280,CENTURY ENKA,B ,Q,186.90,186.90,172.25,173.95,173.95,196.35,3614,124135,22120705.00,
500284,LORDS CHLORO,T ,Q,29.00,29.00,26.30,26.30,26.30,27.65,4,5,134.00,
500285,SPICEJET LTD,B ,Q,17.40,17.40,16.50,16.65,16.65,17.35,5847,2985179,50130510.00,
500288,MOREPEN LAB.,B ,Q,4.85,4.85,4.46,4.52,4.52,4.66,208,281377,1299080.00,
500290,MRF LTD.    ,A ,Q,23945.00,24000.00,23365.00,23736.20,23736.20,23872.05,1200,1214,28796773.00,
500292,HEIDEL CEM  ,B ,Q,62.30,63.25,58.65,59.60,59.60,61.70,1131,99200,6027602.00,
500294,NCC         ,B ,Q,72.55,72.55,69.00,69.60,69.60,72.10,2126,130809,9209393.00,
500295,SSLT        ,A ,Q,297.95,298.30,287.75,292.25,292.25,298.15,10020,539791,157311484.00,
500296,NAHAR SPG.  ,T ,Q,145.25,145.75,138.50,141.90,143.00,145.05,259,19438,2734414.00,
500298,NAT.PEROXIDE,B ,Q,597.00,597.95,577.15,593.00,595.00,604.35,178,1564,922164.00,XD
500300,GRASIM IND. ,A ,Q,3326.00,3351.60,3280.00,3287.80,3287.80,3321.75,1678,6364,21045692.00,
500301,NEPC INDIA  ,T ,Q,4.55,4.60,4.28,4.28,4.28,4.50,63,17710,76523.00,
500302,PEL         ,A ,Q,630.00,645.00,617.00,622.80,622.80,638.40,1191,12711,7946575.00,
500303,ADI BIR NUVO,A ,Q,1424.90,1424.90,1372.55,1397.25,1397.25,1426.15,1486,11212,15643728.00,
500304,NIIT LTD.   ,T ,Q,47.00,47.80,45.05,45.05,45.05,47.40,512,90898,4128743.00,
500306,JAYKAY      ,B ,Q,2.95,2.95,2.79,2.79,2.94,2.84,39,4618,13099.00,
500307,NIRLON      ,B ,Q,120.00,123.50,117.00,122.05,122.00,118.75,580,55149,6694103.00,
500310,NOVAPAN IND.,B ,Q,45.00,45.00,40.00,41.35,42.95,41.05,60,1681,69134.00,
500312,ONGC CORPN  ,A ,Q,406.00,407.40,399.20,400.90,400.90,404.90,7197,212696,85621731.00,
500313,OIL COUNTRY ,B ,Q,56.20,56.60,53.20,53.90,53.90,56.75,836,31352,1713777.00,
500314,ORIENT HOTEL,B ,Q,22.20,23.35,22.20,23.35,23.35,22.70,8,1051,23390.00,
500315,ORINTAL BANK,A ,Q,290.35,292.30,275.15,280.50,280.50,288.95,4901,150716,42619235.00,
500317,OSWAL AGRO. ,B ,Q,14.30,14.50,13.90,14.00,14.00,14.40,150,24257,340318.00,
500318,OSWAL SPG(P),T ,Q,2.29,2.29,2.15,2.15,2.15,2.19,74,1036,2228.00,
500322,PANYAM CEMEN,T ,Q,39.65,39.65,39.65,39.65,39.65,38.00,2,100,3965.00,
500325,RELIANCE    ,A ,Q,1040.00,1041.85,1008.00,1021.75,1021.75,1040.75,21377,312250,319238089.00,
500327,PEACOCK IND.,T ,Q,9.00,9.04,8.55,9.00,9.04,8.88,129,12956,113806.00,
500329,PENTAMED.G  ,B ,Q,0.92,0.93,0.88,0.90,0.90,0.89,673,61695,55740.00,
500330,RAYMOND     ,B ,Q,436.00,437.10,411.30,419.75,419.75,436.05,4739,76418,32255282.00,
500331,PIDILITE    ,A ,Q,361.00,370.90,360.75,369.45,369.45,358.65,2208,37886,13879343.00,
500333,PIX TRANS   ,B ,Q,49.05,49.85,48.00,48.15,48.10,50.20,74,4905,239293.00,
500335,BIRLA CORPN.,B ,Q,395.00,399.00,378.00,383.60,381.20,395.00,148,1745,685020.00,
500336,SURYA ROSHNI,B ,Q,102.50,102.50,96.00,96.50,96.70,101.55,1154,60083,5938165.00,
500337,PRIME SECUR.,T ,Q,6.05,6.55,6.05,6.20,6.20,6.29,26,34608,226312.00,
500338,PRISM CEMENT,T ,Q,70.50,72.45,69.60,70.40,70.40,70.15,415,30467,2147354.00,
500339,RAIN        ,B ,Q,41.45,41.45,39.55,39.70,39.85,41.00,343,47645,1911254.00,
500343,PUDUMJEE    ,B ,Q,17.30,17.65,16.00,16.70,16.70,16.50,188,31858,532420.00,
500346,PUN.COMMUNI.,T ,Q,77.50,84.15,77.50,79.55,81.00,80.70,24,218,17495.00,
500350,RSWM  LTD   ,B ,Q,207.00,210.00,202.00,204.60,205.05,205.30,1364,19862,4084442.00,
500354,RAJSH.SUGAR ,B ,Q,31.20,32.00,31.15,31.15,31.15,32.75,43,3574,112425.00,
500355,RALLIS INDIA,B ,Q,224.00,225.70,216.00,216.90,216.90,222.80,2480,61158,13494920.00,
500356,RAMANEWS    ,B ,Q,8.00,8.00,7.60,7.75,7.84,7.84,118,22208,172476.00,
500357,RAMA PAPER  ,T ,Q,6.56,6.56,6.56,6.56,6.56,6.56,4,500,3280.00,
500358,RAMA PETRO  ,B ,Q,5.38,5.94,5.38,5.94,5.94,5.66,5,46,253.00,
500359,RANBAXY LAB.,A ,Q,565.00,586.00,564.00,582.80,582.80,561.30,9057,230107,132434578.00,
500360,RAPICUT CARB,B ,Q,43.25,44.90,42.20,42.60,42.60,44.20,24,1074,47289.00,
500365,RMGALLOY    ,B ,Q,4.33,4.70,4.30,4.32,4.70,4.50,45,6958,30111.00,
500366,ROLTA (I)   ,B ,Q,111.55,111.95,106.20,107.00,107.00,111.35,3774,273514,29619567.00,
500367,RUBFILA INT.,B ,Q,30.00,30.00,29.00,29.20,29.20,29.80,353,26259,777328.00,
500368,RUCHI SOYA  ,B ,Q,43.10,43.10,41.25,41.40,41.25,42.40,526,21724,914941.00,
500370,SALORA INT. ,T ,Q,36.50,39.80,36.50,39.25,39.25,37.95,47,15480,583862.00,
500371,SAMTEL IND. ,T ,Q,4.10,4.52,4.10,4.52,4.52,4.31,26,1355,5557.00,
500372,SAMTEL COL  ,T ,Q,2.40,2.60,2.38,2.47,2.60,2.49,32,6036,14473.00,
500378,JINDAL SAW  ,B ,Q,84.60,84.80,78.10,80.75,80.75,84.60,5755,417867,33972065.00,
500380,JK LAKSHMI  ,B ,Q,222.30,226.30,217.00,220.55,217.00,224.10,892,19503,4337178.00,
500387,SHREE CEMENT,A ,Q,7025.45,7140.55,7001.00,7117.40,7110.00,7012.70,255,2841,19961781.00,
500388,SHREE KRISHN,T ,Q,8.27,8.27,8.26,8.26,8.26,8.69,7,1140,9421.00,
500390,REL INFRA   ,A ,Q,761.00,763.00,721.45,732.75,732.75,758.90,14865,340286,251135994.00,
500399,STEELCO GUJ.,B ,Q,4.66,4.90,4.57,4.74,4.58,4.81,41,8085,37682.00,
500400,TATA POWER  ,A ,Q,103.50,103.95,100.05,100.85,100.85,103.45,4529,370664,37656867.00,
500402,SPMLINFRA   ,T ,Q,75.40,75.40,72.00,73.40,73.00,74.60,40,2220,162580.00,
500403,SUNDARAM FAS,B ,Q,110.00,110.10,107.00,108.50,108.50,110.30,267,11446,1246779.00,
500404,SUNFLAG IRON,B ,Q,30.00,30.00,27.50,28.20,28.20,29.55,791,75593,2144334.00,
500405,SUPREME PET*,B ,Q,78.00,78.10,75.80,76.75,76.75,78.45,652,17955,1372251.00,
500407,SWARAJ ENGIN,B ,Q,904.00,909.00,895.00,900.70,900.70,909.15,428,132524,119272319.00,
500408,TATA ELXSI  ,B ,Q,629.00,636.00,610.25,613.55,613.55,623.85,10691,217159,135685212.00,
500410,ACC LTD     ,A ,Q,1456.00,1466.00,1428.35,1442.35,1442.35,1460.30,2342,23515,34092229.00,
500411,THERMAX     ,A ,Q,896.95,910.00,887.00,907.05,907.05,902.15,1023,5853,5249071.00,
500412,THIRUMALAI  ,B ,Q,96.95,96.95,93.55,93.80,93.60,95.95,353,11408,1074969.00,
500413,THOMAS COOK ,B ,Q,115.95,117.60,113.35,114.40,114.40,117.35,902,35597,4087550.00,
500414,TIMEX GROUP ,B ,Q,15.80,15.80,14.85,15.00,15.00,15.50,166,32237,484148.00,
500418,TOKYO PLAST ,B ,Q,18.35,18.35,18.35,18.35,18.35,19.35,2,99,1816.00,
500420,TORRENT PHAR,B ,Q,691.75,700.00,690.00,698.50,698.50,693.30,833,162289,112807937.00,
500422,TRANSCHEM   ,B ,Q,23.45,24.60,23.35,24.55,24.60,23.60,28,1324,32178.00,
500425,AMBUJA CEME ,A ,Q,220.00,222.00,210.50,212.25,212.25,218.30,6070,602309,128741464.00,
500429,UNIPHOS ENT.,B ,Q,27.50,28.10,27.20,27.20,27.20,28.65,16,3518,97241.00,
500439,VARD HOLDNG ,B ,Q,702.00,719.00,702.00,711.00,704.00,728.65,12,430,305460.00,
500440,HINDALCO    ,A ,Q,198.00,198.70,190.60,191.80,191.80,197.55,17514,1160402,223652357.00,
500444,WEST COAST  ,B ,Q,61.15,62.00,58.50,59.15,59.15,61.25,1046,59795,3579218.00,
500449,HIND.ORG.CHM,B ,Q,17.90,17.90,17.15,17.20,17.15,18.05,68,6707,116676.00,
500450,MPIL CORP L ,B ,Q,77.15,77.15,77.15,77.15,77.15,73.50,5,73,5631.00,
500456,PAS.ACRYLON ,B ,Q,4.59,5.00,4.53,4.74,4.92,4.70,32,2641,12336.00,
500458,PHIL CORPN. ,T ,Q,2.75,2.77,2.75,2.75,2.75,2.89,21,3601,9913.00,
500459,PROCTER &GAM,B ,Q,4560.00,4660.00,4530.00,4542.60,4558.00,4601.55,184,348,1591106.00,
500460,MUKAND LTD. ,B ,Q,37.45,37.90,35.00,35.25,35.25,37.15,279,18321,657100.00,
500463,AGCNET      ,B ,Q,63.50,66.05,63.50,64.75,64.15,64.75,68,2140,137391.00,
500464,UCAL FUEL   ,B ,Q,67.10,72.85,67.10,68.50,68.50,71.40,198,5177,361602.00,
500465,VARUN SHIP. ,B ,Q,9.10,9.30,8.92,9.05,9.10,9.21,203,19381,175084.00,
